排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,-4.09,44.17,4.23,-6.55,58.18,2.21,442.4,-0.9,15.09,,3.08,
2,03750,宁德时代,34.3,36.3,54.89,33.02,27.7,59.83,650.5,-0.23,31.24,,6.89,
3,00005,汇丰控股,71.63,63.81,92.66,55.14,69.67,98.71,162.1,-0.86,14.77,,2.05,
4,01398,工商银行,84.91,76.61,76.08,47.75,74.87,74.53,7.28,0.76,6.24,,0.58,
5,09988,阿里巴巴-W,43.38,105.46,29.55,8.57,95.03,8.33,126.7,3.68,20.71,,2.0,
6,00939,建设银行,85.5,80.82,81.05,57.09,75.14,78.46,8.96,0.67,6.13,,0.58,
7,01288,农业银行,91.84,71.2,71.46,48.51,62.92,64.03,6.09,3.22,6.47,,0.67,
8,00857,中国石油股份,76.83,82.11,30.78,36.76,66.91,34.14,9.8,2.51,10.11,,0.98,
9,00941,中国移动,34.06,81.89,50.35,31.2,81.81,44.58,82.1,-0.36,11.85,,1.06,
10,03988,中国银行,84.01,69.71,81.42,62.38,64.0,85.64,5.32,0.28,6.25,,0.55,
11,03968,招商银行,19.2,67.0,47.69,-3.55,75.0,47.73,48.0,0.38,7.17,,0.94,
12,00883,中国海洋石油,91.87,104.55,23.51,79.18,81.29,20.49,24.42,2.09,8.3,,1.22,
13,02318,中国平安,-1.79,59.61,3.17,-7.57,76.9,10.69,53.9,-1.64,6.58,,0.85,
14,01088,中国神华,54.0,84.34,34.21,43.03,69.78,33.61,43.64,0.88,16.04,,1.69,
15,02899,紫金矿业,33.28,94.66,22.05,38.07,96.95,6.76,35.5,-1.17,13.67,,4.22,
16,01211,比亚迪股份,34.94,85.83,50.88,21.44,86.99,42.81,90.0,-0.06,26.62,,3.12,
17,02628,中国人寿,7.08,9.92,17.24,16.16,20.57,30.51,26.88,-3.93,4.71,,1.12,
18,01299,友邦保险,36.93,27.31,4.66,20.31,29.43,21.62,72.55,-1.16,15.47,,2.27,
19,00300,美的集团,26.65,91.81,84.41,7.64,94.46,72.59,96.25,0.79,14.82,,2.78,
20,01810,小米集团-W,24.48,50.73,20.66,4.54,55.79,14.57,26.18,1.16,18.03,,2.17,
21,00981,中芯国际,100.87,36.61,55.49,101.1,15.27,49.79,75.85,0.93,79.95,,3.29,
