排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,69.46,95.28,17.54,77.25,88.35,2.21,481.4,0.54,16.63,,3.44,
2,03750,宁德时代,42.74,27.49,52.7,43.52,18.27,59.83,641.0,1.34,30.78,,6.79,
3,00005,汇丰控股,16.84,74.7,93.17,7.0,86.47,98.71,162.5,0.81,14.81,,2.06,
4,01398,工商银行,-6.0,77.7,73.34,-14.08,82.24,74.53,7.21,1.05,6.19,,0.58,
5,09988,阿里巴巴-W,90.59,109.66,29.55,85.0,95.14,8.33,126.7,2.34,20.71,,2.0,
6,00939,建设银行,1.85,80.5,76.95,-5.04,82.35,78.46,8.86,0.74,6.05,,0.58,
7,01288,农业银行,-8.76,65.66,60.66,-10.86,72.4,64.03,5.89,0.51,6.26,,0.64,
8,00941,中国移动,-6.34,81.81,50.04,-9.87,79.38,44.58,82.05,0.24,11.72,,1.08,
9,00857,中国石油股份,13.26,71.34,26.5,2.07,62.41,34.14,9.56,0.63,9.86,,0.95,
10,03988,中国银行,-4.38,67.17,79.34,-13.74,68.13,85.64,5.29,1.05,6.21,,0.55,
11,03968,招商银行,4.4,84.98,55.2,-2.98,89.38,47.73,49.0,0.66,7.32,,0.96,
12,00883,中国海洋石油,33.49,74.68,16.33,18.55,56.35,20.49,23.4,0.6,7.95,,1.17,
13,02318,中国平安,-5.72,95.48,12.14,14.67,95.75,10.69,56.75,-0.7,6.93,,0.89,
14,02899,紫金矿业,99.56,117.41,29.91,88.32,106.49,6.76,37.56,3.19,14.46,,4.47,
15,01088,中国神华,89.91,84.56,37.89,53.56,56.81,33.61,44.18,2.79,16.24,,1.71,
16,01211,比亚迪股份,23.26,99.46,55.14,10.46,96.66,42.81,92.3,2.38,27.3,,3.2,
17,02628,中国人寿,28.65,39.13,24.75,67.88,47.94,30.51,28.06,-2.57,4.91,,1.17,
18,01299,友邦保险,24.74,58.96,11.23,18.46,64.12,21.62,74.5,0.47,15.89,,2.33,
19,00300,美的集团,32.93,100.74,89.34,16.02,100.18,72.59,97.65,2.04,15.03,,2.82,
20,01810,小米集团-W,4.79,69.8,25.67,-6.05,71.77,14.57,27.62,2.07,18.02,,2.38,
21,09999,网易,61.33,68.52,59.08,73.84,64.37,49.67,205.6,0.19,17.22,,3.52,
22,03328,交通银行,8.65,67.65,71.91,-2.19,66.92,73.22,7.32,0.97,5.98,,0.49,
23,02359,药明康德,100.32,102.15,96.75,103.55,103.44,90.73,198.0,2.96,23.55,,6.12,
24,01658,邮储银行,3.14,58.7,32.95,-5.09,63.51,25.35,4.87,0.52,5.93,,0.5,
25,02513,智谱,99.23,5.59,29.76,86.03,0.02,38.69,1252.0,0.48,-112.07,,-5.63,
26,03690,美团-W,74.39,116.39,75.27,58.66,113.59,52.21,93.9,1.84,-13.03,,3.41,
27,00981,中芯国际,59.18,3.44,38.31,50.26,0.5,49.79,66.2,-1.05,104.64,,3.12,
28,02388,中银香港,28.85,90.88,85.61,24.56,92.89,81.56,50.55,0.7,13.32,,1.49,
29,00388,香港交易所,94.39,119.98,54.88,81.15,112.42,28.5,416.8,1.26,28.01,,9.58,
30,00386,中国石油化工股份,20.41,91.75,5.77,26.13,99.17,3.72,4.32,-0.92,12.79,,0.55,
