排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,5.96,,,32.55,,,50.4,-1.75,119.55,25.0,41.25,25.0
2,601398,工商银行,-0.09,61.15,67.45,-10.68,71.21,65.7,7.6,0.93,7.29,88.6,0.69,55.03
3,601939,建设银行,17.72,63.35,82.36,5.38,69.52,90.43,10.23,0.99,7.83,96.12,0.75,69.3
4,601288,农业银行,-11.35,65.07,22.28,-16.07,75.8,13.57,6.48,0.31,7.71,89.13,0.8,75.53
5,600941,中国移动,23.14,92.78,55.65,22.4,89.76,40.42,96.42,-0.29,15.4,41.92,1.47,32.23
6,601857,中国石油,51.84,113.4,35.91,22.86,109.4,28.93,11.06,1.94,12.8,56.37,1.25,91.67
7,601988,中国银行,24.46,65.97,82.4,6.67,65.67,84.11,5.88,1.03,7.72,95.93,0.69,79.31
8,300750,宁德时代,18.96,77.14,38.73,26.39,65.41,45.2,390.4,-0.88,21.25,15.73,4.76,29.8
9,600519,贵州茅台,65.39,109.82,49.09,49.31,101.74,37.09,1346.5,-0.17,20.35,10.34,6.21,2.87
10,600938,中国海油,90.76,101.3,24.32,53.87,65.82,16.2,33.7,5.31,12.85,91.58,1.91,81.05
11,601138,工业富联,93.31,48.34,40.16,109.35,34.88,34.58,66.01,-4.58,32.22,90.57,7.45,93.7
12,688981,中芯国际,60.25,2.47,44.92,52.95,5.99,59.31,125.41,-0.67,212.79,90.77,7.17,93.35
13,601628,中国人寿,5.55,61.91,20.26,21.58,82.26,16.2,37.15,-1.46,7.25,4.31,1.76,13.12
14,300308,中际旭创,38.88,0.24,38.51,41.98,0.39,58.78,886.96,2.59,69.4,75.72,29.15,97.03
15,600036,招商银行,4.03,87.62,63.87,-1.2,94.05,44.8,38.95,0.1,6.52,24.62,0.87,9.15
16,601088,中国神华,69.25,81.15,47.61,54.92,65.11,44.99,44.7,0.04,18.8,97.17,2.02,90.85
17,601318,中国平安,-19.75,84.93,8.47,-15.18,96.25,3.99,52.55,-1.44,7.17,4.74,0.93,17.05
18,601899,紫金矿业,53.98,102.75,25.32,93.77,112.95,13.67,33.18,-6.4,14.3,16.19,4.47,83.86
19,002594,比亚迪,9.76,83.43,41.84,11.13,91.89,43.25,90.12,-1.13,29.83,28.45,3.54,29.55
20,600900,长江电力,23.19,72.42,89.75,3.82,74.84,87.1,28.31,0.93,19.2,51.72,3.04,74.47
21,688256,寒武纪,59.72,2.28,46.81,81.08,7.78,64.81,1090.64,-2.97,205.65,78.59,50.55,88.31
22,688041,海光信息,85.55,10.15,44.91,82.05,15.11,57.96,287.01,-1.18,244.71,89.88,28.39,93.39
23,000333,美的集团,25.0,81.5,85.36,12.39,81.83,83.06,85.62,0.38,14.78,53.54,2.81,43.53
24,600028,中国石化,30.1,95.81,5.37,25.41,105.02,-0.74,5.11,-0.2,17.38,85.34,0.74,34.39
25,601328,交通银行,-6.23,76.96,65.87,-11.34,86.74,54.29,6.92,0.29,6.34,84.15,0.53,48.08
