排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,50.4,3370796658281,226953164138
2,601398,工商银行,7.6,2708687553876,2049052815296
3,601939,建设银行,10.23,2676171902326,98143117309
4,601288,农业银行,6.48,2267890059497,2068702485835
5,600941,中国移动,96.42,2091081190561,87044877736
6,601857,中国石油,11.06,2024212014667,1790858180667
7,601988,中国银行,5.88,1894608981466,1239301227294
8,300750,宁德时代,390.4,1806246080378,1663135629818
9,600519,贵州茅台,1346.5,1683234875747,1683234875747
10,600938,中国海油,33.7,1601759449261,100763000000
11,601138,工业富联,66.01,1309908531667,1309908531667
12,688981,中芯国际,125.41,1073642473525,250765139270
13,601628,中国人寿,37.15,1050033790750,773594139500
14,300308,中际旭创,886.96,1037507837181,984472185495
15,600036,招商银行,38.95,982312986159,803497385510
16,601088,中国神华,44.7,969517713389,737149396589
17,601318,中国平安,52.55,951556586837,560186420112
18,601899,紫金矿业,33.18,882279911158,683567496385
19,002594,比亚迪,90.12,821641844558,314213608620
20,600900,长江电力,28.31,692695243540,692695243540
21,688256,寒武纪,1090.64,685241443710,685241443710
22,688041,海光信息,287.01,667108275498,667108275498
23,000333,美的集团,85.62,653144850517,589448409161
24,600028,中国石化,5.11,617929377674,484185149166
25,601328,交通银行,6.92,611477386823,180421281817
26,601658,邮储银行,4.96,595671465320,359737891001
27,300502,新易盛,415.3,579034800865,520887183517
28,601728,中国电信,6.32,578325116578,490619885378
29,002371,北方华创,746.1,541436712120,541004457593
30,603259,药明康德,160.21,478027733803,396244228212
31,688235,百济神州,300.3,463148239854,34551094578
32,688347,华虹宏力,262.5,456153180525,107034375000
33,600030,中信证券,27.74,433417311161,337777524019
34,002475,立讯精密,55.63,430454915808,407493939050
35,601998,中信银行,7.52,418451620225,306537754638
36,603993,洛阳钼业,19.13,409273153667,334025910827
37,601166,兴业银行,18.22,385587300327,385587300327
38,600276,恒瑞医药,54.97,364846877074,350653755002
39,002384,东山精密,193.87,355093752229,268766192438
40,688012,中微公司,363.1,347792556559,342111744498
41,002415,海康威视,36.37,333326378274,329006428233
42,600183,生益科技,135.3,328644196551,326309620352
43,601211,国泰海通,18.1,319082078518,244294074493
44,300059,东方财富,19.84,313912445520,264929388196
45,601319,中国人保,6.99,309125694175,248129318515
46,600000,浦发银行,9.21,306746770743,306746770743
47,601601,中国太保,30.52,293612821207,208910665207
48,000858,五 粮 液,75.0,291120600375,291113504325
49,603986,兆易创新,402.29,282305009728,268927620129
50,688802,沐曦股份-U,702.88,281222288000,13023378854
51,601869,长飞光纤,335.92,278109883879,136497166439
52,300476,胜宏科技,274.53,269803914713,237521968251
53,000338,潍柴动力,31.14,269056470138,154342063789
54,688795,摩尔线程-U,572.0,268856140124,17288980280
55,300408,三环集团,130.05,259673250159,243168298521
56,002916,深南电路,380.7,259320122717,253092957615
57,688820,盛合晶微,137.57,256261832524,23786216598
58,600150,中国船舶,33.97,255645355153,255645355153
59,002379,宏桥控股,19.4,252803693119,22045650808
60,688008,澜起科技,206.7,252285208941,236622826491
61,601225,陕西煤业,25.93,251391350000,251391350000
62,300274,阳光电源,120.07,248930495680,190614327747
63,601816,XD京沪高,5.04,246585424025,246585424025
64,300394,天孚通信,222.49,242697674942,242155457245
65,600309,万华化学,75.65,236820178507,236820178507
66,601919,中远海控,15.48,236350543498,194375192218
67,002463,沪电股份,121.0,232847987977,232660068806
68,002714,牧原股份,40.11,231554875336,131580827725
69,000651,格力电器,40.54,227080988740,223862264076
70,002938,鹏鼎控股,96.67,224036268729,223387575038
71,600188,兖矿能源,22.1,221814429642,131745879642
72,000725,京东方Ａ,5.91,218931978858,209019762631
73,000001,平安银行,11.26,218510638909,218507063353
74,600919,江苏银行,11.75,215628062440,215628062440
75,002142,宁波银行,32.14,212239408055,212106070412
76,688808,联讯仪器,2062.03,211701747354,39789227812
77,603288,海天味业,36.17,211632299241,201098712693
78,600690,海尔智家,22.0,206307852300,137566625042
79,688072,拓荆科技,700.0,203475288800,197885108400
80,003816,中国广核,3.98,200985295111,156554067611
81,601066,中信建投,25.71,199424623231,167003702310
82,600406,国电南瑞,23.99,192681830182,192116146126
83,601898,中煤能源,14.34,190129233156,131239685736
84,301666,大普微-UW,433.08,188916581189,11483697826
85,601668,中国建筑,4.52,186768164807,186768164807
86,300760,迈瑞医疗,153.49,185999094664,185824532636
87,300433,蓝思科技,34.6,182644434102,171951620311
88,601985,中国核电,8.88,182643858417,167683569619
89,600025,华能水电,9.78,182212101833,182212101833
90,601336,新华保险,58.36,182056739576,121706239882
91,301377,鼎泰高科,429.01,181919517135,42412329295
92,300604,长川科技,281.04,181434419802,137561052092
93,601818,光大银行,3.02,178438364204,140148582994
94,001399,惠科股份,24.05,178145618776,10355129881
95,300033,同花顺,235.99,177615513600,103460591595
96,002352,顺丰控股,33.59,176861698340,161202281550
97,301308,江波龙,417.5,176627970423,117673164910
98,603268,松发股份,173.25,176492710028,40410526464
99,600930,华电新能,4.21,175617142856,45228852786
100,600031,三一重工,19.04,175072884480,161352386304
