排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,-11.53,59.08,3.76,7.64,88.35,2.21,441.0,-4.46,15.01,,3.07,
2,03750,宁德时代,44.81,32.2,55.35,46.55,18.27,59.83,652.5,-0.23,31.33,,6.91,
3,00005,汇丰控股,31.38,76.18,93.8,19.49,86.47,98.71,163.0,0.99,14.85,,2.06,
4,01398,工商银行,7.35,77.42,73.11,-2.03,82.24,74.53,7.21,0.7,6.19,,0.58,
5,09988,阿里巴巴-W,25.78,98.77,25.19,65.65,95.14,8.33,121.9,-0.57,19.92,,1.93,
6,00939,建设银行,8.52,79.1,75.77,-0.49,82.35,78.46,8.82,0.86,6.03,,0.57,
7,01288,农业银行,9.98,65.66,60.66,-6.66,72.4,64.03,5.89,1.73,6.26,,0.64,
8,00941,中国移动,-13.91,74.78,44.82,-8.73,79.38,44.58,81.2,-0.61,11.6,,1.05,
9,00857,中国石油股份,15.99,64.69,23.56,27.4,62.41,34.14,9.4,-1.16,9.69,,0.94,
10,03988,中国银行,7.7,67.17,79.34,-7.8,68.13,85.64,5.29,1.54,6.21,,0.55,
11,03968,招商银行,0.13,79.03,50.54,-9.4,89.38,47.73,48.38,0.75,7.23,,0.95,
12,00883,中国海洋石油,81.44,81.92,19.57,82.62,56.35,20.49,23.86,-0.42,8.11,,1.2,
13,02318,中国平安,-8.72,84.68,8.21,-12.58,95.75,10.69,55.5,-0.09,6.78,,0.87,
14,01088,中国神华,40.68,65.63,27.95,60.06,56.81,33.61,42.72,-0.65,15.71,,1.65,
15,02899,紫金矿业,39.19,94.64,18.09,63.76,106.49,6.76,34.46,-4.06,13.27,,4.1,
16,01211,比亚迪股份,-11.02,87.45,47.92,-1.32,96.66,42.81,88.4,-1.34,26.15,,3.07,
17,02628,中国人寿,-0.47,32.35,21.83,-13.83,47.94,30.51,27.6,2.0,4.83,,1.15,
18,01299,友邦保险,9.91,44.91,4.66,11.53,64.12,21.62,72.55,-0.14,15.47,,2.27,
19,00300,美的集团,18.23,96.25,84.94,18.87,100.18,72.59,96.4,0.31,14.84,,2.79,
20,01810,小米集团-W,-5.87,57.61,19.61,-1.61,71.77,14.57,25.88,-1.82,16.83,,2.23,
21,03328,交通银行,20.43,66.48,70.86,13.42,66.92,73.22,7.29,0.55,5.97,,0.49,
22,09999,网易,-9.4,38.82,42.14,2.95,64.37,49.67,191.7,-0.42,16.06,,3.28,
23,02513,智谱,106.05,7.95,31.52,91.23,0.02,38.69,1317.0,9.02,-117.89,,-5.92,
24,02359,药明康德,100.72,106.69,100.23,96.25,103.44,90.73,203.2,2.16,24.16,,6.28,
25,00981,中芯国际,83.56,6.91,40.71,81.85,0.5,49.79,67.55,0.22,106.77,,2.93,
26,01658,邮储银行,1.23,53.07,28.87,0.39,63.51,25.35,4.81,0.0,5.86,,0.49,
27,03690,美团-W,15.74,106.06,70.62,37.78,113.59,52.21,91.25,-0.44,-12.67,,3.32,
28,02388,中银香港,36.62,92.34,86.57,19.41,92.89,81.56,50.75,1.87,13.37,,1.5,
29,02888,渣打集团,88.67,97.28,101.1,62.05,91.46,96.49,238.8,2.14,12.37,,1.44,
30,00388,香港交易所,23.84,106.84,46.99,21.2,112.42,28.5,408.2,0.39,27.43,,9.38,
31,00386,中国石油化工股份,-6.51,76.2,1.24,4.27,99.17,3.72,4.22,-0.82,12.49,,0.54,
32,09633,农夫山泉,26.89,57.24,9.59,28.5,55.89,1.66,42.54,-0.33,27.23,,10.95,
33,02475,立讯精密,67.44,64.99,,83.76,70.84,,60.5,-4.95,24.35,,4.41,
34,00992,联想集团,103.61,96.59,107.8,104.53,83.43,94.09,34.9,20.18,69.33,,7.65,
35,06030,中信证券,35.66,37.76,46.42,40.04,58.72,42.72,26.98,0.15,11.18,,1.21,
36,00728,中国电信,16.78,42.78,15.06,21.36,36.48,17.04,4.54,-1.41,11.72,,0.78,
37,00998,中信银行,16.48,82.29,37.01,5.87,82.34,35.36,7.45,0.4,5.19,,0.49,
38,03993,洛阳钼业,31.31,64.5,8.44,55.79,71.07,4.68,17.33,-4.25,13.72,,3.68,
