排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
56,601225,陕西煤业,33.55,70.76,50.83,24.65,1.02,14.63,97.31,2.32,81.18
57,688820,盛合晶微,19.66,-6.69,,128.1,-0.31,242.87,17.91,16.55,17.91
58,601919,中远海控,96.66,116.9,39.91,15.54,0.71,9.4,58.71,1.0,32.19
59,000338,潍柴动力,81.27,17.57,62.48,27.16,3.7,20.02,90.09,2.37,78.06
60,000651,格力电器,80.27,106.62,83.84,41.59,1.94,7.83,30.94,1.5,5.77
61,600309,万华化学,83.42,80.23,26.4,74.26,0.08,17.65,62.85,2.09,9.24
62,601869,长飞光纤,-0.79,-20.96,53.58,281.2,-6.98,216.28,94.09,17.59,95.84
63,002714,牧原股份,2.22,90.74,16.77,38.77,-1.35,23.2,68.53,2.63,1.88
64,300274,阳光电源,54.39,-1.94,11.09,106.6,-4.89,19.48,38.21,4.78,46.68
65,603288,海天味业,74.89,106.8,49.95,37.67,1.78,29.75,2.5,5.15,3.46
66,000001,平安银行,92.42,101.65,55.03,11.27,0.63,5.05,28.68,0.47,6.98
67,600690,海尔智家,93.77,108.23,22.13,22.96,2.5,11.22,6.69,1.68,3.9
68,300408,三环集团,87.11,-0.52,66.39,108.26,7.37,69.68,97.88,8.95,97.88
69,002916,深南电路,37.05,-5.2,59.81,314.5,-1.13,59.62,91.48,11.98,88.45
70,600919,江苏银行,81.53,88.81,91.06,11.62,0.43,6.01,80.27,0.8,87.92
71,000725,京东方Ａ,15.14,2.05,54.79,5.69,1.97,34.74,54.96,1.52,65.06
72,002142,宁波银行,49.48,94.81,70.17,31.91,0.28,6.98,31.14,0.9,27.77
73,003816,中国广核,52.85,38.41,31.27,4.09,1.74,21.41,89.09,1.61,65.83
74,688072,拓荆科技,47.91,45.85,73.15,698.7,-1.59,125.52,81.08,28.48,97.39
75,002463,沪电股份,11.59,-2.62,62.86,105.38,-0.35,47.3,94.42,12.12,97.45
76,601066,中信建投,16.49,23.63,59.98,25.88,1.73,17.52,6.25,2.29,18.15
77,600188,兖矿能源,14.09,21.15,45.77,19.96,0.81,20.8,96.54,2.6,75.99
78,300394,天孚通信,7.51,-11.69,41.03,181.76,0.11,91.19,91.77,33.12,93.55
79,300476,胜宏科技,11.63,-8.8,16.89,201.2,-4.27,44.14,79.45,11.87,87.82
80,601336,新华保险,7.84,81.36,2.11,62.91,0.21,5.31,2.21,1.59,48.41
81,002938,鹏鼎控股,14.16,-4.45,62.22,84.59,0.75,52.41,97.21,5.62,88.02
82,600406,国电南瑞,75.8,72.88,15.34,23.95,1.66,22.74,20.36,3.54,29.11
83,601668,中国建筑,63.81,112.02,34.08,4.66,0.43,5.05,59.24,0.39,1.01
84,601818,光大银行,81.73,101.4,26.81,3.19,0.31,4.97,45.43,0.37,3.22
85,600031,三一重工,88.52,108.21,19.5,20.37,3.4,21.51,47.45,2.0,17.23
86,300760,迈瑞医疗,69.33,100.63,19.31,154.46,2.6,23.29,4.55,4.55,1.91
87,600025,华能水电,31.04,94.44,58.26,10.0,0.3,21.75,77.67,2.62,74.45
88,601985,中国核电,40.24,56.43,73.9,8.96,1.24,22.11,84.65,1.52,28.59
89,601898,中煤能源,59.01,31.98,12.47,13.83,0.8,10.24,48.94,1.11,84.6
90,688808,联讯仪器,46.54,3.31,,1782.0,-3.68,695.15,40.62,185.1,40.62
91,002352,顺丰控股,86.37,93.86,31.94,34.74,0.46,15.96,2.45,1.81,2.69
92,001248,华润新能,91.57,7.77,,13.95,-2.24,34.54,63.16,2.0,63.16
93,301666,大普微-UW,17.8,-12.96,,417.8,-4.76,14740.32,20.0,238.57,20.0
94,601688,华泰证券,22.77,52.99,17.34,20.14,0.25,10.34,24.83,1.02,40.76
95,001399,惠科股份,37.68,-3.75,,24.14,-2.43,48.42,13.04,6.94,13.04
96,601766,中国中车,89.38,112.75,19.35,6.18,3.0,12.75,5.97,0.98,10.11
97,600930,华电新能,38.68,0.84,3.41,4.23,0.95,27.3,0.8,1.58,0.8
98,300433,蓝思科技,27.85,-11.05,43.25,33.22,-1.89,51.97,82.15,3.27,74.88
99,600887,伊利股份,52.32,100.91,48.83,27.23,2.45,13.91,5.63,2.82,4.23
100,300604,长川科技,33.43,34.71,74.38,271.39,-1.81,111.48,50.58,34.43,98.85
