排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,C长鑫,,,,,,111.48,50.0,38.46,50.0
2,601398,工商银行,91.69,101.95,66.36,7.94,-0.38,7.65,95.04,0.72,67.28
3,601939,建设银行,95.18,95.46,91.64,10.65,0.09,8.14,97.59,0.78,72.86
4,601288,农业银行,95.59,102.48,14.46,6.93,-0.43,8.28,94.32,0.86,88.88
5,600941,中国移动,86.97,91.31,39.68,97.2,0.88,15.38,41.58,1.47,32.07
6,601857,中国石油,77.95,108.24,25.41,10.86,-2.16,12.84,56.4,1.25,92.3
7,601988,中国银行,73.98,83.22,80.44,6.01,-1.48,8.01,99.18,0.72,86.67
8,300750,宁德时代,91.36,49.02,46.02,396.81,1.52,21.27,15.81,4.77,29.95
9,600519,贵州茅台,72.38,101.76,30.97,1320.0,0.0,19.95,6.02,6.09,2.26
10,600938,中国海油,42.78,60.92,12.85,31.48,0.51,11.94,89.18,1.78,70.63
11,601138,工业富联,34.22,-5.71,36.36,57.56,-0.9,28.35,88.45,6.54,90.02
12,688981,中芯国际,-0.82,17.28,64.79,129.99,-4.91,231.94,94.4,7.81,94.33
13,601628,中国人寿,25.6,93.29,15.21,39.27,-2.31,7.85,7.12,1.9,31.67
14,300308,中际旭创,14.84,-8.41,62.46,948.41,4.45,67.74,74.59,28.46,97.35
15,600036,招商银行,88.22,112.42,44.6,39.6,0.03,6.62,27.09,0.88,11.74
16,601318,中国平安,90.24,94.0,2.09,54.26,0.11,7.39,8.04,0.96,21.7
17,601088,中国神华,49.02,68.07,40.93,45.03,-0.9,19.11,98.32,2.05,94.18
18,002594,比亚迪,55.52,99.91,40.26,94.81,1.56,30.89,30.27,3.67,31.42
19,601899,紫金矿业,64.43,93.05,10.04,32.01,1.01,13.66,11.6,4.27,81.09
20,688256,寒武纪,16.97,-8.6,67.15,1135.21,0.64,260.85,81.79,55.06,92.06
21,600900,长江电力,65.95,96.27,84.85,28.94,-0.45,19.71,57.12,3.12,81.23
22,688041,海光信息,15.6,21.64,62.6,288.9,-3.14,254.32,92.69,29.51,94.99
23,000333,美的集团,85.18,104.43,86.75,86.7,1.56,14.73,53.32,2.8,42.93
24,601328,交通银行,87.81,108.51,48.04,7.08,-0.42,6.52,89.89,0.54,53.22
25,600028,中国石化,58.64,112.71,-2.7,5.17,-0.19,17.62,85.95,0.75,35.9
26,601658,邮储银行,61.65,100.29,25.56,5.13,-1.35,7.11,74.61,0.6,18.92
27,300502,新易盛,3.02,0.95,67.03,421.8,3.66,52.83,52.79,27.84,95.48
28,601728,中国电信,80.37,98.25,37.17,6.25,-0.79,18.2,65.49,1.23,61.64
29,002371,北方华创,40.33,23.45,67.41,699.65,-2.15,93.05,45.77,13.2,83.97
30,002475,立讯精密,92.13,16.89,57.06,62.06,3.26,26.97,40.09,5.26,44.23
31,688347,华虹宏力,-6.25,32.18,68.02,267.01,-4.98,989.64,80.69,10.79,96.53
32,601998,中信银行,84.22,97.8,39.48,7.75,-0.26,6.07,71.37,0.58,62.22
33,600030,中信证券,68.69,69.74,81.01,28.45,1.28,12.36,5.63,1.43,41.19
34,688235,百济神州,55.45,86.33,43.81,267.84,1.77,128.26,94.9,12.28,77.01
35,603993,洛阳钼业,51.97,47.91,13.46,19.02,0.11,16.83,24.01,4.57,92.44
36,601166,兴业银行,90.89,99.57,32.06,18.59,-0.05,5.08,41.0,0.47,9.91
37,603259,药明康德,56.02,85.01,85.23,125.96,2.39,18.23,16.68,4.36,31.8
38,600276,恒瑞医药,21.84,80.59,27.32,54.07,1.46,43.56,4.62,5.56,3.13
39,688012,中微公司,56.09,35.93,72.76,358.0,-6.53,134.43,72.39,15.09,78.38
40,601211,国泰海通,67.76,80.18,46.3,18.96,-0.11,15.24,65.26,1.02,38.16
41,002384,东山精密,-2.11,-8.3,65.43,179.66,-5.79,171.22,96.54,15.43,97.21
42,002415,海康威视,63.93,85.96,78.24,35.78,-1.0,20.15,12.46,3.93,27.05
43,601319,中国人保,46.13,96.35,1.62,7.41,-0.94,7.76,12.59,1.04,30.81
44,300059,东方财富,36.13,59.21,24.19,19.91,2.52,23.44,4.28,3.21,10.44
45,600000,浦发银行,88.56,104.69,11.89,9.28,0.98,6.09,71.08,0.41,28.54
46,601601,中国太保,62.49,97.25,0.13,31.98,0.88,5.66,1.49,0.95,10.64
47,000858,五 粮 液,56.51,57.6,8.55,75.13,0.44,23.04,33.69,2.27,1.06
48,688802,沐曦股份-U,8.96,21.78,71.2,708.0,-5.86,-458.84,23.81,22.97,70.07
49,002379,宏桥控股,76.56,94.73,5.54,20.43,5.64,12.79,72.86,4.82,83.4
50,688795,摩尔线程-U,8.75,-0.75,31.47,562.01,-0.23,-308.25,40.65,22.98,12.9
51,600183,生益科技,4.83,-11.69,53.88,107.6,-5.11,70.11,97.79,15.36,97.83
52,600150,中国船舶,106.89,31.39,34.69,34.67,3.52,22.29,26.08,1.69,20.31
53,603986,兆易创新,2.82,-16.56,45.72,360.41,-7.74,95.36,49.47,10.85,72.43
54,688008,XD澜起科,52.41,4.14,60.62,206.63,0.47,98.33,72.74,12.06,78.79
55,601816,京沪高铁,93.96,109.11,62.7,5.12,0.79,18.62,5.88,1.18,7.78
