排名,代码,名称,最新价,总市值,流通市值
1,688825,C长鑫,51.93,3473124413979,233842813764
2,601398,工商银行,7.94,2829865681287,2140720967560
3,601939,建设银行,10.65,2786044062538,102172453504
4,601288,农业银行,6.92,2421882594401,2209169938577
5,600941,中国移动,97.19,2107438445632,87740008994
6,601857,中国石油,10.85,1985777609325,1756854544325
7,601988,中国银行,6.02,1939718719120,1268808399373
8,300750,宁德时代,396.67,1835255206720,1689846337807
9,600519,贵州茅台,1319.97,1650070210872,1650070210872
10,600938,中国海油,31.48,1496242951416,94125200000
11,601138,工业富联,57.54,1141829070021,1141829070021
12,688981,中芯国际,129.97,1112647955170,259883144494
13,601628,中国人寿,39.27,1109954965350,817740023100
14,300308,中际旭创,948.09,1057342810786,1052322804124
15,600036,招商银行,39.59,998453687344,816699909944
16,601318,中国平安,54.24,982158501809,578201930102
17,601088,中国神华,45.03,976675226709,742591439114
18,002594,比亚迪,94.81,864401501138,330565825935
19,601899,紫金矿业,32.01,851168775050,659463398411
20,688256,寒武纪,1136.21,713872754307,713872754307
21,600900,长江电力,28.93,707865538524,707865538524
22,688041,海光信息,288.98,671687221537,671687221537
23,000333,美的集团,86.75,661574827640,597037730143
24,601328,交通银行,7.08,625615592299,184592872149
25,600028,中国石化,5.17,625184908528,489870297689
26,601658,邮储银行,5.13,616087624414,372067617104
27,300502,新易盛,421.58,587790732841,528763830550
28,601728,中国电信,6.25,571919616869,485185804369
29,002371,北方华创,698.72,507053557824,506648752995
30,002475,立讯精密,62.07,479507990874,454667415243
31,688347,华虹宏力,267.08,464111967446,108901870000
32,601998,中信银行,7.75,431250007546,315913244474
33,600030,中信证券,28.43,421348146348,346179344191
34,688235,百济神州,267.54,412391268154,30781884260
35,603993,洛阳钼业,19.03,407133722649,332279826609
36,601166,兴业银行,18.59,393417558347,393417558347
37,603259,药明康德,125.87,375565513100,311311784564
38,600276,恒瑞医药,54.06,358807025188,344848862932
39,688012,中微公司,357.82,342735148961,337136944137
40,601211,国泰海通,18.96,334244433718,255901417259
41,002384,东山精密,179.3,328407230488,248567484934
42,002415,海康威视,35.8,328102401490,323850154818
43,601319,中国人保,7.4,327257530314,262683398714
44,300059,东方财富,19.92,315178221510,265997651858
45,600000,浦发银行,9.29,309411237807,309411237807
46,601601,中国太保,31.96,307466112902,218767524902
47,000858,五 粮 液,75.13,291625209416,291618101066
48,688802,沐曦股份-U,708.18,283342818000,13121580407
49,002379,宏桥控股,20.43,266225744867,23216115774
50,688795,摩尔线程-U,562.35,264320367830,16997304302
51,600183,生益科技,107.62,261409374965,259552411990
52,600150,中国船舶,34.66,260838033842,260838033842
53,603986,兆易创新,360.12,252712421644,240737315272
54,688008,XD澜起科,206.32,251821404493,236187815973
55,601816,京沪高铁,5.13,250988735168,250988735168
56,601225,陕西煤业,24.64,238884800000,238884800000
57,688820,盛合晶微,127.96,238360573452,22124622198
58,601919,中远海控,15.54,237266630876,195128584436
59,000338,潍柴动力,27.17,234754794273,134665185393
60,000651,格力电器,41.6,233018478826,229715594118
61,600309,万华化学,74.29,232562737096,232562737096
62,601869,长飞光纤,280.89,232550265786,114136369019
63,002714,牧原股份,38.75,223703597906,127119345976
64,300274,阳光电源,106.68,221170194712,169357505602
65,603288,海天味业,37.69,220555282139,209579034503
66,000001,平安银行,11.27,218704698091,218701119359
67,600690,海尔智家,22.98,215497929357,143694592885
68,300408,三环集团,108.24,215166147269,202387824928
69,002916,深南电路,313.99,213879499164,208743519206
70,600919,江苏银行,11.62,213242390260,213242390260
71,000725,京东方Ａ,5.69,210782226684,201238993126
72,002142,宁波银行,31.88,210522474449,210390215455
73,003816,中国广核,4.08,206035127276,160487537276
74,688072,拓荆科技,697.98,202888117252,197314068516
75,002463,沪电股份,105.03,202115902291,201952785345
76,601066,中信建投,25.89,200820828294,168172923096
77,600188,兖矿能源,19.97,200435934839,119048199839
78,300394,天孚通信,181.56,198050203885,197607734358
79,300476,胜宏科技,200.28,196832142348,173281243585
80,601336,新华保险,62.93,196313067538,131236697666
81,002938,鹏鼎控股,84.36,195507392469,194941303715
82,600406,国电南瑞,23.93,192199924813,191635655557
83,601668,中国建筑,4.65,192139815565,192139815565
84,601818,光大银行,3.19,188482907885,148037741640
85,600031,三一重工,20.37,187302240382,172623325054
86,300760,迈瑞医疗,154.36,187152453578,186991593324
87,600025,华能水电,10.0,186310942570,186310942570
88,601985,中国核电,8.96,184289298583,169194232408
89,601898,中煤能源,13.82,183234728188,126480645528
90,688808,联讯仪器,1783.0,183054667261,34405024752
91,002352,顺丰控股,34.76,183022108791,166817246403
92,001248,华润新能,14.01,182207403289,14884277112
93,301666,大普微-UW,417.14,181963292410,11061027319
94,601688,华泰证券,20.15,181891305288,147231175836
95,001399,惠科股份,24.14,178812275977,10393880886
96,601766,中国中车,6.17,177071991423,150102513956
97,600930,华电新能,4.23,176451428570,45443716694
98,300433,蓝思科技,33.2,175254196884,164994040299
99,600887,伊利股份,27.27,172492585389,171635463492
100,300604,长川科技,269.0,170658607166,131667816015
