排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.68,0.58,1062.08,1062.08,34.0,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(510.88亿)；沪深300ETF华夏(409.04亿)；沪深300ETF嘉实(299.77亿)；沪深300ETF天弘(82.96亿)
2,588000,科创50ETF华夏,1.745,0.06,822.57,822.57,46.52,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(395.9亿)；科创50ETF工银(106.53亿)；科创50ETF广发(70.45亿)
3,512880,证券ETF国泰,1.063,0.0,630.62,630.62,11.26,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(384.47亿)；证券ETF天弘(119.79亿)；券商ETF银华(94.39亿)；证券ETF南方(78.95亿)
4,159915,创业板ETF易方达,3.56,1.37,612.02,612.02,58.21,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(112.8亿)；创业板ETF天弘(65.05亿)
5,588200,科创芯片ETF嘉实,1.173,0.09,492.62,492.62,26.56,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(73.57亿)
6,159516,半导体设备ETF国泰,0.729,-0.55,424.25,424.25,30.72,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(204.45亿)；半导体设备ETF广发(132.07亿)；半导体设备ETF华夏(88.04亿)
7,515880,通信ETF国泰,0.677,1.96,415.39,415.39,31.48,中证全指通信设备指数,指数型-股票,通信,
8,563360,A500ETF华泰柏瑞,1.291,0.55,407.89,407.89,48.03,中证A500指数,指数型-股票,中证A500,A500ETF南方(343.52亿)；A500ETF易方达(280.94亿)；中证A500ETF国泰(255.45亿)；A500ETF华夏(200.21亿)
9,588170,科创半导体ETF华夏,1.012,-0.69,400.36,400.36,51.14,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(112.68亿)
10,510500,中证500ETF南方,7.866,0.04,389.25,389.25,22.49,中证500指数,指数型-股票,中证500,中证500ETF嘉实(85.4亿)；中证500ETF华夏(79.32亿)
11,512890,红利低波ETF华泰柏瑞,1.176,-0.59,327.34,327.34,6.05,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(127.19亿)
12,159995,芯片ETF华夏,1.159,0.7,270.06,270.06,6.14,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(63.34亿)
13,512400,有色金属ETF南方,1.946,3.29,254.66,254.66,14.83,有色金属,指数型-股票,有色金属,
14,512170,医疗ETF华宝,0.349,-2.79,253.81,253.81,7.2,中证医疗指数,指数型-股票,医药,
