排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
15,159949,创业板50ETF华安,1.676,2.01,244.93,244.93,16.72,创业板50指数,指数型-股票,创业板,
16,159326,电网设备ETF华夏,1.687,0.9,210.93,210.93,5.2,中证电网设备主题指数,指数型-股票,其他,
17,510880,红利ETF华泰柏瑞,3.387,0.15,207.07,207.07,4.62,上证红利指数,指数型-股票,红利,
18,159819,人工智能ETF易方达,1.749,1.1,203.99,203.99,4.42,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(80.85亿)
19,510050,上证50ETF华夏,2.993,0.17,200.65,200.65,12.67,上证50指数,指数型-股票,上证50,
20,515450,红利低波50ETF南方,1.398,-0.85,197.33,197.33,1.79,标普中国A股大盘红利低波50指数,指数型-股票,红利,
21,512480,半导体ETF国联安,1.042,0.29,193.96,193.96,11.04,中证全指半导体产品与设备指数,指数型-股票,半导体,
22,512100,中证1000ETF南方,3.08,0.2,193.34,193.34,24.91,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(65.95亿)
23,515180,红利ETF易方达,1.433,-0.07,183.95,183.95,2.09,中证红利指数,指数型-股票,红利,中证红利ETF招商(115.19亿)
24,515050,通信ETF华夏,1.05,2.64,180.95,180.95,9.78,中证5G通信主题指数,指数型-股票,通信,
25,159992,创新药ETF银华,0.893,-4.49,175.17,175.17,16.18,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(116.04亿)
26,517520,黄金股ETF永赢,2.273,4.6,174.66,174.66,10.66,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(65.28亿)
27,510180,上证180ETF华安,3.953,0.15,174.55,174.55,0.56,上证180指数,指数型-股票,上证180,
28,159781,科创创业ETF易方达,1.109,1.28,173.96,173.96,4.69,中证科创创业50指数,指数型-股票,科创板,
29,562500,机器人ETF华夏,0.958,0.63,173.63,173.63,4.42,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(60.47亿)
30,159530,机器人ETF易方达,1.33,0.76,170.73,170.73,6.13,国证机器人产业指数,指数型-股票,机器人,
31,159201,自由现金流ETF华夏,1.179,-0.42,163.99,163.99,1.44,国证自由现金流指数,指数型-股票,货币市场,
32,512010,医药ETF易方达,0.388,-3.0,158.41,158.41,6.83,沪深300医药卫生指数,指数型-股票,医药,
33,159928,消费ETF汇添富,0.659,-1.49,153.22,153.22,2.61,中证主要消费指数,指数型-股票,消费,
34,510210,上证指数ETF富国,0.998,0.1,148.19,148.19,7.42,上证综合指数,指数型-股票,其他,
35,515220,煤炭ETF国泰,1.277,0.71,144.37,144.37,6.18,中证煤炭指数,指数型-股票,煤炭,
36,159206,卫星ETF永赢,1.354,1.12,140.65,140.65,5.48,国证商用卫星通信产业指数,指数型-股票,通信,
37,159870,化工ETF鹏华,0.811,0.5,136.71,136.71,1.6,细分化工,指数型-股票,化工,
38,512070,证券保险ETF易方达,0.778,0.65,136.21,136.21,3.72,沪深300非银行金融指数,指数型-股票,证券,
39,512690,酒ETF鹏华,0.419,-1.64,135.12,135.12,3.27,中证酒指数,指数型-股票,白酒,
40,513630,XD港股低波红利ETF摩根,1.603,0.12,118.6,118.6,2.22,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.104,0.45,101.87,101.87,2.97,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,516650,有色金属ETF华夏,1.902,2.81,100.07,100.07,2.72,细分有色,指数型-股票,有色金属,
43,159611,电力ETF广发,1.024,-0.49,99.6,99.6,2.6,中证全指电力公用事业指数,指数型-股票,电力,
44,512800,银行ETF华宝,0.815,-0.37,97.55,97.55,7.25,中证银行指数,指数型-股票,银行,
45,159852,软件ETF嘉实,0.675,-0.59,92.94,92.94,3.79,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.631,2.39,92.78,92.78,2.37,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(67.81亿)
47,159869,游戏ETF华夏,1.073,-0.65,88.74,88.74,3.25,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.962,1.58,82.34,82.34,3.75,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.019,-1.07,72.7,72.7,1.02,中证红利低波动100指数,指数型-股票,红利,
50,512710,军工龙头ETF富国,0.607,0.83,69.55,69.55,1.99,中证军工龙头指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.256,1.05,67.55,67.55,14.45,创业板人工智能指数,指数型-股票,人工智能,
52,516150,稀土ETF嘉实,1.752,0.92,67.47,67.47,1.62,中证稀土产业指数,指数型-股票,有色金属,
53,159263,价值ETF易方达,1.143,-0.7,66.22,66.22,2.46,国证价值100指数,指数型-股票,价值,
54,159865,养殖ETF国泰,0.53,-2.03,64.57,64.57,2.02,中证畜牧养殖指数,指数型-股票,农业,
55,512660,军工ETF国泰,1.107,0.91,64.09,64.09,2.26,中证军工指数,指数型-股票,军工,
56,588220,科创100ETF鹏华,1.816,-0.44,64.04,64.04,7.2,上证科创板100指数,指数型-股票,科创板,
57,563300,中证2000ETF华泰柏瑞,1.406,0.07,63.57,63.57,6.02,中证2000指数,指数型-股票,中证2000,
58,515980,人工智能ETF华富,1.024,1.39,61.03,61.03,1.58,中证人工智能产业指数,指数型-股票,人工智能,
59,512950,央企改革ETF华夏,1.504,0.47,60.8,60.8,0.13,中证央企结构调整指数,指数型-股票,央企国企,
60,159851,金融科技ETF华宝,0.61,1.33,60.22,60.22,1.61,中证金融科技主题指数,指数型-股票,其他,
61,159967,创业板成长ETF华夏,0.811,2.14,57.77,57.77,8.35,创业板动量成长指数,指数型-股票,成长,
62,159796,电池ETF汇添富,0.871,1.63,57.66,57.66,1.78,中证电池主题指数,指数型-股票,新能源,
63,159259,成长ETF易方达,1.344,1.74,57.22,57.22,4.19,国证成长100指数,指数型-股票,成长,
