排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,9.05,23.2,32.84,8.96,26.58,49.14,4.68,0.58,14.35,76.59,1.45,48.16
2,588000,科创50ETF华夏,-6.73,3.16,38.28,4.94,7.55,56.79,1.75,0.34,77.72,83.68,7.61,89.7
3,512880,证券ETF国泰,2.82,12.76,24.54,-0.12,35.51,30.68,1.06,0.0,14.75,8.17,1.26,13.72
4,159915,创业板ETF易方达,5.63,26.91,32.37,3.92,24.59,50.07,3.56,1.37,41.77,45.72,5.81,68.76
5,588200,科创芯片ETF嘉实,-8.08,7.79,42.46,6.83,8.08,58.91,1.17,-0.17,120.13,79.95,,
6,159516,半导体设备ETF国泰,-2.75,16.16,51.26,15.35,16.18,62.77,0.73,-0.41,113.65,95.75,,
7,515880,通信ETF国泰,37.78,26.62,36.59,31.45,19.99,47.85,0.68,2.41,50.06,94.63,,
8,563360,A500ETF华泰柏瑞,0.98,25.97,31.08,2.38,28.51,50.09,1.29,0.55,16.33,75.44,,
9,588170,科创半导体ETF华夏,-0.28,16.84,51.44,23.98,16.12,62.23,1.01,-0.88,43.73,83.13,,
10,510500,中证500ETF南方,0.74,30.05,35.68,7.29,29.05,47.83,7.87,0.09,27.84,72.24,2.47,79.16
11,512890,红利低波ETF华泰柏瑞,103.61,84.6,71.16,109.79,80.54,46.65,1.18,-0.59,7.86,71.37,0.86,60.4
12,159995,芯片ETF华夏,-4.61,5.1,34.82,4.38,5.7,53.97,1.16,0.78,,,,
13,512400,有色金属ETF南方,31.52,70.01,10.39,3.75,62.04,3.66,1.95,3.5,16.01,86.53,,
14,512170,医疗ETF华宝,38.01,98.57,44.89,61.77,106.86,20.43,0.35,-2.51,29.51,30.57,3.6,16.32
15,159949,创业板50ETF华安,8.6,25.01,27.22,2.36,21.91,46.66,1.68,2.01,,,,
16,159326,电网设备ETF华夏,3.62,22.05,25.05,1.61,19.52,39.81,1.69,0.9,12.62,84.97,,
17,510880,红利ETF华泰柏瑞,99.88,113.02,83.5,96.17,105.67,52.15,3.39,0.24,8.71,78.04,0.86,62.24
18,159819,人工智能ETF易方达,-1.55,11.65,37.04,2.09,19.91,61.04,1.75,1.1,48.42,62.65,,
19,510050,上证50ETF华夏,-3.3,44.28,28.46,2.36,62.41,37.31,2.99,0.07,11.56,78.36,1.24,54.28
20,515450,红利低波50ETF南方,74.06,69.56,63.75,92.5,73.86,66.16,1.4,-0.85,8.39,76.8,0.86,60.4
21,512480,半导体ETF国联安,-9.85,6.85,37.78,3.41,6.55,56.06,1.04,0.1,90.29,86.44,,
22,512100,中证1000ETF南方,2.3,40.07,24.91,8.64,37.33,32.23,3.08,0.2,32.1,69.11,2.42,48.0
23,515180,红利ETF易方达,89.19,110.54,56.16,84.25,102.65,39.06,1.43,-0.07,8.48,59.46,0.84,48.72
24,515050,通信ETF华夏,23.86,24.85,40.4,18.44,19.52,52.09,1.05,2.64,49.81,94.94,,
25,159992,创新药ETF银华,17.72,89.18,72.81,62.3,96.57,46.78,0.89,-4.49,29.87,40.28,,
26,517520,黄金股ETF永赢,94.69,113.12,15.75,65.77,96.04,-6.0,2.27,4.6,21.42,51.83,,
