排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,601398,工商银行,67.02,82.87,52.0,7.68,1.05,7.37,90.55,0.69,57.49
2,601939,建设银行,64.56,72.84,84.43,10.24,0.2,7.84,96.53,0.76,69.64
3,601288,农业银行,81.03,73.94,4.44,6.59,1.07,7.84,90.51,0.82,79.47
4,600941,中国移动,69.24,62.19,29.9,94.43,0.36,15.08,37.33,1.44,29.06
5,601857,中国石油,88.42,91.24,25.73,10.88,-0.37,12.59,55.47,1.23,88.82
6,601988,中国银行,54.57,69.19,77.5,5.97,0.51,7.84,98.31,0.7,82.51
7,300750,宁德时代,93.54,26.57,40.12,385.99,3.69,22.61,19.75,5.0,36.35
8,600519,贵州茅台,69.1,79.85,25.37,1292.01,-1.0,19.53,2.99,5.96,1.73
9,600938,中国海油,97.91,58.9,19.33,32.99,1.85,12.58,90.89,1.87,78.2
10,601138,工业富联,64.95,3.11,47.36,62.88,3.57,30.7,89.65,7.08,91.73
11,688981,中芯国际,24.59,42.83,78.59,145.09,-6.75,246.17,96.16,8.29,95.27
12,300308,中际旭创,50.36,2.32,72.3,1072.52,1.1,80.01,85.49,33.61,98.07
13,601628,中国人寿,98.09,111.77,24.97,41.73,1.78,8.15,8.14,1.97,39.61
14,601318,中国平安,95.79,77.03,2.21,54.3,0.65,7.4,8.14,0.97,22.12
15,601088,中国神华,75.01,59.14,42.68,45.32,-0.26,19.06,98.31,2.04,93.98
16,600036,招商银行,75.3,104.0,37.44,38.91,0.52,6.51,24.29,0.87,8.87
17,601899,紫金矿业,97.9,88.54,14.09,33.06,2.67,14.25,15.37,4.46,83.61
18,002594,比亚迪,54.73,83.21,35.35,92.65,1.18,30.66,29.98,3.64,31.13
19,688256,寒武纪,31.71,1.11,76.26,1249.0,-4.66,288.83,84.36,60.97,94.79
20,688041,海光信息,25.34,37.1,71.63,312.0,-5.91,266.02,95.18,30.86,96.13
21,600900,长江电力,75.69,95.94,85.25,28.94,-0.52,19.62,56.1,3.11,80.1
22,300502,新易盛,41.25,27.91,81.2,497.3,-2.26,64.56,68.29,34.02,98.17
23,000333,美的集团,87.41,97.84,85.64,84.77,-0.04,14.62,52.58,2.78,41.54
24,600028,中国石化,89.15,112.82,-2.26,5.19,0.19,17.65,86.02,0.75,36.05
25,601328,交通银行,70.39,89.82,39.9,6.95,0.0,6.37,85.54,0.53,48.82
26,601658,邮储银行,56.75,96.84,24.84,5.11,0.0,6.98,68.45,0.59,13.59
27,688347,华虹宏力,52.25,66.2,86.22,341.0,-12.58,1200.96,85.5,13.1,99.02
28,688825,长鑫科技,,,,,,,,,
29,601728,中国电信,57.99,64.99,29.57,6.04,0.33,17.45,48.87,1.18,46.43
30,002371,北方华创,54.98,29.45,72.79,740.0,-3.14,96.31,46.6,13.67,86.22
31,002475,立讯精密,64.93,5.52,55.24,61.19,3.43,27.46,42.31,5.35,46.27
32,603993,洛阳钼业,99.23,51.89,19.24,20.03,2.14,17.74,27.95,4.82,95.28
33,600030,中信证券,89.93,73.33,83.04,28.62,1.13,12.59,7.23,1.46,43.66
34,601998,中信银行,85.42,70.29,29.49,7.55,0.8,5.9,64.77,0.57,55.71
35,688235,百济神州,75.13,86.0,46.97,272.45,-1.75,132.77,95.61,12.71,78.92
36,601166,兴业银行,75.12,77.54,26.22,18.26,0.44,4.99,35.47,0.47,7.33
