排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
37,603259,药明康德,53.67,86.98,87.56,127.45,1.23,18.89,20.01,4.52,33.55
38,002384,东山精密,4.9,16.22,75.04,206.65,-4.99,185.53,96.92,16.72,97.49
39,600276,恒瑞医药,34.79,87.87,30.49,54.91,-0.87,44.89,6.17,5.73,4.1
40,688012,中微公司,42.08,41.69,76.7,375.2,-4.53,131.7,71.69,14.78,78.1
41,601211,国泰海通,103.13,81.2,47.24,19.05,0.58,15.3,65.83,1.03,38.41
42,601319,中国人保,92.25,106.27,5.41,7.59,0.53,7.88,14.55,1.05,33.49
43,002415,海康威视,105.94,92.47,90.57,35.77,0.39,21.95,32.58,3.81,23.47
44,688802,沐曦股份-U,10.13,42.53,86.06,813.78,-3.69,-496.5,9.72,24.86,84.03
45,300059,东方财富,95.32,71.53,27.62,20.28,1.0,24.48,7.57,3.36,14.51
46,603986,兆易创新,26.16,-0.92,56.33,451.96,-3.84,110.33,60.43,12.55,79.37
47,601601,中国太保,107.87,91.29,3.33,32.81,0.18,5.85,1.88,0.99,13.49
48,600183,生益科技,17.72,13.37,63.5,125.1,-0.71,77.35,98.07,16.95,98.07
49,600000,浦发银行,67.93,83.65,7.41,9.05,0.44,5.99,68.24,0.4,26.07
50,601869,长飞光纤,18.44,-14.78,64.62,356.12,-2.71,254.79,94.54,20.72,96.29
51,000858,五 粮 液,81.53,44.93,8.1,74.84,0.12,23.05,33.69,2.27,0.96
52,688795,摩尔线程-U,10.81,10.04,40.05,610.36,-2.17,-334.0,37.5,24.9,35.53
53,688008,澜起科技,47.43,7.23,67.12,225.5,1.12,107.61,82.34,13.2,86.11
54,002379,宏桥控股,103.0,73.95,5.62,20.45,10.01,13.52,73.11,5.1,83.52
55,688820,盛合晶微,24.61,1.91,,140.97,-3.75,266.44,21.88,18.16,21.88
56,600150,中国船舶,32.59,13.89,29.47,33.76,2.24,22.47,26.12,1.7,21.01
57,601816,京沪高铁,98.44,88.26,56.01,5.04,0.6,18.47,4.75,1.17,6.27
58,601225,陕西煤业,91.35,69.76,57.0,25.25,1.45,15.14,98.55,2.4,85.35
59,300274,阳光电源,89.85,0.87,19.04,117.79,7.13,20.48,42.84,5.02,50.55
60,000338,潍柴动力,100.04,11.28,65.5,27.99,4.25,21.39,94.75,2.54,86.17
61,600309,万华化学,111.65,65.99,29.03,75.49,2.01,17.95,64.39,2.12,9.73
62,300476,胜宏科技,41.5,-5.75,26.17,238.93,-0.61,50.18,84.0,13.49,88.87
63,601919,中远海控,101.14,109.45,33.84,15.27,0.86,9.31,58.51,0.99,29.93
64,300394,天孚通信,26.19,-5.19,49.64,212.09,-2.55,106.52,94.55,38.69,94.89
65,002916,深南电路,29.56,7.51,65.68,337.47,-0.15,63.25,95.04,12.71,90.8
66,002714,牧原股份,52.01,97.11,20.44,39.7,0.66,23.43,69.35,2.66,2.07
67,000651,格力电器,87.06,94.4,79.73,40.57,-0.71,7.79,29.2,1.49,5.45
68,000725,京东方Ａ,23.07,22.44,59.78,6.06,0.33,37.73,57.69,1.65,74.27
69,002463,沪电股份,25.65,16.89,70.98,115.74,1.32,51.77,96.96,13.27,98.07
70,301666,大普微-UW,61.67,-5.42,,510.0,1.67,17137.56,28.36,277.37,28.36
71,600188,兖矿能源,93.59,26.99,55.61,22.15,-0.94,23.27,98.84,2.91,89.73
72,688072,拓荆科技,37.15,56.37,78.34,743.0,-6.08,131.35,83.06,29.8,98.16
73,000001,平安银行,88.37,80.76,46.02,11.08,0.91,4.99,27.23,0.46,5.01
74,603288,海天味业,78.35,96.89,42.05,36.65,0.55,29.46,2.27,5.1,2.99
75,600919,江苏银行,74.42,69.8,88.43,11.54,1.23,6.0,79.86,0.8,87.28
76,002142,宁波银行,64.07,85.36,69.46,31.85,0.95,6.99,31.23,0.9,27.86
77,003816,中国广核,96.84,34.15,35.81,4.16,1.22,22.15,91.64,1.67,71.27
78,300408,三环集团,50.23,1.73,64.88,105.55,2.5,72.94,98.07,9.37,98.07
79,601066,中信建投,50.02,48.13,67.61,26.91,0.26,18.53,11.15,2.42,25.66
80,601336,新华保险,85.41,101.16,9.2,65.72,0.6,5.56,5.45,1.66,53.49
81,600690,海尔智家,86.29,95.44,12.69,21.86,-0.27,10.95,5.4,1.64,3.71
82,002938,鹏鼎控股,22.82,5.34,65.08,87.61,-4.16,54.69,97.53,5.86,91.74
83,688808,联讯仪器,58.5,16.1,,1938.0,2.64,728.22,49.18,193.91,49.18
84,600406,国电南瑞,113.38,53.44,18.51,24.37,2.61,23.53,29.2,3.66,37.54
85,601668,中国建筑,91.43,103.95,36.68,4.7,0.0,5.12,62.12,0.39,1.25
86,300433,蓝思科技,47.35,1.33,51.04,36.58,-0.6,56.14,83.57,3.54,81.45
87,600025,华能水电,75.65,99.9,65.56,10.17,-0.49,22.19,79.86,2.67,76.63
88,601898,中煤能源,103.67,29.43,16.85,14.27,-0.49,10.65,53.98,1.15,90.31
89,001399,惠科股份,25.29,-0.6,,25.79,-1.26,49.73,15.0,7.13,15.0
90,601688,华泰证券,110.59,68.15,24.06,20.85,1.07,10.73,32.1,1.06,45.35
91,601985,中国核电,94.73,64.64,84.22,9.09,0.22,22.71,89.3,1.56,36.96
92,601818,光大银行,68.7,88.92,23.67,3.16,0.32,4.94,44.39,0.37,2.6
93,300604,长川科技,37.43,43.1,79.21,291.24,-5.76,117.47,52.96,36.28,99.08
94,600031,三一重工,97.15,92.89,15.41,19.97,0.6,21.81,48.24,2.03,19.9
95,300760,迈瑞医疗,77.7,82.32,15.87,150.8,-0.97,23.33,4.67,4.56,1.86
96,600930,华电新能,35.78,3.31,4.75,4.37,1.86,28.47,10.89,1.65,2.02
97,688498,源杰科技,29.12,43.53,77.04,1445.0,2.12,505.28,68.09,71.26,96.77
98,000776,广发证券,94.88,59.36,63.68,22.82,1.2,11.41,8.0,1.3,77.88
99,002352,顺丰控股,80.31,66.5,25.65,33.9,-0.79,15.65,1.73,1.78,1.73
100,600989,宝丰能源,101.06,60.18,19.52,24.29,2.4,14.17,12.72,3.42,69.91
