排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
13,512400,有色金属ETF南方,100.11,93.74,12.58,85.64,70.01,3.66,1.98,0.66,16.28,89.28,,,1.917,1.867,1,3.29,0.66,0.74,9.49,,,有色金属
14,159949,创业板50ETF华安,4.77,19.43,19.86,7.16,25.01,46.66,1.61,-1.47,,,,,1.662,1.792,0,-3.07,0.93,0.6,15.25,,,创业板
15,512170,医疗ETF华宝,9.33,82.44,37.94,21.9,98.57,20.42,0.34,-1.73,29.45,30.29,3.54,14.76,0.346,0.322,1,-1.73,0.58,0.47,3.21,,,医药
16,512100,中证1000ETF南方,55.29,45.65,29.25,42.21,40.07,32.23,3.13,-0.22,32.66,70.91,2.44,49.92,3.087,3.198,0,1.39,0.74,0.46,24.24,,,中证1000
17,159819,人工智能ETF易方达,30.66,6.94,35.85,23.67,11.65,61.04,1.74,-0.97,47.78,60.49,,,1.789,1.921,0,-2.96,0.92,0.64,4.04,,,人工智能
18,510050,上证50ETF华夏,95.65,52.89,38.06,75.67,44.28,37.31,3.04,0.0,11.7,81.71,1.25,59.48,3.022,3.021,1,0.6,0.5,0.43,8.95,,,上证50
19,510880,红利ETF华泰柏瑞,93.94,113.51,83.57,97.49,113.02,52.15,3.46,0.17,8.78,79.82,0.86,62.44,3.34,3.214,1,3.59,0.86,0.56,4.58,,,红利
20,159326,电网设备ETF华夏,35.06,27.38,24.25,35.91,22.05,39.81,1.68,-0.94,12.62,84.86,,,1.687,1.814,0,-0.53,1.02,0.71,6.01,,,其他
21,515450,红利低波50ETF南方,52.05,66.4,63.75,76.59,68.68,66.16,1.4,-0.28,8.41,77.28,0.87,61.24,1.406,1.39,1,-0.43,0.83,0.75,1.76,,,红利
22,512480,半导体ETF国联安,38.45,8.12,37.78,34.78,6.85,56.06,1.04,-2.16,91.56,88.23,,,1.048,1.154,0,-0.76,0.88,0.66,12.35,,,半导体
23,515180,红利ETF易方达,94.53,112.11,66.17,104.02,110.54,39.06,1.46,0.07,8.56,60.78,0.85,49.92,1.427,1.386,1,2.31,0.82,0.73,3.06,,,红利
24,515050,通信ETF华夏,40.4,27.67,39.39,32.6,24.85,52.09,1.04,-0.95,49.6,94.84,,,1.028,1.142,0,1.17,0.98,0.65,9.24,,,通信
25,562500,机器人ETF华夏,24.55,13.22,11.72,22.9,16.52,30.53,0.95,-1.14,53.02,54.03,,,0.986,1.044,0,-3.25,1.17,0.74,5.04,,,机器人
26,510180,上证180ETF华安,66.75,48.77,32.08,51.8,44.13,36.29,3.99,0.0,12.24,71.12,1.24,45.72,3.984,4.002,0,0.15,0.83,0.6,0.46,,,上证180
27,159781,科创创业ETF易方达,20.94,6.63,31.38,19.47,10.32,55.73,1.08,-1.55,42.92,60.12,,,1.114,1.219,0,-2.78,1.07,0.71,4.47,,,科创板
28,159530,机器人ETF易方达,18.16,11.53,8.19,17.11,14.8,21.54,1.32,-1.12,,,,,1.374,1.459,0,-3.86,0.79,0.52,4.59,,,机器人
29,159201,自由现金流ETF华夏,96.57,115.74,20.14,82.13,106.86,11.78,1.2,0.93,,,,,1.179,1.146,1,1.53,1.51,0.75,3.03,,,货币市场
30,159992,创新药ETF银华,10.94,69.67,63.39,14.25,89.18,46.78,0.86,-1.49,29.33,36.45,,,0.891,0.836,1,-3.25,0.54,0.51,6.19,,,医药
31,517520,黄金股ETF永赢,76.5,112.33,16.3,69.71,113.12,-6.0,2.29,1.74,21.25,49.53,,,2.105,1.865,1,8.6,0.63,0.75,8.35,,,黄金
32,159928,消费ETF汇添富,73.75,80.99,31.73,45.91,81.71,24.44,0.67,0.75,19.68,18.53,3.45,2.08,0.672,0.654,1,-0.3,0.76,0.49,1.87,,,消费
33,512010,医药ETF易方达,15.43,72.4,62.58,22.91,89.71,43.6,0.38,-1.55,23.64,5.0,,,0.391,0.365,1,-2.81,0.48,0.37,2.14,,,医药
34,510210,上证指数ETF富国,67.56,71.01,31.46,51.81,57.07,25.12,1.01,0.0,15.49,75.92,,,1.0,1.002,0,1.0,0.69,0.49,6.76,,,其他
35,515220,煤炭ETF国泰,102.68,118.02,56.04,93.93,103.8,29.77,1.35,0.67,19.69,88.87,1.86,98.8,1.261,1.212,1,7.06,0.94,0.71,7.02,,,煤炭
36,159870,化工ETF鹏华,98.84,64.85,25.85,73.71,50.92,26.76,0.83,1.83,22.61,58.89,,,0.809,0.815,0,3.21,1.71,1.49,6.42,,,化工
37,512690,酒ETF鹏华,16.12,68.28,21.66,15.92,80.05,20.54,0.42,-0.24,18.99,14.45,,,0.433,0.419,1,-3.0,1.21,0.57,3.96,,,白酒
38,512070,证券保险ETF易方达,122.29,57.45,17.58,119.15,39.06,10.48,0.81,-0.12,9.82,2.57,,,0.793,0.793,0,2.14,0.88,0.74,4.1,,,证券
39,159206,卫星ETF永赢,17.25,24.45,0.98,12.85,28.69,14.25,1.34,-1.04,,,,,1.382,1.49,0,-3.18,0.65,0.44,3.16,,,通信
40,513630,港股低波红利ETF摩根,55.57,83.62,36.49,73.34,85.16,29.03,1.59,-0.19,,,,,1.586,1.555,1,0.25,0.85,0.52,2.1,,,红利
41,512760,芯片ETF国泰,36.06,5.06,37.1,32.9,4.87,56.85,1.1,-2.14,89.93,77.48,,,1.117,1.23,0,-1.52,0.89,0.6,3.52,,,半导体
42,516650,有色金属ETF华夏,100.62,98.5,8.65,84.5,78.69,-0.24,1.93,0.57,20.05,27.15,,,1.872,1.807,1,3.31,0.84,0.88,1.97,,,有色金属
43,159611,电力ETF广发,91.14,38.15,7.49,85.46,29.39,21.83,1.04,-0.29,16.17,71.76,,,1.051,1.064,0,-0.95,0.98,0.47,2.94,,,电力
44,512800,银行ETF华宝,74.19,86.42,79.03,83.38,80.94,55.3,0.82,0.12,6.83,78.12,0.68,43.48,0.811,0.792,1,1.11,0.72,0.58,6.46,,,银行
45,159852,软件ETF嘉实,53.96,51.11,-1.35,33.62,57.61,-3.49,0.69,0.88,54.96,48.64,,,0.703,0.694,1,-2.56,2.03,1.31,7.89,,,计算机
46,560860,工业有色ETF万家,95.48,79.54,15.48,77.26,53.2,13.51,1.67,0.36,61.59,31.84,,,1.636,1.609,1,2.32,0.64,0.71,2.73,,,有色金属
47,159869,游戏ETF华夏,37.13,65.2,-2.13,23.99,76.73,-4.78,1.08,0.09,19.35,14.0,,,1.112,1.09,1,-2.97,1.23,0.68,4.28,,,传媒
48,159755,电池ETF广发,20.38,32.04,0.4,17.35,31.56,13.31,0.95,-0.31,24.51,35.36,3.38,45.92,0.965,1.006,0,-1.55,0.84,0.65,2.61,,,新能源
49,159307,红利低波100ETF博时,86.43,73.57,56.8,85.8,72.51,50.43,1.03,0.29,8.71,79.7,,,1.03,1.015,1,0.0,1.03,0.86,0.95,,,红利
50,512710,军工龙头ETF富国,60.54,38.71,-8.3,41.91,36.1,-10.35,0.62,0.49,,,,,0.619,0.637,0,0.16,1.17,0.89,2.58,,,军工
51,159263,价值ETF易方达,97.63,95.39,53.36,101.66,89.8,47.21,1.16,0.0,,,,,1.148,1.118,1,0.87,1.12,1.02,3.15,,,价值
52,563300,中证2000ETF华泰柏瑞,66.76,57.89,34.01,53.06,50.15,31.23,1.44,0.07,40.24,69.3,,,1.406,1.455,0,2.42,0.82,0.67,7.04,,,中证2000
53,159363,创业板人工智能ETF华宝,22.33,37.1,41.22,15.72,38.74,55.09,1.22,-0.97,,,,,1.235,1.323,0,-1.21,0.92,0.76,11.29,,,人工智能
54,516150,稀土ETF嘉实,47.21,39.32,11.44,41.27,33.73,14.92,1.75,-0.68,30.09,34.19,,,1.764,1.834,0,-0.62,0.98,0.78,1.32,,,有色金属
55,159865,养殖ETF国泰,91.17,106.67,23.72,68.46,93.52,8.92,0.55,0.74,23.41,55.72,,,0.537,0.523,1,1.86,1.28,1.16,2.31,,,农业
56,512660,军工ETF国泰,43.76,33.19,-4.24,30.74,33.44,-2.15,1.12,0.18,46.39,14.97,3.25,53.36,1.13,1.177,0,-0.62,2.06,1.37,4.13,,,军工
57,159851,金融科技ETF华宝,102.81,75.02,4.52,97.81,49.84,-3.75,0.64,-0.31,33.38,13.5,,,0.629,0.622,1,1.75,1.28,1.22,3.09,,,其他
58,588220,科创100ETF鹏华,29.21,33.32,41.62,27.89,33.16,50.41,1.78,-1.99,,,,,1.774,1.855,0,0.11,0.58,0.79,4.8,,,科创板
59,515980,人工智能ETF华富,37.72,15.28,38.0,28.57,18.04,59.7,1.02,-0.68,51.3,82.15,,,1.041,1.114,0,-2.02,0.99,0.68,2.07,,,人工智能
60,512950,央企改革ETF华夏,58.02,43.48,36.65,47.19,38.78,42.73,1.51,-0.26,15.89,84.41,,,1.509,1.525,0,0.4,0.97,0.81,0.11,,,央企国企
61,159259,成长ETF易方达,40.36,26.08,38.25,34.98,22.55,51.65,1.34,-1.62,,,,,1.328,1.467,0,0.83,1.14,1.14,6.35,,,成长
62,159967,创业板成长ETF华夏,14.4,22.3,34.28,11.91,25.32,53.08,0.78,-1.52,,,,,0.798,0.876,0,-2.26,0.85,0.61,6.51,,,成长
63,561980,半导体设备ETF招商,32.52,10.74,51.29,34.24,13.02,65.85,0.69,-2.95,,,,,0.703,0.741,0,-1.85,0.83,0.51,,,,
