日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-18,1295350.0,991763.0,21094.0,20929.0,2.13,4234,1152,168,122,1,78.6,1.07,3.07,83.1,78.6,80.9,过热
