排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
35,688235,百济神州,256.0,394825006336,29454146560,化学制药,753141977.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
36,601869,长飞光纤,454.99,376688545089,184879869487,通信设备,6442518859.0,19.22,53.637732146,29.25,888.878405244955,53.3612070059
37,601166,兴业银行,17.78,376275642141,376275642141,银行Ⅱ,1103381158.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,603993,洛阳钼业,17.51,374614371182,305739346502,工业金属,2252392681.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
39,002384,东山精密,196.15,359269817402,271927005966,元件,13878839011.64,12.88,63.9481879305,29.57,290.089113632119,20.1513507952
40,600183,生益科技,143.93,349606498223,347123012988,元件,12565810249.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
41,601319,中国人保,7.82,345831606359,277592456479,保险Ⅱ,768279122.0,11.2,9.5986593172,367.45,38.503580851866,0.0
42,688012,中微公司,354.92,339957406152,334404572727,半导体,7336173265.0,11.56,34.8886347323,28.25,300.216524117415,39.7417373409
43,300394,天孚通信,284.66,310514270973,309820542028,通信设备,13043385387.34,19.6,15.1492291388,12.04,33.922353315318,60.8695979509
44,601601,中国太保,32.08,308620553876,219588929876,保险Ⅱ,992090642.0,9.7,5.8056021068,307.75,10.36399497938,0.0
45,601211,国泰海通,17.5,307668514090,235359670420,证券Ⅱ,1022383945.0,6.12,97.5628794336,202.6,28.736487658757,0.0
46,600000,浦发银行,9.07,302083953381,302083953381,银行Ⅱ,469969405.0,3.96,3.5534844687,309.51,4.082456199348,0.0
47,002415,海康威视,32.94,301890868857,297978326807,计算机设备,1476473887.36,9.17,11.9673178084,78.96,39.565445501572,49.9672613158
48,600150,中国船舶,39.47,297036272237,297036272237,航海装备Ⅱ,4468183848.0,6.71,26.005331272,99.54,163.508688638198,17.3661199239
49,600276,恒瑞医药,43.91,291439446467,280101989851,化学制药,2498552733.0,8.04,-1.9390022608,44.65,0.344554541292,86.3263460861
50,300059,东方财富,18.37,290653811704,246017758056,证券Ⅱ,2778970439.23,8.46,53.220189051,80.64,44.848976215289,74.3927594104
51,603986,兆易创新,388.18,273267628533,260359440175,半导体,15787688481.0,23.13,178.6722977786,68.57,1091.4990564908,63.1304509177
52,000858,五 粮 液,70.0,271712560350,271705937370,白酒Ⅱ,1243433170.15,7.14,20.87072874,87.53,89.29986131838,80.2949204402
53,688820,盛合晶微,142.87,266134535238,24702600605,半导体,2922284040.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
54,002916,深南电路,384.5,261908555778,255619233525,元件,3734045905.52,12.43,46.3282888807,22.51,65.546280171141,31.0149106719
55,300408,三环集团,130.96,261490264058,244869822178,元件,5758715458.95,8.61,54.824030357,19.32,56.17646712233,44.3196613034
56,688808,联讯仪器,2468.0,253381334156,47622883392,通用设备,2283616111.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
57,688008,澜起科技,202.53,247195565393,231849158438,半导体,8073519298.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
58,601919,中远海控,16.1,245816779737,202160245137,航运港口,1091689017.0,5.7,2.5870029553,134.19,-23.47827216587,18.3392709861
59,601225,陕西煤业,25.2,244314000000,244314000000,煤炭开采,691489744.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
60,002714,牧原股份,41.35,238713390554,135648646882,养殖业,1677602359.29,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
61,002463,沪电股份,123.5,237658896820,237472189396,元件,7255965645.83,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
62,000338,潍柴动力,27.23,235273207510,134962568946,汽车零部件,2881330262.63,8.0,8.847564221,77.01,36.463711828511,21.463923593
63,601816,京沪高铁,4.75,232396977008,232396977008,铁路公路,447398319.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
64,002379,宏桥控股,17.63,229738613901,20034269265,工业金属,481608007.34,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
65,002142,宁波银行,34.65,228814420943,228668664366,银行Ⅱ,754265537.76,7.12,11.54467169,165.62,12.117519631736,0.0
66,688498,源杰科技,1835.0,228458191795,225507084240,半导体,6399055722.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
67,000001,平安银行,11.7,227049242917,227046514395,银行Ⅱ,999918139.61,5.22,1.7755999135,256.96,3.321270607157,0.0
68,600919,江苏银行,12.17,223335618715,223335618715,银行Ⅱ,1122270365.0,7.86,9.1107021147,218.76,8.089489422095,0.0
69,300476,胜宏科技,227.05,223141291792,196442512262,元件,7007470519.03,11.8,28.773550864,28.57,33.300010849125,33.221347957
70,600309,万华化学,71.15,222733056190,222733056190,化学制品,2028028765.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
71,688801,燧原科技-U,517.13,222547789101,9256795067,半导体,2340144853.0,0.0,279.0823773754,-6.32,-3.574832369726,30.3730795028
72,688802,沐曦股份-U,554.83,221987483000,18028968376,半导体,5535440820.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
73,000725,京东方Ａ,5.92,219302422139,209373433973,光学光电子,12355533158.78,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
74,000651,格力电器,38.56,215990205373,212577153733,白色家电,1146677861.77,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
75,003816,中国广核,4.24,214115013896,166781243896,电力,404877720.16,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
76,603268,松发股份,208.0,211893123728,48515956736,航海装备Ⅱ,2516275229.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
77,688072,拓荆科技,720.06,210382284796,204631905798,半导体,4626350134.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
78,002938,鹏鼎控股,89.88,208300194821,207697064698,元件,2144522943.89,3.71,5.141159863,12.84,4.109207036209,23.9752902042
79,688836,宇树科技-W,514.98,208291045813,15494574046,自动化设备,2564421181.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
80,603288,海天味业,33.85,198057874739,188199928799,调味发酵品Ⅱ,328691618.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
81,600188,兖矿能源,19.68,197525247754,117319407754,煤炭开采,893867752.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
82,688795,摩尔线程-U,410.0,192711568970,22960000000,半导体,4734675125.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
83,600690,海尔智家,20.68,192387863232,127771109609,白色家电,566988481.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
84,300760,迈瑞医疗,156.87,190094976741,189916570686,医疗器械,778955150.54,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
85,601985,中国核电,8.94,183877938542,168816566711,电力,581640368.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
86,601898,中煤能源,13.86,183765074724,126846725544,煤炭开采,396787223.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
87,601066,中信建投,23.62,183213131105,153427749847,证券Ⅱ,345695030.0,8.27,51.1077143242,76.39,69.437027116444,0.0
88,300274,阳光电源,87.89,182214552055,139527719378,光伏设备,5055675418.94,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
89,601336,新华保险,58.18,181495221188,121330860801,保险Ⅱ,724012130.0,18.87,18.8703759227,227.93,54.017163321846,0.0
90,300604,长川科技,279.73,180588707128,136921732690,半导体,6483239258.06,18.52,59.7153807171,9.64,125.672896733861,55.482024293
91,601872,招商轮船,22.36,180546680905,180546680905,航运港口,4904807080.0,15.61,56.1524780529,69.6,227.572453273364,44.9779229906
92,600025,华能水电,9.68,180348992408,180348992408,电力,198738724.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
93,600176,中国巨石,45.02,180221215495,178800848001,玻璃玻纤,17750491171.0,9.06,22.50258137,29.33,73.871870644216,42.1382635808
94,601091,C沈鼓,57.77,179664849567,12198897024,通用设备,4816769833.0,5.09,3.6036532373,2.8,-2.280471806225,21.7926920363
95,601818,光大银行,3.02,178438364204,140148582994,银行Ⅱ,445203125.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
96,600406,国电南瑞,22.05,177100223240,176580284372,电网设备,502686484.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
97,601668,中国建筑,4.28,176851271100,176851271100,房屋建设Ⅱ,660535283.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
98,300433,蓝思科技,33.48,176732244328,165787536073,消费电子,2777371701.12,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
99,301666,大普微-UW,400.3,174617408908,10614492103,计算机设备,1569586921.97,77.43,531.1701845514,13.34,477.083656706601,34.9035465253
100,301377,鼎泰高科,408.89,173387733063,40423247303,通用设备,949867767.97,23.27,114.8532705135,6.79,325.11511168433,55.9236303489
