排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
10,300750,宁德时代,4.73,-6.98,-4.77,8.58,4.11,24.09,301.95,-0.77,16.44,3.38,3.68,2.59,345.493,370.654,0.0,-12.6,0.88,1.4,115.38,5.62,4.13,电池,三周期共振超卖 / 估值+超卖双低
104,601688,华泰证券,-1.44,12.59,9.45,-11.34,28.81,16.65,18.33,1.1,8.06,0.09,0.93,27.22,19.055,19.44,0.0,-3.8,1.08,0.94,,0.17,47.6,,三周期共振超卖 / 估值+超卖双低
44,601601,中国太保,-1.88,62.12,16.22,-12.48,88.08,10.43,32.08,0.63,5.47,1.51,0.97,12.57,32.639,31.129,1.0,-1.71,1.24,0.77,9.92,2.64,21.98,保险Ⅱ,估值+超卖双低 / 多头回踩MA20
15,600036,招商银行,-7.95,83.6,93.8,3.1,100.41,76.24,40.59,-0.02,6.75,30.53,0.89,15.55,40.667,38.947,1.0,-0.19,0.77,0.7,19.73,53.39,27.19,银行Ⅱ,多头回踩MA20
17,601318,中国平安,-0.74,59.46,21.87,-7.74,89.07,18.17,53.37,0.04,6.07,0.14,0.94,18.1,54.925,52.294,1.0,-2.83,1.21,0.89,32.66,0.25,31.65,保险Ⅱ,估值+超卖双低 / 多头回踩MA20
83,600690,海尔智家,-3.46,32.87,29.42,-4.61,64.09,27.77,20.68,-0.1,10.79,4.77,1.61,3.07,21.212,20.819,1.0,-2.51,1.1,0.83,5.67,7.02,5.37,白色家电,估值+超卖双低 / 多头回踩MA20
38,603993,洛阳钼业,0.95,11.02,1.78,-0.15,39.22,11.57,17.51,0.92,13.47,10.82,4.18,85.21,18.517,18.555,0.0,-5.44,0.78,0.6,22.52,18.93,81.57,工业金属,三周期共振超卖 / 估值+超卖双低
37,601166,兴业银行,-3.87,24.72,36.1,-4.1,48.55,33.91,17.78,0.17,4.99,35.54,0.45,4.21,17.98,17.937,1.0,-1.11,0.88,0.67,11.03,57.19,7.36,银行Ⅱ,多头回踩MA20
25,600028,中国石化,-7.32,50.22,14.33,-11.6,94.59,13.0,5.16,0.39,17.33,84.36,0.74,34.07,5.397,5.134,1.0,-4.39,0.89,0.8,9.37,82.48,33.31,炼化及贸易,多头回踩MA20
84,300760,迈瑞医疗,-14.62,65.2,42.94,-19.04,95.67,41.59,156.87,0.04,24.17,9.08,4.69,3.32,162.918,152.498,1.0,-3.71,0.89,0.56,7.79,14.46,5.29,医疗器械,估值+超卖双低 / 多头回踩MA20
70,600309,万华化学,5.13,47.62,12.69,-3.83,86.15,24.69,71.15,1.17,13.53,26.98,1.96,6.24,74.542,72.647,1.0,-4.55,0.98,0.88,20.28,20.91,10.91,化学制品,估值+超卖双低 / 多头回踩MA20
34,600030,中信证券,13.44,4.44,64.2,-4.23,6.54,80.67,26.54,1.45,10.46,0.19,1.4,39.04,27.308,27.866,0.0,-2.81,0.94,0.83,22.45,0.33,56.36,证券Ⅱ,估值+超卖双低
101,601766,中国中车,10.39,72.88,57.73,0.87,97.17,49.16,6.0,0.84,12.36,3.97,0.98,9.4,6.141,5.849,1.0,-2.3,1.18,1.13,,6.94,16.45,,估值+超卖双低 / 多头回踩MA20
110,601600,中国铝业,19.51,66.96,6.7,5.12,84.29,6.5,9.35,2.07,9.18,3.59,1.9,71.08,9.578,9.175,1.0,-2.38,0.86,0.8,,6.28,56.94,,估值+超卖双低 / 多头回踩MA20
89,601336,新华保险,19.97,12.84,6.65,-0.76,23.42,7.61,58.18,1.31,4.1,0.19,1.47,40.74,59.715,60.288,0.0,-2.57,1.07,0.7,7.24,0.33,61.9,保险Ⅱ,三周期共振超卖 / 估值+超卖双低
6,600941,中国移动,-0.39,63.53,79.87,1.07,88.69,65.84,96.63,-0.28,15.9,51.4,1.47,32.92,98.306,95.268,1.0,-1.7,1.09,0.87,7.21,51.4,32.92,通信服务,多头回踩MA20
87,601066,中信建投,15.58,1.13,37.19,-2.0,-2.86,54.75,23.62,1.85,14.58,0.7,2.09,12.52,24.565,25.872,0.0,-3.85,1.18,0.77,3.46,0.41,8.68,证券Ⅱ,估值+超卖双低
46,600000,浦发银行,0.26,40.33,25.68,0.79,67.73,23.76,9.07,0.11,5.9,63.89,0.4,26.18,9.211,9.038,1.0,-1.53,0.74,0.75,4.7,53.22,45.79,银行Ⅱ,多头回踩MA20
8,600519,贵州茅台,-0.86,15.24,32.21,3.57,63.08,39.7,1257.12,-0.78,19.3,1.98,6.25,2.22,1291.795,1282.687,1.0,-2.68,1.14,0.83,31.36,3.47,3.88,白酒Ⅱ,估值+超卖双低 / 多头回踩MA20
7,601857,中国石油,5.2,53.98,39.58,9.05,94.58,41.68,10.56,-0.56,10.98,43.67,1.18,82.33,10.902,10.34,1.0,-3.14,0.91,0.97,12.54,71.74,82.56,炼化及贸易,多头回踩MA20
105,600989,宝丰能源,6.11,70.72,18.58,0.3,92.68,21.92,23.59,1.55,11.26,0.62,3.13,56.49,23.916,22.642,1.0,-1.36,0.75,0.7,,0.91,68.35,,估值+超卖双低 / 多头回踩MA20
