排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,71.09,,,73.34,,,58.0,0.75,137.58,90.0,47.47,90.0
2,601398,工商银行,103.67,65.55,76.39,109.23,58.58,65.7,7.77,-0.13,7.46,91.6,0.7,60.4
3,601939,建设银行,98.05,73.07,91.12,110.4,63.78,90.43,10.53,-0.47,8.06,97.14,0.78,72.28
4,601288,农业银行,112.52,76.27,33.66,119.97,64.48,13.57,6.78,-0.44,8.06,92.18,0.84,83.49
5,600941,中国移动,48.43,95.02,54.99,62.53,99.93,40.42,96.25,-0.47,15.84,50.53,1.47,32.09
6,601857,中国石油,92.22,108.1,38.15,86.83,101.79,28.93,11.2,1.91,12.96,57.2,1.26,93.51
7,601988,中国银行,96.08,84.46,94.87,103.28,65.97,84.11,6.05,0.0,7.95,98.81,0.71,84.49
8,300750,宁德时代,28.06,84.03,39.13,11.43,81.18,45.2,391.15,1.6,21.29,15.97,4.77,30.04
9,600938,中国海油,79.68,107.48,25.01,82.19,91.17,16.2,33.86,1.68,12.91,91.74,1.92,81.96
10,600519,贵州茅台,-9.21,83.66,34.36,5.92,108.16,37.09,1272.83,-1.45,19.54,3.1,6.33,2.39
11,601138,工业富联,-2.12,46.12,33.61,-8.55,48.86,34.58,62.84,1.14,26.58,86.9,7.1,91.27
12,300308,中际旭创,50.09,12.13,43.29,43.61,7.22,58.78,943.0,4.29,73.79,79.1,27.67,96.99
13,688981,中芯国际,-3.28,6.23,44.36,20.6,11.96,59.31,124.8,-0.56,211.75,89.8,7.13,92.71
14,601628,中国人寿,31.85,49.25,19.78,15.25,59.38,16.2,37.03,0.38,7.23,4.39,1.75,12.79
15,601088,中国神华,91.43,100.05,58.3,100.83,81.32,44.99,46.41,-0.3,19.52,99.14,2.09,97.23
16,600036,招商银行,89.65,79.8,63.34,80.45,81.55,44.8,38.9,0.1,6.51,24.33,0.87,9.02
17,601318,中国平安,84.16,81.99,10.84,37.75,78.07,3.99,53.35,2.32,6.06,0.05,0.94,18.13
18,601899,XD紫金矿,77.9,106.77,32.97,47.19,98.31,13.67,34.74,2.69,14.97,23.09,4.68,87.83
19,002594,比亚迪,65.59,76.87,42.64,47.1,78.53,43.25,90.47,-0.01,29.94,28.86,3.56,30.1
20,600900,长江电力,50.76,62.77,84.51,91.18,68.54,87.1,27.96,-0.71,18.96,49.24,3.0,69.66
21,688256,寒武纪,8.11,-4.03,42.36,4.37,2.58,64.81,1035.0,2.39,195.33,78.03,48.02,83.5
22,000333,美的集团,70.71,69.37,80.57,79.65,69.8,83.06,84.3,-1.26,14.55,51.67,2.77,40.27
23,601328,交通银行,108.63,83.79,78.7,110.93,74.18,54.29,7.12,0.14,6.53,89.84,0.54,53.48
24,600028,中国石化,77.55,84.07,5.15,84.72,86.3,-0.74,5.1,-0.78,17.35,85.26,0.74,34.3
25,300502,新易盛,42.83,23.62,49.07,29.56,18.41,62.19,442.0,6.76,57.38,60.02,30.24,96.9
26,601658,邮储银行,115.93,55.5,37.64,92.85,57.78,29.85,4.98,0.2,6.81,58.95,0.58,7.63
27,601728,中国电信,63.5,106.05,60.71,96.16,110.31,38.98,6.43,-1.98,19.77,82.1,1.25,65.35
28,688041,海光信息,-9.75,-6.36,28.98,-6.53,6.7,57.96,246.21,-0.05,182.14,64.55,22.55,77.25
29,002371,北方华创,-6.94,16.62,52.91,2.67,23.83,65.7,714.43,0.26,92.98,45.71,13.19,83.59
30,603259,药明康德,38.76,94.33,92.42,70.8,99.81,89.1,162.86,-3.0,22.42,32.7,5.83,50.97
31,601998,中信银行,112.58,105.71,83.51,114.41,88.76,42.98,8.39,0.84,6.56,87.02,0.63,71.85
32,688235,百济神州,21.58,85.11,65.05,44.83,89.12,36.44,289.25,-3.22,104.19,90.05,13.51,82.83
33,600030,中信证券,14.74,16.87,72.56,11.69,35.32,80.77,27.12,0.3,10.69,0.05,1.43,42.03
34,002475,立讯精密,11.72,5.47,27.49,8.48,9.95,47.48,54.65,2.46,24.56,28.67,4.79,34.4
35,688347,华虹宏力,-9.15,-5.42,43.02,-4.45,4.6,60.85,233.22,0.23,821.37,77.64,8.96,93.5
36,603993,洛阳钼业,10.93,48.05,8.83,0.05,58.05,16.35,18.62,1.92,14.32,12.17,4.44,89.98
37,601166,兴业银行,67.85,70.22,44.6,62.88,76.73,37.54,18.1,-0.39,4.94,33.25,0.46,6.44
38,002384,东山精密,40.18,21.51,56.85,46.62,15.78,62.52,201.08,1.73,180.53,96.56,15.11,97.04
39,688012,中微公司,-4.29,22.36,59.18,19.3,29.35,69.3,362.5,-0.82,82.07,46.28,11.56,72.79
40,600183,生益科技,3.07,30.61,49.32,-7.63,29.86,52.8,132.8,5.16,62.1,95.99,17.43,97.85
41,600276,恒瑞医药,-3.99,20.89,14.41,7.11,67.46,27.32,47.74,-3.56,41.01,2.96,4.92,0.43
42,002415,海康威视,10.02,53.82,77.97,0.57,70.23,92.46,34.4,0.97,19.18,7.78,3.74,21.14
