排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
16,510050,上证50ETF华夏,3.04,0.9,220.3,220.3,15.57,上证50指数,指数型-股票,上证50,
17,159819,人工智能ETF易方达,1.753,3.61,213.57,213.57,4.89,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(84.06亿)
18,512100,中证1000ETF南方,3.137,2.55,207.77,207.77,30.21,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(69.13亿)；中证1000ETF广发(59.53亿)
19,159326,电网设备ETF华夏,1.694,0.65,207.5,207.5,9.39,中证电网设备主题指数,指数型-股票,其他,
20,512480,半导体ETF国联安,1.063,4.52,206.58,206.58,15.67,中证全指半导体产品与设备指数,指数型-股票,半导体,
21,510880,红利ETF华泰柏瑞,3.454,0.41,202.07,202.07,4.43,上证红利指数,指数型-股票,红利,
22,515450,红利低波50ETF南方,1.404,-0.99,199.32,199.32,2.25,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,515180,红利ETF易方达,1.459,0.27,186.72,186.72,4.25,中证红利指数,指数型-股票,红利,中证红利ETF招商(114.63亿)
24,515050,通信ETF华夏,1.05,3.96,182.86,182.86,10.4,中证5G通信主题指数,指数型-股票,通信,
25,562500,机器人ETF华夏,0.965,1.9,180.08,180.08,3.96,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(61.36亿)
26,510180,上证180ETF华安,3.99,0.96,176.38,176.38,0.61,上证180指数,指数型-股票,上证180,
27,159781,科创创业ETF易方达,1.1,2.42,173.93,173.93,3.81,中证科创创业50指数,指数型-股票,科创板,
28,159530,机器人ETF易方达,1.336,1.52,171.43,171.43,4.89,国证机器人产业指数,指数型-股票,机器人,
29,159992,创新药ETF银华,0.875,0.81,166.95,166.95,8.05,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(111.96亿)
30,159201,自由现金流ETF华夏,1.186,0.0,163.2,163.2,2.05,国证自由现金流指数,指数型-股票,货币市场,
31,510210,上证指数ETF富国,1.01,1.0,160.43,160.43,10.52,上证综合指数,指数型-股票,其他,
32,517520,黄金股ETF永赢,2.247,1.22,155.61,155.61,11.12,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(64.43亿)
33,512010,医药ETF易方达,0.386,0.52,155.42,155.42,2.8,沪深300医药卫生指数,指数型-股票,医药,
34,159928,消费ETF汇添富,0.665,0.0,153.19,153.19,2.11,中证主要消费指数,指数型-股票,消费,
35,515220,煤炭ETF国泰,1.341,2.52,142.55,142.55,6.92,中证煤炭指数,指数型-股票,煤炭,
36,512690,酒ETF鹏华,0.421,-0.47,135.11,135.11,3.86,中证酒指数,指数型-股票,白酒,
37,159870,化工ETF鹏华,0.82,2.63,134.87,134.87,4.12,细分化工,指数型-股票,化工,
38,512070,证券保险ETF易方达,0.811,0.62,134.61,134.61,4.9,沪深300非银行金融指数,指数型-股票,证券,
39,159206,卫星ETF永赢,1.352,2.74,130.08,130.08,4.04,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.593,-0.75,120.18,120.18,1.81,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.124,4.07,106.91,106.91,4.7,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.819,-1.21,101.32,101.32,10.49,中证银行指数,指数型-股票,银行,
43,516650,有色金属ETF华夏,1.923,1.26,100.87,100.87,2.3,细分有色,指数型-股票,有色金属,
44,159611,电力ETF广发,1.044,-0.38,99.56,99.56,2.9,中证全指电力公用事业指数,指数型-股票,电力,
45,159852,软件ETF嘉实,0.679,1.95,95.85,95.85,3.94,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.668,1.4,88.72,88.72,2.75,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(70.23亿)
47,159869,游戏ETF华夏,1.078,0.19,86.46,86.46,3.9,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.953,0.42,77.02,77.02,2.35,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.027,-0.58,73.15,73.15,1.25,中证红利低波动100指数,指数型-股票,红利,
50,512710,军工龙头ETF富国,0.617,1.98,73.12,73.12,2.48,中证军工龙头指数,指数型-股票,军工,
51,159263,价值ETF易方达,1.158,0.0,71.92,71.92,2.75,国证价值100指数,指数型-股票,价值,
52,159363,创业板人工智能ETF华宝,1.232,3.79,71.31,71.31,10.86,创业板人工智能指数,指数型-股票,人工智能,
53,563300,中证2000ETF华泰柏瑞,1.439,1.91,68.59,68.59,8.61,中证2000指数,指数型-股票,中证2000,
54,516150,稀土ETF嘉实,1.765,2.32,67.7,67.7,1.61,中证稀土产业指数,指数型-股票,有色金属,
55,159865,养殖ETF国泰,0.543,1.12,66.48,66.48,1.81,中证畜牧养殖指数,指数型-股票,农业,
56,588220,科创100ETF鹏华,1.812,3.66,65.99,65.99,7.07,上证科创板100指数,指数型-股票,科创板,
57,512660,军工ETF国泰,1.121,1.82,65.69,65.69,2.35,中证军工指数,指数型-股票,军工,
58,515980,人工智能ETF华富,1.027,3.95,64.69,64.69,2.54,中证人工智能产业指数,指数型-股票,人工智能,
59,159851,金融科技ETF华宝,0.642,2.39,64.17,64.17,3.84,中证金融科技主题指数,指数型-股票,其他,
60,159259,成长ETF易方达,1.361,4.29,61.51,61.51,5.88,国证成长100指数,指数型-股票,成长,
61,512950,央企改革ETF华夏,1.519,1.4,61.41,61.41,0.11,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,0.711,3.64,59.8,59.8,3.51,中证半导体产业指数,指数型-股票,半导体,
