排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,510300,沪深300ETF华泰柏瑞,31.18,25.07,33.96,9.42,23.2,49.14,4.69,0.82,14.35,76.61,1.45,48.0,4.696,4.79,0,-0.13,0.8,0.51,30.01,,,沪深300
2,588000,科创50ETF华夏,38.43,7.12,41.17,8.52,3.16,56.79,1.79,4.01,76.4,80.84,7.43,86.37,1.776,1.911,0,0.79,1.01,0.65,61.88,,,科创板
3,159915,创业板ETF易方达,10.27,24.21,28.47,-4.28,26.91,50.07,3.49,1.69,39.45,36.16,5.55,63.68,3.537,3.783,0,-1.33,0.85,0.6,51.92,,,创业板
4,512880,证券ETF国泰,101.65,21.82,35.88,65.99,12.76,30.68,1.11,0.91,15.19,9.59,1.28,17.96,1.089,1.095,0,1.56,1.59,1.28,26.9,,,证券
5,588200,科创芯片ETF嘉实,37.39,12.62,44.87,8.6,7.79,58.91,1.2,4.53,117.2,79.37,,,1.177,1.288,0,1.95,1.25,0.85,38.06,,,半导体
6,588170,科创半导体ETF华夏,34.35,20.85,52.97,9.96,16.84,62.23,1.03,3.62,42.93,80.96,,,0.997,1.047,0,3.31,1.04,0.78,64.29,,,半导体
7,159516,半导体设备ETF国泰,32.43,19.88,52.36,9.7,16.16,62.77,0.74,3.21,111.56,95.06,,,0.723,0.759,0,2.35,0.97,0.63,34.18,,,半导体
8,515880,通信ETF国泰,31.79,33.05,36.59,3.42,26.62,47.85,0.68,4.94,47.5,89.23,,,0.656,0.74,0,3.66,1.15,0.79,36.28,,,通信
9,563360,A500ETF华泰柏瑞,31.32,27.27,32.43,9.75,25.97,50.09,1.29,1.09,16.29,74.61,,,1.296,1.329,0,-0.08,0.88,0.83,37.7,,,中证A500
10,510500,中证500ETF南方,41.15,35.05,39.05,11.54,30.05,47.83,7.97,2.32,27.58,71.46,2.44,78.12,7.868,8.127,0,1.3,1.2,0.8,33.04,,,中证500
11,512890,红利低波ETF华泰柏瑞,88.92,89.25,71.16,108.51,84.6,46.65,1.18,-0.92,7.98,73.19,0.87,62.12,1.173,1.149,1,0.6,1.31,1.16,10.95,,,红利
