排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,21.96,72.75,,56.88,79.76,,54.49,-3.95,45.21,5.56,27.46,47.22,57.028,,,-4.45,0.87,0.55,104.96,5.56,47.22,半导体
2,601398,工商银行,73.81,97.76,105.47,48.99,90.28,92.17,8.22,1.36,7.83,96.69,0.74,72.06,7.971,7.656,1.0,3.12,0.92,0.74,21.18,98.02,96.69,银行Ⅱ
3,601939,建设银行,76.43,97.67,106.74,57.46,93.76,104.26,11.11,0.82,8.39,97.87,0.81,75.33,10.789,10.289,1.0,2.98,0.92,0.76,11.08,99.83,99.92,银行Ⅱ
4,601288,农业银行,72.13,96.02,62.06,55.41,95.38,38.97,7.0,0.43,8.22,93.94,0.86,88.02,6.864,6.574,1.0,1.98,0.89,0.7,19.13,89.42,89.17,银行Ⅱ
5,601988,中国银行,69.58,97.62,107.67,52.93,95.24,103.35,6.64,1.07,8.59,99.91,0.78,94.46,6.349,6.008,1.0,4.58,1.04,0.9,16.21,99.83,99.83,银行Ⅱ
6,600941,中国移动,9.68,76.77,87.41,-5.36,88.69,65.84,98.16,0.45,16.16,60.46,1.5,37.35,98.186,94.693,1.0,-0.03,1.12,0.93,8.73,60.46,37.35,通信服务
7,601857,中国石油,24.25,67.45,43.11,46.24,94.58,41.68,11.04,-1.78,11.48,48.63,1.23,89.3,11.184,10.47,1.0,-1.29,1.0,1.12,15.53,80.58,88.68,炼化及贸易
8,600938,中国海油,46.84,85.53,32.96,51.57,94.45,28.65,33.91,0.0,11.65,86.16,1.88,79.14,33.821,31.336,1.0,0.26,0.87,1.03,16.52,86.16,79.14,油气开采Ⅱ
9,600519,贵州茅台,3.17,24.61,36.38,-1.76,63.08,39.7,1277.96,0.22,19.62,3.5,6.36,2.6,1297.563,1277.219,1.0,-1.51,0.64,0.51,21.17,6.12,4.55,白酒Ⅱ
10,300750,宁德时代,34.8,1.39,0.64,21.16,4.11,24.09,337.11,2.0,18.35,7.77,4.11,8.62,362.159,376.272,0.0,-6.92,0.76,1.05,88.72,12.81,13.88,电池
