排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,54.49,3699004558706,245370593530,半导体,10496004760.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.22,2929659433272,2216212387071,银行Ⅱ,2118399952.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,11.11,2906380238009,106585536003,银行Ⅱ,1107864055.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,7.0,2449881237111,2234709475439,银行Ⅱ,1913025815.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,601988,中国银行,6.64,2139490414445,1399483018577,银行Ⅱ,1620576859.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
6,600941,中国移动,98.16,2129182440117,88615693825,通信服务,872655950.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
7,601857,中国石油,11.04,2020551595111,1787619739111,炼化及贸易,1553101449.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600938,中国海油,33.91,1611740739597,101390900000,油气开采Ⅱ,1651590182.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
9,600519,贵州茅台,1277.96,1597554282814,1597554282814,白酒Ⅱ,2116621850.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
10,300750,宁德时代,337.11,1559744489827,1436155178214,电池,8871517268.74,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
11,601138,工业富联,61.57,1221800761926,1221800761926,消费电子,4929825068.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,38.28,1081972907400,797124728400,保险Ⅱ,749233449.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,600036,招商银行,41.83,1054946141490,862908745465,银行Ⅱ,3103375058.0,6.71,4.8314692679,764.45,2.021887094622,0.0
14,300308,中际旭创,873.0,1028315116593,968975003619,通信设备,23936800301.9,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
15,601088,中国神华,47.2,1023741299149,778376991476,煤炭开采,940416333.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
16,601318,中国平安,54.73,991031246386,583425361993,保险Ⅱ,2660766150.0,9.0,15.010118462,925.85,36.060370038356,0.0
17,688981,中芯国际,114.07,976697521211,228207747200,半导体,3187597442.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
18,601899,紫金矿业,32.25,857550546560,664407828765,工业金属,4990561575.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,85.43,778882187978,297900280920,乘用车,2468319296.91,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
