日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-14,1278948.0,980854.0,16488.0,16430.0,1.68,3126,2224,202,87,21,58.4,0.28,2.61,62.2,58.4,60.3,偏热
