排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,00700,腾讯控股,442.8,2.26,40308.77,106.65,15.1,3.08,9.9663537853,0.0,0.0,0.0,0.0
2,00005,汇丰控股,166.7,1.96,28616.88,51.48,15.18,2.11,7.4073136207,0.0,0.0,0.0,0.0
3,01398,工商银行,7.695,1.99,27425.46,21.26,6.47,0.6,4.052663012,0.0,0.0,0.0,0.0
4,03750,宁德时代,574.5,1.23,26580.8,11.29,27.59,6.09,12.0827161258,0.0,0.0,0.0,0.0
5,00939,建设银行,9.76,2.04,25532.2,31.31,6.5,0.62,4.5376835479,0.0,0.0,0.0,0.0
6,01288,农业银行,6.54,2.27,22888.89,5.43,6.78,0.7,4.4593032714000005,0.0,0.0,0.0,0.0
7,09988,阿里巴巴-W,110.1,2.42,21893.37,114.56,25.77,1.74,0.9987987878,0.0,0.0,0.0,0.0
8,03988,中国银行,6.065,1.93,19542.18,19.24,6.92,0.62,4.0097334841,0.0,0.0,0.0,0.0
9,00857,中国石油股份,10.16,1.4,18594.93,8.34,9.28,0.99,6.3861639668,0.0,0.0,0.0,0.0
10,00941,中国移动,79.65,0.5,17276.83,15.12,11.5,1.03,5.4714246402,0.0,0.0,0.0,0.0
11,03968,招商银行,53.35,2.79,13454.79,11.93,7.82,1.02,5.8401593944,0.0,0.0,0.0,0.0
12,00883,中国海洋石油,25.06,1.29,11911.01,14.5,7.55,1.21,10.3469728793,0.0,0.0,0.0,0.0
13,03308,中际旭创,1006.0,1.11,11849.77,13.21,50.88,24.45,39.2137408195,0.0,0.0,0.0,0.0
14,02318,中国平安,57.15,0.35,10348.52,25.05,5.71,0.87,9.1284065146,0.0,0.0,0.0,0.0
15,01088,中国神华,45.74,2.14,9920.75,5.03,15.91,1.88,6.342903654400001,0.0,0.0,0.0,0.0
16,02899,紫金矿业,36.6,0.72,9732.2,23.01,12.66,4.19,20.0147693811,0.0,0.0,0.0,0.0
17,02628,中国人寿,30.9,3.28,8733.79,23.57,3.11,1.14,21.35749495,0.0,0.0,0.0,0.0
18,01299,友邦保险,77.5,0.96,8018.65,23.13,12.87,2.51,10.2330680139,0.0,0.0,0.0,0.0
