排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,72.74,85.21,,50.42,78.7,,58.39,-0.14,48.45,18.75,29.42,87.5,56.932,,,2.56,0.8,0.45,115.66,18.75,87.5,半导体
2,601398,工商银行,24.65,77.05,91.94,41.45,88.8,92.17,7.94,-0.38,7.56,92.98,0.71,64.99,7.861,7.601,1.0,1.0,0.86,0.73,22.46,92.81,90.74,银行Ⅱ
3,601939,建设银行,18.88,76.25,95.25,35.72,92.19,104.26,10.68,-0.28,8.07,96.68,0.78,72.58,10.647,10.213,1.0,0.31,0.9,0.7,10.47,98.43,99.09,银行Ⅱ
4,601288,农业银行,3.18,77.44,51.58,23.32,93.82,38.97,6.76,-0.73,7.94,90.65,0.83,81.64,6.775,6.544,1.0,-0.22,0.84,0.64,18.76,83.88,84.13,银行Ⅱ
5,600941,中国移动,21.02,88.56,85.14,56.9,105.51,65.84,97.7,-1.01,16.08,57.23,1.49,35.89,97.982,94.349,1.0,-0.29,0.92,0.81,8.57,57.23,35.89,通信服务
6,601857,中国石油,36.48,96.59,47.28,20.53,100.79,41.68,11.3,2.54,11.75,51.14,1.26,93.55,11.068,10.355,1.0,2.1,1.12,0.99,14.36,85.12,93.22,炼化及贸易
7,601988,中国银行,41.06,81.65,95.64,55.67,99.08,103.35,6.39,-0.78,8.27,99.48,0.75,92.84,6.218,5.959,1.0,2.77,0.82,0.79,14.62,99.09,98.93,银行Ⅱ
8,600519,贵州茅台,53.88,78.42,42.65,71.38,86.33,39.7,1309.3,-0.51,20.1,8.49,6.51,3.84,1307.775,1272.4,1.0,0.12,0.62,0.48,23.03,14.79,6.61,白酒Ⅱ
9,600938,中国海油,42.59,100.18,35.02,17.88,102.02,28.65,34.39,3.83,11.81,87.23,1.91,80.75,33.552,31.096,1.0,2.5,1.18,1.06,16.46,87.23,80.75,油气开采Ⅱ
10,300750,宁德时代,12.76,8.8,-0.25,2.77,24.56,24.09,335.49,-3.65,18.26,7.24,4.09,8.09,374.24,380.521,0.0,-10.35,2.14,2.04,174.45,11.9,13.14,电池
11,601138,工业富联,79.62,72.94,40.13,93.59,65.24,37.74,64.75,-2.73,27.39,87.28,7.31,92.66,63.753,64.656,0.0,1.56,1.01,0.81,70.6,79.26,89.09,消费电子
12,601628,中国人寿,9.14,29.08,29.06,49.54,46.6,25.61,38.06,-1.01,4.34,0.05,1.62,5.79,37.916,37.882,1.0,0.38,0.69,0.83,11.07,0.08,10.08,保险Ⅱ
13,300308,中际旭创,84.5,12.9,29.76,62.29,-1.01,35.52,902.37,0.44,51.97,57.78,26.67,96.39,888.5,1032.148,0.0,1.56,1.02,0.78,262.23,62.98,93.72,通信设备
14,688981,中芯国际,13.89,1.1,35.87,36.5,1.28,47.92,121.52,-2.09,144.36,64.03,6.07,84.33,126.263,137.425,0.0,-3.76,1.01,0.56,33.99,61.74,85.12,半导体
15,600036,招商银行,68.33,93.5,97.45,82.82,99.17,76.24,40.9,-0.41,6.8,32.02,0.9,16.51,39.686,38.298,1.0,3.06,0.59,0.59,20.22,55.79,28.76,银行Ⅱ
16,601318,中国平安,11.62,88.25,25.87,50.66,105.82,18.17,55.7,-1.17,6.33,0.19,0.98,26.28,54.68,52.621,1.0,1.87,0.75,0.91,39.3,0.33,45.79,保险Ⅱ
17,601088,中国神华,6.43,82.19,71.99,8.14,101.7,73.1,46.32,0.5,18.61,95.92,2.23,98.24,46.639,43.828,1.0,-0.68,0.83,0.86,11.94,92.89,96.94,煤炭开采
18,601899,紫金矿业,43.86,90.88,38.45,15.3,94.73,28.84,33.86,3.01,13.31,10.39,4.46,83.49,33.485,30.729,1.0,1.12,1.4,0.97,84.6,18.1,84.71,工业金属
19,002594,比亚迪,1.01,12.12,30.6,-8.35,42.59,37.48,86.57,0.07,26.82,23.39,3.29,26.0,89.373,88.978,1.0,-3.14,0.78,0.61,17.01,40.74,0.83,乘用车
20,600900,长江电力,10.33,39.47,81.21,22.18,64.28,86.46,27.87,0.07,18.84,47.44,3.16,81.83,28.176,27.681,1.0,-1.09,0.83,0.86,25.51,17.93,68.84,电力
21,600028,中国石化,67.93,103.44,23.7,33.74,97.43,13.0,5.59,4.1,18.8,88.24,0.8,41.98,5.279,5.047,1.0,5.89,1.46,1.31,17.48,89.34,40.58,炼化及贸易
22,688256,寒武纪,46.44,12.71,36.95,74.3,8.06,48.54,1058.99,-3.06,199.86,77.93,49.13,84.91,1073.273,1228.859,0.0,-1.33,1.02,0.66,92.89,72.81,81.4,半导体
23,601658,邮储银行,66.01,74.52,86.36,66.63,69.12,63.66,5.42,0.56,7.26,78.25,0.62,28.22,5.135,5.035,1.0,5.55,0.5,0.82,8.35,87.93,38.18,银行Ⅱ
24,000333,美的集团,7.69,68.71,87.93,35.97,83.38,93.01,85.15,-1.3,14.64,52.42,3.07,49.91,85.603,82.487,1.0,-0.53,1.33,0.87,19.56,81.32,85.45,白色家电
25,601328,交通银行,54.09,87.1,98.11,66.62,96.55,86.39,7.28,-0.55,6.6,90.8,0.55,57.4,7.154,6.887,1.0,1.76,0.66,0.73,9.61,89.34,70.74,银行Ⅱ
26,300502,新易盛,79.23,18.3,34.1,60.08,9.67,40.73,416.4,-0.19,44.25,38.76,23.89,92.6,415.404,474.135,0.0,0.24,1.02,0.74,155.75,52.15,87.11,通信设备
27,601728,中国电信,31.28,77.31,64.86,45.56,89.63,58.54,6.31,-0.47,19.41,79.17,1.22,59.8,6.442,6.056,1.0,-2.05,0.88,0.55,4.29,79.09,59.5,通信服务
