排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
90,300274,阳光电源,5.73,1.29,-16.98,5.11,3.01,-9.84,87.85,-1.01,16.58,26.61,3.63,32.78,103.713,116.934,0.0,-15.3,0.8,0.72,35.75,31.07,6.45,光伏设备,三周期共振超卖 / 估值+超卖双低
83,601066,中信建投,0.48,-4.96,42.68,28.3,4.45,54.75,24.36,-1.97,15.03,0.65,2.16,13.62,25.179,26.358,0.0,-3.25,1.22,1.01,5.44,0.08,9.92,证券Ⅱ,估值+超卖双低
48,300059,东方财富,-3.32,2.11,20.36,16.02,8.95,25.81,18.84,-0.79,20.44,1.28,3.03,8.4,19.213,19.818,0.0,-1.94,0.71,0.63,26.72,2.23,14.63,证券Ⅱ,估值+超卖双低
46,601211,国泰海通,9.63,-0.2,43.78,42.73,4.63,45.84,17.5,0.11,9.52,3.56,0.93,24.81,17.765,18.185,0.0,-1.49,0.62,0.53,7.57,6.2,43.22,证券Ⅱ,估值+超卖双低
101,002352,顺丰控股,3.43,8.59,22.01,5.38,33.22,26.07,31.84,0.28,15.41,1.85,1.63,0.28,32.627,32.868,0.0,-2.41,0.65,0.57,,3.22,0.5,,估值+超卖双低
10,300750,宁德时代,12.76,8.8,-0.25,2.77,24.56,24.09,335.49,-3.65,18.26,7.24,4.09,8.09,374.24,380.521,0.0,-10.35,2.14,2.04,174.45,11.9,13.14,电池,三周期共振超卖 / 估值+超卖双低
19,002594,比亚迪,1.01,12.12,30.6,-8.35,42.59,37.48,86.57,0.07,26.82,23.39,3.29,26.0,89.373,88.978,1.0,-3.14,0.78,0.61,17.01,40.74,0.83,乘用车,估值+超卖双低 / 多头回踩MA20
58,601919,中远海控,-1.41,64.47,80.2,-10.61,77.2,78.07,16.14,0.88,9.21,57.45,1.05,40.75,16.461,15.13,1.0,-1.95,0.61,0.63,9.38,92.07,70.99,航运港口,多头回踩MA20
73,000651,格力电器,3.35,56.68,85.11,27.85,74.13,92.37,38.29,-1.57,7.7,25.71,1.44,2.89,38.806,37.766,1.0,-1.33,1.32,0.97,17.44,44.3,5.04,白色家电,估值+超卖双低 / 多头回踩MA20
63,601816,京沪高铁,10.47,54.01,76.47,34.17,71.0,77.06,4.82,-0.41,17.31,1.18,1.13,1.55,4.901,4.789,1.0,-1.65,0.94,0.82,5.75,1.57,2.07,铁路公路,估值+超卖双低 / 多头回踩MA20
16,601318,中国平安,11.62,88.25,25.87,50.66,105.82,18.17,55.7,-1.17,6.33,0.19,0.98,26.28,54.68,52.621,1.0,1.87,0.75,0.91,39.3,0.33,45.79,保险Ⅱ,估值+超卖双低
12,601628,中国人寿,9.14,29.08,29.06,49.54,46.6,25.61,38.06,-1.01,4.34,0.05,1.62,5.79,37.916,37.882,1.0,0.38,0.69,0.83,11.07,0.08,10.08,保险Ⅱ,估值+超卖双低
84,688795,摩尔线程-U,4.89,-2.17,6.52,0.06,-5.38,15.39,400.11,-3.7,-253.66,68.11,15.44,0.54,533.341,602.95,0.0,-24.98,6.73,10.63,56.15,68.11,0.54,半导体,三周期共振超卖
92,600406,国电南瑞,8.13,28.4,2.69,18.07,42.1,9.92,22.41,-1.23,21.43,11.01,3.46,24.81,23.131,23.181,0.0,-3.12,1.3,0.82,8.55,0.66,1.24,电网设备,估值+超卖双低
4,601288,农业银行,3.18,77.44,51.58,23.32,93.82,38.97,6.76,-0.73,7.94,90.65,0.83,81.64,6.775,6.544,1.0,-0.22,0.84,0.64,18.76,83.88,84.13,银行Ⅱ,多头回踩MA20
96,301666,大普微-UW,2.7,12.8,14.81,15.46,12.22,23.24,409.7,-2.65,148.06,13.0,49.01,8.0,431.142,508.045,0.0,-4.97,1.02,0.9,11.22,13.0,8.0,计算机设备,三周期共振超卖 / 估值+超卖双低
56,601225,陕西煤业,-1.43,73.7,83.13,-1.22,95.21,86.58,25.71,0.08,12.22,88.28,2.46,87.57,26.05,24.309,1.0,-1.31,1.04,1.06,10.68,79.59,78.35,煤炭开采,多头回踩MA20
85,601336,新华保险,19.63,42.33,11.39,47.05,55.84,7.61,60.06,-1.02,4.23,0.09,1.52,43.98,59.668,60.426,0.0,0.66,0.65,0.95,11.1,0.17,64.88,保险Ⅱ,估值+超卖双低
32,600030,中信证券,14.13,18.23,73.74,57.71,26.65,80.67,27.34,-1.19,10.77,0.19,1.45,43.22,27.564,28.012,0.0,-0.81,0.91,0.94,28.69,0.33,61.82,证券Ⅱ,估值+超卖双低
24,000333,美的集团,7.69,68.71,87.93,35.97,83.38,93.01,85.15,-1.3,14.64,52.42,3.07,49.91,85.603,82.487,1.0,-0.53,1.33,0.87,19.56,81.32,85.45,白色家电,多头回踩MA20
20,600900,长江电力,10.33,39.47,81.21,22.18,64.28,86.46,27.87,0.07,18.84,47.44,3.16,81.83,28.176,27.681,1.0,-1.09,0.83,0.86,25.51,17.93,68.84,电力,多头回踩MA20
17,601088,中国神华,6.43,82.19,71.99,8.14,101.7,73.1,46.32,0.5,18.61,95.92,2.23,98.24,46.639,43.828,1.0,-0.68,0.83,0.86,11.94,92.89,96.94,煤炭开采,多头回踩MA20
5,600941,中国移动,21.02,88.56,85.14,56.9,105.51,65.84,97.7,-1.01,16.08,57.23,1.49,35.89,97.982,94.349,1.0,-0.29,0.92,0.81,8.57,57.23,35.89,通信服务,多头回踩MA20
45,002415,海康威视,24.5,19.98,66.09,23.62,36.68,87.52,33.65,-3.5,18.77,6.59,3.66,17.41,34.811,34.465,1.0,-3.34,4.49,2.33,61.84,11.49,30.33,计算机设备,多头回踩MA20
