排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,58.39,3963752545106,262932445517,半导体,11565981909.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,7.94,2829865681287,2140720967560,银行Ⅱ,2245910881.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.68,2793892073982,102460263232,银行Ⅱ,1047423761.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.76,2365885308981,2158090864853,银行Ⅱ,1875729575.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,97.7,2119204608796,88200420606,通信服务,857384837.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601857,中国石油,11.3,2068137049343,1829719479343,炼化及贸易,1435598764.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
7,601988,中国银行,6.39,2058937311491,1346791639866,银行Ⅱ,1462047228.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
8,600519,贵州茅台,1309.3,1636731840189,1636731840189,白酒Ⅱ,2302823753.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
9,600938,中国海油,34.39,1634555117510,102826100000,油气开采Ⅱ,1645628430.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
10,300750,宁德时代,335.49,1552235204851,1429253327140,电池,17445391393.24,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
11,601138,工业富联,64.75,1284904975389,1284904975389,消费电子,7060179547.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,38.06,1075754672300,792543551800,保险Ⅱ,1107241703.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,300308,中际旭创,902.37,1062910322749,1001573853397,通信设备,26222814282.52,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
14,688981,中芯国际,121.52,1040476625564,242986840954,半导体,3398939370.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
15,600036,招商银行,40.9,1031491685081,843723827146,银行Ⅱ,2021762692.0,6.71,4.8314692679,764.45,2.021887094622,0.0
16,601318,中国平安,55.7,1008595659122,593765625123,保险Ⅱ,3930272360.0,9.0,15.010118462,925.85,36.060370038356,0.0
17,601088,中国神华,46.32,1004654596961,763864878076,煤炭开采,1194397824.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
18,601899,紫金矿业,33.86,900361597101,697576715720,工业金属,8459984919.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,86.57,789275793202,301875539264,乘用车,1701147767.64,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
20,600900,长江电力,27.87,681929227745,681929227745,电力,2551462999.0,6.55,3.3562259885,147.56,13.015444431533,57.8922527476
21,600028,中国石化,5.59,675973624501,529666337346,炼化及贸易,1747650267.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
22,688256,寒武纪,1058.99,665950105932,665950105932,半导体,9288970928.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
23,601658,邮储银行,5.42,650915189927,393100679279,银行Ⅱ,835355988.0,4.8,7.2645809882,515.03,4.621353701146,0.0
24,000333,美的集团,85.15,649622995288,586276207369,白色家电,1956253772.09,11.33,3.4561222865,264.46,1.661997971068,25.2557645483
25,601328,交通银行,7.28,643288349143,189807360062,银行Ⅱ,961444871.0,4.045,6.7295003299,478.74,4.037726008345,0.0
26,300502,新易盛,416.4,580568483218,522266850158,通信设备,15575062311.56,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
27,601728,中国电信,6.31,577410045191,489843588091,通信服务,428585673.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
28,688041,海光信息,236.9,550635693758,550635693758,半导体,4302560119.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
29,601998,中信银行,8.91,495798395772,363198323647,银行Ⅱ,467781605.0,4.805,3.0507963718,376.02,3.081309282307,0.0
30,603259,药明康德,156.35,472621276655,386697366462,医疗服务,5632047180.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
31,002371,北方华创,647.87,470152262004,469761261445,半导体,3793925216.51,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
32,600030,中信证券,27.34,427167602276,332906903629,证券Ⅱ,2868942666.0,7.81,50.0035284024,233.43,69.601525447949,0.0
33,002475,立讯精密,55.06,426047495121,403321782731,消费电子,3833654283.9,8.76,40.1605518581,78.43,18.036983291456,11.7785360877
34,603993,洛阳钼业,18.94,405208234733,330708350813,工业金属,4638398390.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
35,688235,百济神州,260.1,401148375578,29925873126,化学制药,932179913.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
36,688347,华虹宏力,224.8,390640895170,91662200000,半导体,2859832681.0,0.86,19.4147741706,3.99,436.692371841556,19.4457765387
37,601166,兴业银行,18.17,384529157351,384529157351,银行Ⅱ,1483387439.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,600183,生益科技,146.28,355314656848,352790622802,元件,10247536038.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
