排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.55,0.6,1071.19,1071.19,43.85,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(501.81亿)；沪深300ETF华夏(395.55亿)；沪深300ETF嘉实(300.95亿)；沪深300ETF天弘(80.53亿)
2,588000,科创50ETF华夏,1.708,4.27,950.39,950.39,80.4,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(436.32亿)；科创50ETF工银(112.67亿)；科创50ETF广发(83.51亿)
3,159915,创业板ETF易方达,3.33,1.9,676.17,676.17,62.65,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(116.21亿)；创业板ETF天弘(65.18亿)
4,512880,证券ETF国泰,1.054,0.67,597.14,597.14,14.31,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(366.26亿)；证券ETF天弘(117.67亿)；券商ETF银华(90.63亿)；证券ETF南方(77.46亿)
5,588200,科创芯片ETF嘉实,1.147,5.04,491.3,491.3,35.23,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(74.21亿)
6,515880,通信ETF国泰,0.685,4.9,438.11,438.11,34.66,中证全指通信设备指数,指数型-股票,通信,
7,510500,中证500ETF南方,7.71,1.61,424.8,424.8,35.35,中证500指数,指数型-股票,中证500,中证500ETF嘉实(83.27亿)；中证500ETF华夏(78.76亿)
8,159516,半导体设备ETF国泰,0.706,5.53,422.64,422.64,39.59,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(204.77亿)；半导体设备ETF广发(127.75亿)；半导体设备ETF华夏(88.49亿)
9,588170,科创半导体ETF华夏,0.977,5.97,411.02,411.02,67.13,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(109.27亿)
10,563360,A500ETF华泰柏瑞,1.252,1.05,389.3,389.3,37.21,中证A500指数,指数型-股票,中证A500,A500ETF南方(330.85亿)；A500ETF易方达(270.68亿)；中证A500ETF国泰(253.5亿)；A500ETF华夏(191.15亿)
11,512890,红利低波ETF华泰柏瑞,1.19,-0.5,311.65,311.65,6.61,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(119.91亿)
12,159995,芯片ETF华夏,1.124,4.36,277.47,277.47,8.43,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(66.37亿)
13,512400,有色金属ETF南方,1.753,1.62,251.76,251.76,7.22,有色金属,指数型-股票,有色金属,
14,159949,创业板50ETF华安,1.55,2.04,250.0,250.0,17.37,创业板50指数,指数型-股票,创业板,
15,512170,医疗ETF华宝,0.335,0.9,240.57,240.57,3.09,中证医疗指数,指数型-股票,医药,
16,510050,上证50ETF华夏,2.98,0.74,214.26,214.26,19.82,上证50指数,指数型-股票,上证50,
17,159819,人工智能ETF易方达,1.723,3.42,210.02,210.02,4.63,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(82.28亿)
18,512480,半导体ETF国联安,1.008,4.56,203.8,203.8,14.58,中证全指半导体产品与设备指数,指数型-股票,半导体,
19,515450,红利低波50ETF南方,1.396,-0.57,199.83,199.83,2.68,标普中国A股大盘红利低波50指数,指数型-股票,红利,
20,510880,红利ETF华泰柏瑞,3.367,-0.44,191.3,191.3,4.91,上证红利指数,指数型-股票,红利,
21,159326,电网设备ETF华夏,1.642,1.23,187.85,187.85,4.39,中证电网设备主题指数,指数型-股票,其他,
22,515050,通信ETF华夏,1.05,3.86,185.8,185.8,12.32,中证5G通信主题指数,指数型-股票,通信,
23,512100,中证1000ETF南方,3.082,1.92,180.52,180.52,32.12,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(66.58亿)；中证1000ETF广发(58.88亿)
24,515180,红利ETF易方达,1.416,-0.42,180.03,180.03,3.64,中证红利指数,指数型-股票,红利,XD中证红利ETF招商(108.24亿)
25,510180,上证180ETF华安,3.887,0.34,171.87,171.87,0.51,上证180指数,指数型-股票,上证180,
26,562500,机器人ETF华夏,0.912,0.66,169.41,169.41,3.43,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(57.75亿)
27,159781,科创创业ETF易方达,1.045,3.26,165.3,165.3,4.2,中证科创创业50指数,指数型-股票,科创板,
28,159992,创新药ETF银华,0.826,0.49,161.08,161.08,4.56,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(108.41亿)
29,159530,机器人ETF易方达,1.271,1.03,158.95,158.95,3.76,国证机器人产业指数,指数型-股票,机器人,
30,159201,自由现金流ETF华夏,1.162,-0.6,156.94,156.94,4.01,国证自由现金流指数,指数型-股票,货币市场,
31,510210,上证指数ETF富国,1.0,0.91,150.08,150.08,8.9,上证综合指数,指数型-股票,其他,
32,159928,消费ETF汇添富,0.648,-0.92,149.23,149.23,2.22,中证主要消费指数,指数型-股票,消费,
33,512010,医药ETF易方达,0.369,0.0,147.62,147.62,2.19,沪深300医药卫生指数,指数型-股票,医药,
34,517520,黄金股ETF永赢,2.135,3.84,137.11,137.11,6.57,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(60.13亿)
35,512690,酒ETF鹏华,0.408,-0.49,131.73,131.73,2.81,中证酒指数,指数型-股票,白酒,
36,512070,证券保险ETF易方达,0.78,0.13,128.9,128.9,2.9,沪深300非银行金融指数,指数型-股票,证券,
37,159206,卫星ETF永赢,1.363,2.87,126.83,126.83,3.15,国证商用卫星通信产业指数,指数型-股票,通信,
38,159870,化工ETF鹏华,0.771,0.39,126.51,126.51,1.96,细分化工,指数型-股票,化工,
39,513630,港股低波红利ETF摩根,1.562,0.32,115.78,115.78,2.4,标普港股通低波红利指数,指数型-股票,红利,
