排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
22,03328,交通银行,7.88,1.03,6963.07,4.2,6.3,0.52,3.737201525,0.0,0.0,0.0,0.0
23,01658,邮储银行,5.44,2.64,6533.17,5.6,6.4,0.54,4.3711714694,0.0,0.0,0.0,0.0
24,09999,网易,188.8,-1.87,6058.14,9.67,16.38,3.15,10.7852666043,0.0,0.0,0.0,0.0
25,00981,中芯国际,68.85,-2.69,5894.35,20.48,72.58,2.99,2.904731861,0.0,0.0,0.0,0.0
26,00386,中国石油化工股份,4.765,-0.42,5762.1,3.84,14.23,0.6,3.1847966031,0.0,0.0,0.0,0.0
27,02359,药明康德,192.5,1.69,5731.19,12.03,23.0,5.95,13.5914693084,0.0,0.0,0.0,0.0
28,02388,中银香港,52.25,-0.85,5524.28,7.21,13.25,1.53,6.5877436166,0.0,0.0,0.0,0.0
29,02513,智谱,1179.0,-1.34,5489.7,90.43,-109.61,103.36,112.7113004271,0.0,0.0,0.0,0.0
30,00388,香港交易所,405.6,-2.91,5142.35,21.66,25.97,8.48,17.7907965287,0.0,0.0,0.0,0.0
31,02888,渣打集团,228.6,-0.95,4991.82,1.51,11.82,1.38,6.6700750452,0.0,0.0,0.0,0.0
32,02475,立讯精密,63.5,0.79,4913.52,1.47,24.42,4.34,8.785947626899999,0.0,0.0,0.0,0.0
33,03690,美团-W,76.65,-2.85,4733.5,40.84,-11.09,2.43,-2.9180030463,0.0,0.0,0.0,0.0
34,00998,中信银行,8.43,0.9,4690.89,3.22,5.76,0.55,4.4222819408,0.0,0.0,0.0,0.0
35,09633,农夫山泉,41.56,-3.39,4674.03,2.46,24.04,10.92,23.192367081500002,0.0,0.0,0.0,0.0
36,00728,中国电信,4.92,0.41,4502.15,5.09,13.22,0.83,4.2002292243,0.0,0.0,0.0,0.0
37,06030,中信证券,27.34,-0.07,4271.68,2.0,9.48,1.19,6.958091817000001,0.0,0.0,0.0,0.0
38,02259,紫金黄金国际,151.3,-0.46,4049.3,6.78,20.5,5.53,16.3776706455,0.0,0.0,0.0,0.0
39,00267,中信股份,13.29,0.91,3866.1,3.24,5.55,0.42,4.2655899518,0.0,0.0,0.0,0.0
40,02328,中国财险,17.35,1.82,3859.12,6.48,7.01,1.1,10.954071993800001,0.0,0.0,0.0,0.0
41,00992,联想集团,30.58,1.8,3793.34,17.88,60.75,6.71,-8.1975118141,0.0,0.0,0.0,0.0
42,03993,洛阳钼业,16.62,-0.72,3555.73,3.58,11.25,3.44,18.7382109913,0.0,0.0,0.0,0.0
43,03986,兆易创新,475.4,-2.22,3346.68,5.81,36.82,7.77,24.3618478864,0.0,0.0,0.0,0.0
44,00016,新鸿基地产,113.6,-2.24,3291.88,5.88,14.96,0.53,1.6533406048000001,0.0,0.0,0.0,0.0
45,06160,百济神州,213.2,-1.02,3288.15,5.43,64.17,8.1,9.7400031378,0.0,0.0,0.0,0.0
46,06809,澜起科技,263.6,-2.01,3217.34,4.79,91.82,13.01,11.5991871723,0.0,0.0,0.0,0.0
47,01276,恒瑞医药,46.32,0.56,3074.35,0.96,34.94,4.14,7.102739472,0.0,0.0,0.0,0.0
48,02601,中国太保,30.92,2.32,2974.61,4.0,4.64,0.81,9.9060255352,0.0,0.0,0.0,0.0
49,02338,潍柴动力,31.6,-0.75,2730.31,3.89,18.47,2.47,8.1369210579,0.0,0.0,0.0,0.0
50,02611,国泰海通,15.22,0.13,2675.84,1.93,7.26,0.7,5.7601224553999995,0.0,0.0,0.0,0.0
51,02378,保诚,106.6,-0.74,2661.09,0.17,9.38,1.72,4.7795591182,0.0,0.0,0.0,0.0
52,00001,长和,69.05,-2.06,2644.65,5.02,7.0,0.46,4.6967757312,0.0,0.0,0.0,0.0
53,01339,中国人民保险集团,5.975,4.46,2642.38,4.83,4.06,0.67,11.5194857125,0.0,0.0,0.0,0.0
54,01919,中远海控,17.3,0.46,2641.39,3.86,8.7,0.98,5.7476166698,0.0,0.0,0.0,0.0
55,00669,创科实业,131.2,-2.09,2397.74,6.72,23.55,4.11,10.251683098300001,0.0,0.0,0.0,0.0
56,01378,中国宏桥,23.16,1.49,2274.17,7.11,7.26,1.48,12.9546453199,0.0,0.0,0.0,0.0
57,06951,三环集团,110.0,-4.1,2196.39,1.11,58.31,8.09,8.7222563948,0.0,0.0,0.0,0.0
58,02020,安踏体育,78.35,0.84,2191.18,4.97,12.0,2.66,13.803790331400002,0.0,0.0,0.0,0.0
59,02476,胜宏科技,215.0,-2.36,2112.99,4.97,36.98,4.84,10.478419101,0.0,0.0,0.0,0.0
60,01347,华虹宏力,120.9,-1.71,2100.91,20.2,261.85,3.75,0.8663995917999999,0.0,0.0,0.0,0.0
61,02714,牧原股份,36.18,1.8,2088.46,2.05,-149.4,2.29,-7.6992811818,0.0,0.0,0.0,0.0
62,03692,翰森制药,34.36,-2.77,2083.64,3.74,27.36,4.79,11.6444531106,0.0,0.0,0.0,0.0
63,09992,泡泡玛特,155.2,-0.58,2066.92,5.77,13.84,7.79,22.2264851354,0.0,0.0,0.0,0.0
64,01109,华润置地,28.98,-3.59,2066.55,24.1,7.81,0.61,3.3840657433,0.0,0.0,0.0,0.0
65,02269,药明生物,49.48,1.31,2050.94,16.13,36.12,3.7,5.1192520988,0.0,0.0,0.0,0.0
66,00066,港铁公司,31.84,-1.55,1981.98,2.09,8.68,0.97,8.0062750795,0.0,0.0,0.0,0.0
67,06690,海尔智家,21.26,-1.39,1977.84,1.55,9.73,1.45,8.6552337484,0.0,0.0,0.0,0.0
68,00002,中电控股,77.85,-1.08,1966.84,3.26,18.14,1.78,5.5000183426,0.0,0.0,0.0,0.0
69,00175,吉利汽车,17.57,-0.17,1895.01,4.57,9.99,1.74,9.7138448665,0.0,0.0,0.0,0.0
70,06031,三一重工,19.69,0.41,1810.5,1.13,17.85,1.71,6.3079169081,0.0,0.0,0.0,0.0
71,01801,信达生物,101.6,-2.12,1771.77,10.74,124.02,7.39,6.2497601434000005,0.0,0.0,0.0,0.0
72,00762,中国联通,5.63,0.72,1722.67,1.51,9.54,0.4,2.5538526275,0.0,0.0,0.0,0.0
73,06818,中国光大银行,2.89,1.94,1707.57,0.99,4.55,0.29,3.0741502589,0.0,0.0,0.0,0.0
74,03288,海天味业,28.08,-0.21,1642.97,0.65,19.73,3.65,10.420282621,0.0,0.0,0.0,0.0
75,06936,顺丰控股,30.9,-0.26,1624.46,0.74,13.15,1.37,5.4448505078,0.0,0.0,0.0,0.0
76,01038,长江基建集团,64.2,-1.61,1617.59,0.82,6.43,1.09,15.4089885767,0.0,0.0,0.0,0.0
77,00788,中国铁塔,9.185,0.71,1616.64,1.83,10.65,0.68,3.6566222263,0.0,0.0,0.0,0.0
78,06886,华泰证券,17.81,0.79,1607.68,2.81,6.89,0.78,5.5268129494,0.0,0.0,0.0,0.0
79,02423,贝壳-W,46.2,-0.52,1587.32,4.65,29.31,2.12,5.8781826801,0.0,0.0,0.0,0.0
80,01113,长实集团,45.24,-0.13,1583.3,2.64,11.97,0.4,2.1803216119,0.0,0.0,0.0,0.0
81,01898,中煤能源,11.93,-1.65,1581.76,1.9,9.07,0.83,5.0138541572,0.0,0.0,0.0,0.0
82,01988,民生银行,3.575,2.73,1565.22,1.3,4.76,0.23,2.8021344815,0.0,0.0,0.0,0.0
83,01766,中国中车,5.365,0.47,1539.69,1.34,9.72,0.76,4.584387216400001,0.0,0.0,0.0,0.0
84,01816,中广核电力,3.005,-0.99,1517.49,1.19,13.41,1.07,4.8075938509,0.0,0.0,0.0,0.0
85,01336,新华保险,48.26,4.01,1505.49,5.99,3.0,1.06,19.3882324921,0.0,0.0,0.0,0.0
86,01024,快手-W,34.64,3.16,1498.86,34.75,8.41,1.58,7.477270901200001,0.0,0.0,0.0,0.0
87,09973,奇瑞汽车,25.58,0.31,1485.84,0.39,7.33,2.38,16.3366100628,0.0,0.0,0.0,0.0
88,02600,中国铝业,8.66,1.05,1485.62,2.9,7.45,1.53,14.892494175400001,0.0,0.0,0.0,0.0
89,01776,广发证券,18.8,1.18,1471.07,1.5,6.85,0.92,7.0001627189999995,0.0,0.0,0.0,0.0
90,03606,福耀玻璃,55.7,1.36,1453.63,2.23,15.12,3.31,10.4822414191,0.0,0.0,0.0,0.0
91,00027,银河娱乐,33.08,-3.16,1448.65,3.3,13.52,1.71,6.2950651365,0.0,0.0,0.0,0.0
92,01377,鼎泰高科,333.0,-4.42,1412.07,0.1,129.92,38.1,23.534053253299998,0.0,0.0,0.0,0.0
93,06099,招商证券,15.94,0.0,1386.23,0.67,6.86,0.96,7.513938946600001,0.0,0.0,0.0,0.0
94,01972,太古地产,24.06,0.33,1385.25,0.35,41.98,0.51,1.3435185682,0.0,0.0,0.0,0.0
95,01888,建滔积层板,43.8,-5.56,1380.34,27.25,31.4,7.53,16.6475217964,0.0,0.0,0.0,0.0
96,01171,兖矿能源,13.6,-2.44,1365.01,3.35,10.49,1.56,7.5364685554,0.0,0.0,0.0,0.0
97,06869,长飞光纤光缆,164.1,-1.56,1358.59,22.12,34.45,7.21,19.3870784704,0.0,0.0,0.0,0.0
98,00688,中国海外发展,12.31,-1.76,1347.32,10.5,10.6,0.3,1.8012087869,0.0,0.0,0.0,0.0
99,00003,香港中华煤气,7.08,-1.8,1321.12,1.61,20.76,2.2,6.0920679946,0.0,0.0,0.0,0.0
100,00358,江西铜业股份,37.2,-0.59,1288.14,4.71,9.52,1.28,10.5349612556,0.0,0.0,0.0,0.0
