排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,479.2,-2.64,43524.4,105.12,16.55,3.42
2,03750,宁德时代,628.0,-5.05,29055.39,25.03,30.16,6.65
3,00005,汇丰控股,160.1,-1.23,27510.89,32.34,14.59,2.03
4,01398,工商银行,7.2,-0.07,25661.25,10.36,6.18,0.57
5,09988,阿里巴巴-W,124.4,-2.89,23853.69,83.65,20.33,1.97
6,00939,建设银行,8.86,0.68,23177.79,18.35,6.06,0.58
7,01288,农业银行,5.935,-0.08,20771.49,4.56,6.31,0.65
8,00941,中国移动,82.4,-0.36,17870.26,4.67,11.77,1.08
9,00857,中国石油股份,9.415,-0.79,17231.43,10.8,9.71,0.94
10,03988,中国银行,5.28,0.19,17012.82,5.69,6.2,0.55
11,03968,招商银行,48.9,0.29,12332.5,5.65,7.31,0.96
12,00883,中国海洋石油,22.7,-1.13,10789.3,16.05,7.71,1.14
13,02318,中国平安,57.3,-1.21,10375.68,15.22,7.0,0.9
14,02899,紫金矿业,35.3,0.28,9386.52,41.08,13.59,4.2
15,01088,中国神华,42.84,1.66,9291.75,5.82,15.75,1.66
16,02628,中国人寿,29.04,-0.75,8208.07,9.48,5.08,1.21
17,01211,比亚迪股份,89.85,-4.21,8191.8,21.58,26.58,3.12
18,01299,友邦保险,73.15,-5.92,7568.57,70.06,15.6,2.28
19,00300,美的集团,97.5,-0.05,7437.38,2.4,15.01,2.82
20,01810,小米集团-W,26.86,-2.82,6941.2,54.05,17.52,2.31
21,09999,网易,203.0,0.2,6513.78,14.2,17.01,3.47
22,03328,交通银行,7.29,-0.61,6441.72,2.19,5.96,0.49
23,01658,邮储银行,4.86,-0.1,5836.62,1.14,5.92,0.5
24,03690,美团-W,92.2,-0.91,5693.79,23.63,-12.8,3.35
25,00981,中芯国际,65.35,-3.9,5594.65,59.48,103.29,3.08
26,02388,中银香港,50.4,-0.49,5328.68,7.65,13.28,1.49
27,02359,药明康德,179.7,-2.07,5325.6,13.04,21.37,5.55
28,00388,香港交易所,410.0,-1.11,5198.13,17.69,27.55,9.43
29,00386,中国石油化工股份,4.265,-1.39,5157.47,5.23,12.63,0.55
30,02888,渣打集团,234.4,0.17,5133.18,4.36,12.15,1.41
31,02513,智谱,1087.0,4.42,5061.32,58.0,-97.3,-4.89
32,09633,农夫山泉,42.46,1.05,4775.25,2.38,27.18,10.93
33,02475,立讯精密,61.0,4.18,4712.42,4.2,24.51,4.44
34,06030,中信证券,26.78,-1.83,4184.18,2.41,11.1,1.2
35,00728,中国电信,4.55,-0.98,4163.57,2.29,11.74,0.78
36,00998,中信银行,7.46,-0.53,4151.13,0.92,5.2,0.49
37,03993,洛阳钼业,18.81,1.84,4024.27,16.15,14.89,4.0
38,01276,恒瑞医药,56.4,-3.26,3743.38,1.94,41.18,5.19
39,02328,中国财险,16.24,1.5,3612.23,6.55,8.56,1.09
40,02259,紫金黄金国际,131.4,1.86,3516.71,22.63,28.22,5.4
41,00267,中信股份,11.94,-0.67,3473.38,1.36,5.34,0.4
42,03986,兆易创新,494.4,1.73,3469.43,26.61,107.57,12.11
43,00016,新鸿基地产,116.0,-4.68,3361.43,14.9,15.28,0.54
44,00992,联想集团,25.94,-1.29,3217.77,16.27,21.48,5.38
45,06809,澜起科技,261.0,-3.48,3185.6,10.45,111.17,13.51
46,06160,百济神州,199.5,0.4,3076.86,11.91,60.05,9.06
47,02338,潍柴动力,34.34,-2.77,2967.05,2.9,23.44,2.77
48,02601,中国太保,29.9,-1.77,2876.48,1.86,4.78,0.79
49,00001,长和,72.25,-1.97,2767.21,5.1,23.37,0.49
50,02378,保诚,108.5,-4.57,2716.14,0.32,8.77,1.77
51,00669,创科实业,145.3,1.04,2655.68,12.87,26.08,4.55
52,02611,国泰海通,14.36,-1.85,2531.5,2.18,10.22,0.68
53,01339,中国人民保险集团,5.395,-0.64,2385.88,0.95,5.05,0.66
54,01347,华虹宏力,136.7,-3.39,2375.47,42.05,422.74,4.5
55,01109,华润置地,32.86,-0.67,2343.23,4.09,8.33,0.73
56,01378,中国宏桥,23.56,-2.0,2313.45,8.77,9.23,1.59
57,01919,中远海控,15.13,-0.39,2310.07,1.79,8.21,0.87
58,02476,胜宏科技,231.0,4.43,2270.23,25.97,43.36,10.23
59,09992,泡泡玛特,157.3,-2.54,2094.89,30.38,14.81,8.56
60,02020,安踏体育,74.5,-1.39,2083.51,5.59,13.85,2.86
61,06951,三环集团,103.8,-6.49,2063.4,3.37,64.13,7.84
62,00066,港铁公司,32.34,0.43,2013.11,1.19,13.72,1.05
63,00175,吉利汽车,18.56,-4.48,2001.72,9.36,11.62,1.86
64,00762,中国联通,6.485,-1.59,1984.29,2.36,8.96,0.49
65,06690,海尔智家,21.14,0.38,1982.43,1.6,9.45,1.4
66,00002,中电控股,76.3,-0.2,1927.68,2.31,17.78,1.75
67,03692,翰森制药,31.68,0.83,1921.12,2.06,31.23,4.9
68,01024,快手-W,44.24,-2.73,1914.13,14.45,9.77,2.07
69,06031,三一重工,20.68,-2.27,1901.53,0.89,20.14,1.85
70,03288,海天味业,32.18,-0.49,1882.87,0.14,23.03,3.96
71,06818,中国光大银行,3.12,0.32,1843.47,0.31,4.34,0.32
72,02714,牧原股份,31.52,0.38,1819.65,1.54,16.69,1.86
73,00788,中国铁塔,9.795,-1.71,1724.0,1.23,13.39,0.76
74,06936,顺丰控股,32.78,-0.79,1723.62,0.36,13.52,1.45
75,02269,药明生物,41.38,1.87,1714.61,15.56,31.55,3.27
76,01113,长实集团,46.8,-2.86,1637.9,2.31,15.1,0.41
77,01377,鼎泰高科,374.0,2.19,1585.93,0.82,227.68,46.66
78,01801,信达生物,90.95,0.72,1585.88,8.59,176.06,7.36
79,01038,长江基建集团,61.3,-0.73,1544.52,0.64,18.69,1.21
80,06886,华泰证券,16.77,-0.77,1513.81,0.9,7.71,0.75
81,01988,民生银行,3.455,-0.86,1512.68,0.53,4.57,0.23
82,02423,贝壳-W,43.54,-2.38,1507.55,1.68,39.57,2.11
83,01336,新华保险,47.96,-2.24,1496.13,2.29,3.63,1.07
84,03606,福耀玻璃,57.1,-1.3,1490.16,1.41,14.83,3.36
85,09973,奇瑞汽车,25.46,-4.07,1478.87,1.15,7.13,2.37
86,00027,银河娱乐,33.54,-0.18,1468.8,3.1,13.76,1.77
87,01766,中国中车,5.095,-1.92,1462.21,0.66,9.68,0.74
88,02057,中通快递-W,189.4,-0.73,1445.94,2.61,14.05,2.07
89,00688,中国海外发展,13.21,0.08,1445.82,1.8,10.29,0.34
90,02600,中国铝业,8.405,-2.78,1441.88,3.55,8.76,1.58
91,01816,中广核电力,2.84,-1.39,1434.17,1.28,13.48,1.01
92,01898,中煤能源,10.75,2.97,1425.31,1.91,8.85,0.77
93,01776,广发证券,17.16,-0.64,1342.74,0.79,7.67,0.86
94,00012,恒基地产,27.48,-2.76,1330.41,3.22,23.53,0.41
95,00358,江西铜业股份,38.3,0.58,1326.23,5.2,14.36,1.39
96,01972,太古地产,23.0,-4.17,1324.22,1.74,40.13,0.49
97,06099,招商证券,15.02,0.47,1306.22,0.7,8.78,0.93
98,09987,百胜中国,377.4,-0.42,1294.35,2.29,17.06,3.1
99,00003,香港中华煤气,6.785,-0.66,1266.07,2.02,22.26,2.13
100,06618,京东健康,39.2,-0.41,1250.3,3.0,21.01,1.89
