排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,91.13,88.71,16.79,479.2,-2.64,16.55,,3.42,
2,03750,宁德时代,59.39,16.43,49.7,628.0,-5.28,30.16,,6.65,
3,00005,汇丰控股,9.34,84.11,90.11,160.1,-1.23,14.59,,2.03,
4,01398,工商银行,-3.53,85.65,72.65,7.2,-0.07,6.18,,0.57,
5,09988,阿里巴巴-W,95.87,96.29,27.46,124.4,-2.89,20.33,,1.97,
6,00939,建设银行,1.55,85.61,77.14,8.86,0.68,6.06,,0.58,
7,01288,农业银行,-3.19,76.51,63.09,5.93,-0.08,6.31,,0.65,
8,00941,中国移动,11.76,83.93,52.19,82.4,-0.36,11.77,,1.08,
9,00857,中国石油股份,-6.27,59.46,23.82,9.41,-0.79,9.71,,0.94,
10,03988,中国银行,-4.07,72.65,79.04,5.28,0.19,6.2,,0.55,
11,03968,招商银行,5.92,91.49,54.45,48.9,0.29,7.31,,0.96,
12,00883,中国海洋石油,3.16,50.43,11.41,22.7,-1.13,7.71,,1.14,
13,02318,中国平安,32.18,97.05,13.87,57.3,-1.21,7.0,,0.9,
14,02899,紫金矿业,75.32,98.24,21.29,35.3,0.28,13.59,,4.2,
15,01088,中国神华,31.52,55.43,28.76,42.84,1.66,15.75,,1.66,
16,02628,中国人寿,87.7,51.48,30.99,29.04,-0.75,5.08,,1.21,
17,01211,比亚迪股份,29.85,95.73,50.6,89.85,-4.21,26.58,,3.12,
18,01299,友邦保险,15.43,57.12,6.68,73.15,-5.92,15.6,,2.28,
19,00300,美的集团,46.39,106.65,88.81,97.5,-0.05,15.01,,2.82,
20,01810,小米集团-W,-9.54,70.37,23.03,26.86,-2.82,17.52,,2.31,
21,09999,网易,78.63,59.66,55.91,203.0,0.2,17.01,,3.47,
22,03328,交通银行,1.46,69.53,70.6,7.29,-0.61,5.96,,0.49,
23,01658,邮储银行,-6.0,65.55,32.58,4.86,-0.1,5.92,,0.5,
24,03690,美团-W,72.78,113.59,72.29,92.2,-0.91,-12.8,,3.35,
25,00981,中芯国际,43.06,-3.49,36.8,65.35,-3.9,103.29,,3.08,
26,02388,中银香港,35.14,94.35,84.88,50.4,-0.49,13.28,,1.49,
27,02359,药明康德,91.79,95.88,94.32,179.7,-2.07,21.37,,5.55,
28,00388,香港交易所,83.85,110.14,48.64,410.0,-1.11,27.55,,9.43,
29,00386,中国石油化工股份,10.72,84.39,3.28,4.26,-1.39,12.63,,0.55,
30,02888,渣打集团,80.57,94.53,97.11,234.4,0.17,12.15,,1.41,
31,02513,智谱,50.5,-5.76,25.28,1087.0,4.42,-97.3,,-4.89,
32,09633,农夫山泉,36.53,57.73,9.1,42.46,1.05,27.18,,10.93,
33,02475,立讯精密,64.51,56.83,,61.0,4.18,24.51,,4.44,
34,06030,中信证券,9.76,53.93,44.36,26.78,-1.83,11.1,,1.2,
35,00728,中国电信,-6.92,40.45,15.48,4.55,-0.98,11.74,,0.78,
36,00998,中信银行,2.61,89.11,37.56,7.46,-0.53,5.2,,0.49,
37,03993,洛阳钼业,84.08,67.52,18.84,18.81,1.84,14.89,,4.0,
38,01276,恒瑞医药,34.36,54.01,8.77,56.4,-3.26,41.18,,5.19,
39,02328,中国财险,64.77,89.88,52.1,16.24,1.5,8.56,,1.09,
40,02259,紫金黄金国际,71.77,96.94,6.66,131.4,1.86,28.22,,5.4,
41,00267,中信股份,9.35,50.13,32.2,11.94,-0.67,5.34,,0.4,
42,03986,兆易创新,58.34,-11.46,20.54,494.4,1.73,107.57,,12.11,
43,00016,新鸿基地产,22.47,49.91,32.83,116.0,-4.68,15.28,,0.54,
44,00992,联想集团,95.6,72.9,103.33,25.94,-1.29,21.48,,5.38,
45,06809,澜起科技,17.11,-3.97,36.23,261.0,-3.48,111.17,,13.51,
46,06160,百济神州,68.56,106.36,55.82,199.5,0.4,60.05,,9.06,
47,02338,潍柴动力,88.13,30.89,55.32,34.34,-2.77,23.44,,2.77,
48,02601,中国太保,6.63,66.61,8.68,29.9,-1.77,4.78,,0.79,
49,00001,长和,47.49,95.34,92.33,72.25,-1.97,23.37,,0.49,
50,02378,保诚,17.44,79.37,30.4,108.5,-4.57,8.77,,1.77,
51,00669,创科实业,102.07,94.44,104.25,145.3,1.04,26.08,,4.55,
52,02611,国泰海通,5.48,38.95,22.9,14.36,-1.85,10.22,,0.68,
53,01339,中国人民保险集团,50.62,93.72,9.79,5.39,-0.64,5.05,,0.66,
54,01347,华虹宏力,55.44,-6.67,44.62,136.7,-3.39,422.74,,4.5,
55,01109,华润置地,18.35,42.57,41.37,32.86,-0.67,8.33,,0.73,
56,01378,中国宏桥,50.39,56.86,-3.1,23.56,-2.0,9.23,,1.59,
57,01919,中远海控,-7.31,100.02,60.44,15.13,-0.39,8.21,,0.87,
58,02476,胜宏科技,89.19,8.15,8.27,231.0,4.43,43.36,,10.23,
59,09992,泡泡玛特,18.9,27.12,4.51,157.3,-2.54,14.81,,8.56,
60,02020,安踏体育,-13.03,80.93,40.59,74.5,-1.39,13.85,,2.86,
61,06951,三环集团,87.24,52.4,,103.8,-6.49,64.13,,7.84,
62,00066,港铁公司,12.61,86.05,27.73,32.34,0.43,13.72,,1.05,
63,00175,吉利汽车,4.12,69.27,29.07,18.56,-4.48,11.62,,1.86,
64,00762,中国联通,-11.2,31.92,10.02,6.49,-1.59,8.96,,0.49,
65,06690,海尔智家,-8.95,72.68,16.45,21.14,0.38,9.45,,1.4,
66,00002,中电控股,2.92,89.09,87.39,76.3,-0.2,17.78,,1.75,
67,03692,翰森制药,19.28,63.66,6.0,31.68,0.83,31.23,,4.9,
68,01024,快手-W,82.79,52.96,-3.67,44.24,-2.73,9.77,,2.07,
69,06031,三一重工,46.19,76.57,22.48,20.68,-2.27,20.14,,1.85,
70,03288,海天味业,27.63,88.2,37.09,32.18,-0.49,23.03,,3.96,
71,06818,中国光大银行,3.09,47.45,22.24,3.12,0.32,4.34,,0.32,
72,02714,牧原股份,16.09,75.09,7.22,31.52,0.38,16.69,,1.86,
73,00788,中国铁塔,36.72,98.84,17.23,9.79,-1.71,13.39,,0.76,
74,06936,顺丰控股,6.22,105.2,54.11,32.78,-0.79,13.52,,1.45,
75,02269,药明生物,93.79,103.75,73.78,41.38,1.87,31.55,,3.27,
76,01113,长实集团,14.73,80.33,53.97,46.8,-2.86,15.1,,0.41,
77,01377,鼎泰高科,109.62,39.24,,374.0,2.19,227.68,,46.66,
78,01801,信达生物,89.54,72.54,60.06,90.95,0.72,176.06,,7.36,
79,01038,长江基建集团,2.48,95.16,57.16,61.3,-0.73,18.69,,1.21,
80,06886,华泰证券,30.12,45.98,21.37,16.77,-0.77,7.71,,0.75,
81,01988,民生银行,-1.6,91.23,26.28,3.46,-0.86,4.57,,0.23,
82,02423,贝壳-W,85.21,79.31,49.61,43.54,-2.38,39.57,,2.11,
83,01336,新华保险,51.95,49.63,5.51,47.96,-2.24,3.63,,1.07,
84,03606,福耀玻璃,45.54,95.71,37.41,57.1,-1.3,14.83,,3.36,
85,09973,奇瑞汽车,62.56,54.05,20.42,25.46,-4.07,7.13,,2.37,
86,00027,银河娱乐,62.13,105.91,18.13,33.54,-0.18,13.76,,1.77,
87,01766,中国中车,47.17,69.6,26.4,5.09,-1.92,9.68,,0.74,
88,02057,中通快递-W,63.69,86.64,63.54,189.4,-0.73,14.05,,2.07,
89,00688,中国海外发展,7.35,27.04,32.26,13.21,0.08,10.29,,0.34,
90,02600,中国铝业,66.35,32.37,-8.15,8.4,-2.78,8.76,,1.58,
91,01816,中广核电力,9.53,58.69,3.53,2.84,-1.39,13.48,,1.01,
92,01898,中煤能源,38.04,34.79,1.09,10.75,2.97,8.85,,0.77,
93,01776,广发证券,67.44,48.43,45.75,17.16,-0.64,7.67,,0.86,
94,00012,恒基地产,17.12,72.35,10.83,27.48,-2.76,23.53,,0.41,
95,00358,江西铜业股份,85.83,71.2,17.44,38.3,0.58,14.36,,1.39,
96,01972,太古地产,36.35,91.67,28.79,23.0,-4.17,40.13,,0.49,
97,06099,招商证券,70.57,3.21,43.56,15.02,0.47,8.78,,0.93,
98,09987,百胜中国,73.64,96.43,37.03,377.4,-0.42,17.06,,3.1,
99,00003,香港中华煤气,-20.06,70.88,18.22,6.79,-0.66,22.26,,2.13,
100,06618,京东健康,63.81,103.01,1.48,39.2,-0.41,21.01,,1.89,
