排名,代码,名称,最新价,总市值,流通市值
1,601398,工商银行,7.75,2762148492440,2089494647177
2,601939,建设银行,10.26,2684019913769,98430927038
3,601288,农业银行,6.66,2330887005594,2126166443775
4,600941,中国移动,94.69,2053229204825,85483089326
5,601857,中国石油,11.03,2018721385333,1786000518333
6,601988,中国银行,6.01,1936496595002,1266700744224
7,300750,宁德时代,383.01,1772053546272,1630487255330
8,600519,贵州茅台,1297.41,1621868369953,1621868369953
9,600938,中国海油,31.91,1516680831629,95410900000
10,688981,中芯国际,143.73,1230444645661,287397125168
11,601138,工业富联,60.25,1195606560111,1195606560111
12,300308,中际旭创,1046.51,1167104204153,1161563077075
13,601628,中国人寿,40.31,1139350258550,839396494300
14,601088,中国神华,45.7,991207147693,753640434544
15,600036,招商银行,39.2,988617947559,808654621617
16,601318,中国平安,54.02,978174820570,575856715784
17,601899,紫金矿业,31.51,837873417739,649162501841
18,002594,比亚迪,91.89,837779284248,320384914515
19,688256,寒武纪,1225.0,769658887025,769658887025
20,688041,海光信息,314.28,730492975239,730492975239
21,600900,长江电力,28.9,707131491992,707131491992
22,300502,新易盛,476.02,663694066718,597044828071
23,000333,美的集团,84.5,644335806959,581472582308
24,600028,中国石化,5.19,627603418812,491765347196
25,601328,交通银行,7.04,622081040930,183549974566
26,601658,邮储银行,5.12,614886673879,371342339098
27,688825,长鑫科技,-,579188473427,38996317489
28,688347,华虹宏力,329.9,573275940020,134516725000
29,601728,中国电信,6.16,563683974386,478199128786
30,002371,北方华创,757.0,549346724400,548908154936
31,002475,立讯精密,60.59,468074579781,443826304005
32,601998,中信银行,7.61,423459684829,310206424574
33,688235,百济神州,271.0,417724578268,31179975460
34,600030,中信证券,27.95,414234283871,340334599723
35,603993,洛阳钼业,19.04,407347665751,332454435031
36,601166,兴业银行,18.33,387915214873,387915214873
37,603259,药明康德,125.0,372969644375,309160030750
38,688012,中微公司,388.5,372121752198,366043549263
39,002384,东山精密,199.18,364819588224,276127560787
40,600276,恒瑞医药,53.45,354758333265,340957671545
41,601211,国泰海通,19.22,338827954433,259410613909
42,601319,中国人保,7.45,329468729843,264458286543
43,688802,沐曦股份-U,821.61,328726161000,15223278938
44,002415,海康威视,35.49,325261291310,321045865768
45,603986,兆易创新,457.0,320697480538,305500813838
46,601601,中国太保,31.95,307369909487,218699074487
47,300059,东方财富,19.4,306950677575,259053938054
48,600000,浦发银行,9.04,301084778232,301084778232
49,600183,生益科技,118.71,288347025666,286298706814
50,000858,五 粮 液,73.57,285569900928,285562940176
51,688008,澜起科技,233.66,285190913987,267485677977
52,688795,摩尔线程-U,600.01,282021630482,18135596255
53,601869,长飞光纤,331.65,274574729068,134762101838
54,688820,盛合晶微,140.89,262446242526,24360253372
55,600150,中国船舶,33.06,248797039781,248797039781
56,002379,宏桥控股,19.06,248373112930,21659283732
57,601816,京沪高铁,5.02,245606910437,245606910437
58,601225,陕西煤业,24.7,239466500000,239466500000
59,000338,潍柴动力,27.62,238642893552,136895562038
60,300274,阳光电源,113.42,235143639710,180057445495
61,601919,中远海控,15.32,233907643824,192366146304
62,600309,万华化学,73.75,230872282418,230872282418
63,688072,拓荆科技,791.0,229927076344,223610172492
64,002916,深南电路,332.81,226699054482,221255233055
65,000651,格力电器,40.46,226632876281,223420503318
66,300476,胜宏科技,230.01,226050334838,199003489299
67,002714,牧原股份,38.68,223299488181,126889711029
68,300394,天孚通信,203.41,221884732167,221389013251
69,002463,沪电股份,112.22,215952076122,215777792739
70,000001,平安银行,11.1,215405691998,215402167248
71,000725,京东方Ａ,5.79,214486659491,204775706537
72,600919,江苏银行,11.57,212324824037,212324824037
73,301666,大普微-UW,485.66,211852837398,12877927141
74,002142,宁波银行,32.01,211380941252,211248142933
75,603288,海天味业,35.85,209787924242,199347529502
76,003816,中国广核,4.06,205025151162,159700833662
77,002938,鹏鼎控股,88.39,204847065201,204253933563
78,600690,海尔智家,21.76,204057221184,136065898223
79,601066,中信建投,26.07,202217033358,169342143882
80,688808,联讯仪器,1955.0,200713333985,37723961520
81,300408,三环集团,100.84,200455970904,188551258922
82,600188,XD兖矿能,19.73,198027090355,117617475355
83,300433,蓝思科技,37.32,197002609268,185469204336
84,601336,新华保险,63.12,196905781392,131632931141
85,601668,中国建筑,4.7,194205835087,194205835087
86,300604,长川科技,303.5,192546049349,148554580523
87,600406,国电南瑞,23.58,189388810158,188832793900
88,600025,华能水电,10.04,187056186340,187056186340
89,601818,光大银行,3.15,186119485842,146181469017
90,601688,华泰证券,20.4,184148021234,149057865362
91,001399,惠科股份,25.1,183175651874,10807224948
92,601985,中国核电,8.9,183055218459,168061235316
93,601898,中煤能源,13.67,181245928678,125107845468
94,600031,三一重工,19.58,180038186876,165928556924
95,300760,迈瑞医疗,146.38,177477171254,177324627046
96,002352,顺丰控股,33.5,176387820613,160770361177
97,600930,华电新能,4.16,173531428570,44691693014
98,688498,源杰科技,1390.0,173055524030,170820080160
99,601995,中金公司,35.61,171898617069,104107346288
100,600989,宝丰能源,23.38,171453956800,171453956800
