排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
68,03692,翰森制药,31.74,0.51,1924.76,3.48,31.29,4.43
69,01801,信达生物,109.8,9.69,1914.56,45.03,134.01,7.99
70,03288,海天味业,32.66,0.93,1910.95,0.62,22.95,4.25
71,06818,中国光大银行,3.045,0.16,1799.16,0.19,4.24,0.31
72,00762,中国联通,5.78,0.0,1768.57,2.58,9.79,0.41
73,06031,三一重工,18.86,-2.33,1734.18,0.44,18.37,1.69
74,06936,顺丰控股,32.8,1.61,1724.67,0.3,13.53,1.45
75,01038,长江基建集团,65.55,-0.38,1651.6,0.81,6.56,1.12
76,02423,贝壳-W,48.02,5.03,1649.85,7.88,30.47,2.2
77,01113,长实集团,46.78,-0.26,1637.2,1.63,12.38,0.41
78,00788,中国铁塔,9.25,-0.11,1628.08,1.52,10.72,0.69
79,00688,中国海外发展,14.35,4.06,1570.59,4.66,12.35,0.35
80,06886,华泰证券,17.36,3.77,1567.06,3.18,7.98,0.78
81,01898,中煤能源,11.59,-0.43,1536.68,0.84,8.81,0.8
82,01336,新华保险,49.24,4.28,1536.06,4.72,3.06,1.08
83,09973,奇瑞汽车,26.24,-0.38,1524.18,0.56,7.52,2.45
84,00027,银河娱乐,34.74,0.0,1521.35,3.88,14.2,1.8
85,01816,中广核电力,3.005,6.0,1517.49,2.78,13.41,1.07
86,01766,中国中车,5.27,-0.19,1512.43,0.81,9.54,0.74
87,01988,民生银行,3.44,-1.01,1506.12,1.21,4.55,0.23
88,01377,鼎泰高科,354.2,0.4,1501.97,0.05,138.2,40.52
89,02600,中国铝业,8.58,1.18,1471.9,3.16,8.94,1.61
90,03606,福耀玻璃,56.15,0.36,1465.37,1.21,15.24,3.33
91,01024,快手-W,33.62,1.08,1454.72,11.3,8.16,1.54
92,00012,恒基地产,29.62,0.07,1434.02,2.31,20.98,0.44
93,01776,广发证券,18.3,4.87,1431.95,2.77,8.18,0.92
94,01972,太古地产,24.84,-0.48,1430.16,0.39,43.34,0.53
95,00358,江西铜业股份,39.9,9.92,1381.63,16.56,10.21,1.37
96,00003,香港中华煤气,7.355,-1.47,1372.43,2.8,21.56,2.28
97,06099,招商证券,15.7,6.59,1365.35,4.57,6.75,0.94
98,06869,长飞光纤光缆,163.0,0.31,1349.49,59.08,34.22,7.16
99,01929,周大福,13.47,-1.03,1328.99,1.56,14.76,4.29
100,01171,兖矿能源,12.99,-0.46,1303.79,3.26,11.96,1.51
