排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,445.4,0.77,40545.42,65.42,15.19,3.1
2,03750,宁德时代,618.0,-0.48,28592.73,9.91,29.68,6.55
3,00005,汇丰控股,161.7,-0.92,27763.8,13.31,14.72,2.05
4,01398,工商银行,7.545,0.94,26890.85,11.14,6.47,0.6
5,00939,建设银行,9.215,0.38,24106.48,12.85,6.3,0.6
6,09988,阿里巴巴-W,116.6,2.1,22358.04,155.81,26.31,1.84
7,01288,农业银行,6.28,0.48,21978.93,3.18,6.67,0.69
8,00857,中国石油股份,9.92,-1.39,18155.68,8.14,10.23,0.99
9,03988,中国银行,5.555,0.18,17898.9,7.01,6.53,0.58
10,00941,中国移动,80.1,-0.06,17371.46,8.5,11.56,1.04
11,03968,招商银行,49.42,0.08,12463.65,5.71,7.39,0.97
12,00883,中国海洋石油,24.92,-0.8,11844.46,20.22,7.51,1.2
13,02318,中国平安,57.65,2.22,10439.06,22.68,5.76,0.88
14,02899,紫金矿业,38.08,2.81,10125.74,24.83,13.17,4.35
15,01088,中国神华,45.02,-0.44,9764.58,4.95,16.55,1.74
16,01211,比亚迪股份,92.6,-1.07,8442.52,17.47,27.39,3.21
17,02628,中国人寿,29.2,3.84,8253.29,19.2,5.11,1.22
18,01299,友邦保险,74.2,-0.2,7677.21,19.93,12.32,2.41
19,00300,美的集团,98.65,0.0,7525.81,3.9,15.19,2.85
20,01810,小米集团-W,28.46,2.52,7331.01,40.84,19.6,2.36
21,03328,交通银行,7.57,0.46,6689.14,1.68,6.19,0.51
22,09999,网易,195.5,-1.76,6273.13,15.23,16.97,3.26
23,01658,邮储银行,5.005,1.21,6010.76,1.39,6.1,0.51
24,00981,中芯国际,69.7,2.73,5967.06,47.24,73.47,3.03
25,02359,药明康德,199.8,-2.15,5921.29,12.55,23.76,6.17
26,00386,中国石油化工股份,4.71,0.21,5695.59,4.85,14.06,0.59
27,00388,香港交易所,420.8,0.72,5335.06,13.93,26.94,8.8
28,02388,中银香港,50.0,-0.79,5286.39,7.77,13.18,1.47
29,02888,渣打集团,229.6,-2.88,5016.23,3.74,11.88,1.39
30,09633,农夫山泉,44.08,2.42,4957.44,5.87,25.5,11.59
31,02475,立讯精密,63.35,6.65,4901.91,3.37,24.36,4.33
32,03690,美团-W,78.05,1.1,4819.96,23.98,-10.83,2.84
33,02513,智谱,1030.0,-2.74,4795.92,29.94,-92.2,-4.63
34,00998,中信银行,8.055,1.77,4482.22,2.13,5.62,0.53
35,00728,中国电信,4.855,-1.72,4442.67,3.0,13.05,0.82
36,06030,中信证券,27.64,6.39,4318.55,11.93,9.58,1.2
37,02259,紫金黄金国际,158.6,-0.56,4244.67,10.39,21.49,5.8
38,03993,洛阳钼业,18.09,7.3,3870.23,15.18,12.25,3.75
39,00992,联想集团,30.56,-0.78,3790.86,18.37,60.71,6.7
40,00267,中信股份,12.93,0.08,3761.37,1.5,5.78,0.43
41,02328,中国财险,16.27,0.68,3618.9,1.93,8.57,1.09
42,00016,新鸿基地产,124.6,-0.32,3610.63,3.38,16.41,0.58
43,06160,百济神州,228.2,2.24,3519.49,8.72,68.69,8.67
44,03986,兆易创新,482.0,-2.47,3382.41,12.23,37.22,7.88
45,06809,澜起科技,268.2,2.21,3273.48,8.22,114.24,13.88
46,01276,恒瑞医药,46.72,0.47,3100.9,3.7,35.24,4.18
47,02601,中国太保,30.04,2.46,2889.95,2.9,4.8,0.8
48,02338,潍柴动力,32.12,1.97,2775.24,4.15,21.92,2.59
49,02611,国泰海通,15.76,3.96,2770.77,5.5,7.52,0.73
50,02378,保诚,110.6,-1.07,2762.19,0.03,8.92,1.8
51,00001,长和,70.3,0.57,2692.52,6.23,7.12,0.47
52,01919,中远海控,17.55,0.34,2679.56,4.66,9.52,1.01
53,00669,创科实业,137.4,-1.86,2511.14,9.2,24.66,4.3
54,01109,华润置地,34.78,1.46,2480.14,3.93,8.81,0.77
55,01339,中国人民保险集团,5.42,2.07,2396.94,1.44,5.08,0.66
56,02476,胜宏科技,236.6,3.77,2325.27,6.99,44.41,10.47
57,01378,中国宏桥,23.68,0.85,2325.23,5.13,7.42,1.52
58,02020,安踏体育,78.75,9.53,2202.36,16.78,12.06,2.67
59,06951,三环集团,106.6,-1.66,2128.5,0.61,66.15,8.05
60,02269,药明生物,50.75,-2.78,2103.58,46.19,37.05,3.8
61,09992,泡泡玛特,154.3,-0.58,2054.94,7.76,13.76,7.74
62,01347,华虹宏力,117.5,6.43,2041.83,39.71,254.49,3.65
63,00066,港铁公司,32.56,-1.33,2026.8,2.94,8.87,0.99
64,06690,海尔智家,21.52,-0.19,2018.07,1.34,9.62,1.42
65,00002,中电控股,78.75,-0.06,1989.58,2.83,18.35,1.8
66,00175,吉利汽车,18.36,-3.27,1980.15,8.78,10.44,1.82
67,02714,牧原股份,33.62,0.78,1940.84,0.39,-138.84,2.13
