排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,39.82,43.7,5.26,25.59,57.25,2.21,445.4,0.77,15.19,,3.1,
2,03750,宁德时代,-0.15,34.42,47.4,12.61,37.11,59.83,618.0,-0.48,29.68,,6.55,
3,00005,汇丰控股,59.37,61.69,92.15,74.24,66.37,98.71,161.7,-0.92,14.72,,2.05,
4,01398,工商银行,87.67,97.6,88.43,91.17,87.97,74.53,7.54,0.94,6.47,,0.6,
5,00939,建设银行,87.42,101.01,91.02,92.25,94.1,78.46,9.21,0.38,6.3,,0.6,
6,09988,阿里巴巴-W,19.93,84.74,20.37,12.2,98.55,8.33,116.6,2.1,26.31,,1.84,
7,01288,农业银行,93.09,90.08,81.72,94.76,81.61,64.03,6.28,0.48,6.67,,0.69,
8,00857,中国石油股份,72.55,95.69,32.83,89.5,92.66,34.14,9.92,-1.39,10.23,,0.99,
9,03988,中国银行,95.19,98.53,94.53,103.89,87.05,85.64,5.55,0.18,6.53,,0.58,
10,00941,中国移动,4.71,66.78,38.05,21.17,87.69,44.58,80.1,-0.06,11.56,,1.04,
11,03968,招商银行,85.43,82.57,58.35,95.9,80.81,47.73,49.42,0.08,7.39,,0.97,
12,00883,中国海洋石油,78.2,111.06,27.02,93.01,108.49,20.49,24.92,-0.8,7.51,,1.2,
13,02318,中国平安,114.01,91.52,14.98,98.78,79.49,10.69,57.65,2.22,5.76,,0.88,
14,02899,紫金矿业,72.38,106.7,31.89,69.44,111.9,6.76,38.08,2.81,13.17,,4.35,
15,01088,中国神华,82.74,104.23,43.61,95.25,102.46,33.61,45.02,-0.44,16.55,,1.74,
16,01211,比亚迪股份,91.67,96.59,55.7,104.58,95.53,42.81,92.6,-1.07,27.39,,3.21,
17,02628,中国人寿,104.36,63.04,32.01,94.09,30.49,30.51,29.2,3.84,5.11,,1.22,
18,01299,友邦保险,87.21,44.22,10.22,93.54,46.03,21.62,74.2,-0.2,12.32,,2.41,
19,00300,美的集团,92.7,98.41,92.69,96.66,94.15,72.59,98.65,0.0,15.19,,2.85,
20,01810,小米集团-W,92.16,73.09,28.6,85.92,70.63,14.57,28.46,2.52,19.6,,2.36,
21,03328,交通银行,89.57,98.93,85.31,97.83,87.4,73.22,7.57,0.46,6.19,,0.51,
22,09999,网易,58.39,32.46,46.77,79.12,50.6,49.67,195.5,-1.76,16.97,,3.26,
23,01658,邮储银行,91.08,80.88,43.32,89.35,65.83,25.35,5.0,1.21,6.1,,0.51,
24,00981,中芯国际,14.24,27.46,44.54,6.68,28.0,49.79,69.7,2.73,73.47,,3.03,
25,02359,药明康德,20.21,89.56,92.53,31.81,99.62,90.73,199.8,-2.15,23.76,,6.17,
26,00386,中国石油化工股份,107.72,104.88,23.4,111.55,92.74,3.72,4.71,0.21,14.06,,0.59,
27,00388,香港交易所,95.36,112.43,58.55,88.12,111.24,28.5,420.8,0.72,26.94,,8.8,
28,02388,中银香港,41.07,84.48,82.95,69.27,91.09,81.56,50.0,-0.79,13.18,,1.47,
29,02888,渣打集团,16.24,69.81,92.76,45.88,83.23,96.49,229.6,-2.88,11.88,,1.39,
30,09633,农夫山泉,83.14,74.0,19.07,81.26,57.81,1.66,44.08,2.42,25.5,,11.59,
31,02475,立讯精密,68.15,76.91,,23.74,64.98,,63.35,6.65,24.36,,4.33,
32,03690,美团-W,-2.65,52.13,47.47,-5.64,80.89,52.21,78.05,1.1,-10.83,,2.84,
33,02513,智谱,3.39,6.15,23.73,3.5,5.43,38.69,1030.0,-2.74,-92.2,,-4.63,
34,00998,中信银行,103.8,113.28,59.6,98.23,103.79,35.36,8.05,1.77,5.62,,0.53,
35,00728,中国电信,94.11,105.94,28.37,110.06,100.84,17.04,4.86,-1.72,13.05,,0.82,
36,06030,中信证券,69.79,36.16,53.21,8.78,5.36,42.72,27.64,6.39,9.58,,1.2,
37,02259,紫金黄金国际,91.06,111.65,18.17,94.12,111.6,-4.64,158.6,-0.56,21.49,,5.8,
38,03993,洛阳钼业,85.95,73.07,13.78,34.83,58.06,4.68,18.09,7.3,12.25,,3.75,
39,00992,联想集团,9.13,64.96,93.66,7.27,69.88,94.09,30.56,-0.78,60.71,,6.7,
40,00267,中信股份,89.26,104.98,54.33,95.85,94.41,33.54,12.93,0.08,5.78,,0.43,
41,02328,中国财险,98.05,86.61,52.66,97.81,77.77,24.95,16.27,0.68,8.57,,1.09,
42,00016,新鸿基地产,79.8,92.88,44.74,90.2,88.54,41.26,124.6,-0.32,16.41,,0.58,
43,06160,百济神州,57.9,98.57,74.21,44.58,100.0,31.63,228.2,2.24,68.69,,8.67,
44,03986,兆易创新,14.99,-0.31,19.6,16.59,-1.24,40.94,482.0,-2.47,37.22,,7.88,
45,06809,澜起科技,19.59,3.48,37.67,7.28,3.76,55.4,268.2,2.21,114.24,,13.88,
46,01276,恒瑞医药,2.56,0.4,-2.27,-1.63,9.32,6.2,46.72,0.47,35.24,,4.18,
47,02601,中国太保,107.63,75.47,9.46,95.74,60.48,4.43,30.04,2.46,4.8,,0.8,
48,02338,潍柴动力,4.89,34.57,48.93,-6.61,40.17,61.07,32.12,1.97,21.92,,2.59,
49,02611,国泰海通,105.94,58.01,41.67,111.17,24.64,23.02,15.76,3.96,7.52,,0.73,
