排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
50,02378,保诚,96.17,43.45,34.96,107.35,43.34,37.63,110.6,-1.07,8.92,,1.8,
51,00001,长和,69.2,64.67,85.39,48.38,72.04,89.31,70.3,0.57,7.12,,0.47,
52,01919,中远海控,88.16,107.44,83.72,95.02,112.58,59.13,17.55,0.34,9.52,,1.01,
53,00669,创科实业,12.68,65.61,91.04,35.94,84.23,98.06,137.4,-1.86,24.66,,4.3,
54,01109,华润置地,34.4,90.21,52.7,32.59,85.95,40.61,34.78,1.46,8.81,,0.77,
55,01339,中国人民保险集团,114.04,84.92,10.44,109.38,71.24,-1.33,5.42,2.07,5.08,,0.66,
56,02476,胜宏科技,29.95,36.37,9.68,6.43,26.42,,236.6,3.77,44.41,,10.47,
57,01378,中国宏桥,80.04,83.19,-2.67,65.54,69.92,-3.73,23.68,0.85,7.42,,1.52,
58,02020,安踏体育,76.45,75.6,55.65,27.87,52.67,39.92,78.75,9.53,12.06,,2.67,
59,06951,三环集团,-7.42,59.63,,-7.93,78.25,,106.6,-1.66,66.15,,8.05,
60,02269,药明生物,71.52,94.5,75.82,88.18,103.96,46.64,50.75,-2.78,37.05,,3.8,
61,09992,泡泡玛特,92.19,35.09,2.77,95.19,20.26,3.13,154.3,-0.58,13.76,,7.74,
62,01347,华虹宏力,14.69,-5.74,34.98,-2.95,-10.27,59.63,117.5,6.43,254.49,,3.65,
63,00066,港铁公司,41.93,88.24,29.79,90.84,109.95,38.27,32.56,-2.57,8.87,,0.99,
64,06690,海尔智家,99.64,56.71,19.68,95.7,54.64,16.33,21.52,-0.19,9.62,,1.42,
65,00002,中电控股,44.27,100.55,95.31,58.0,111.77,91.25,78.75,-0.06,18.35,,1.8,
66,00175,吉利汽车,73.2,48.22,27.61,96.31,52.5,32.45,18.36,-3.27,10.44,,1.82,
67,02714,牧原股份,17.06,85.77,14.12,9.58,94.26,4.24,33.62,0.78,-138.84,,2.13,
68,03692,翰森制药,13.77,50.88,6.29,4.4,69.21,1.77,31.74,0.51,31.29,,4.43,
69,01801,信达生物,74.82,101.95,78.66,55.36,96.78,37.52,109.8,9.69,134.01,,7.99,
70,03288,海天味业,88.62,80.92,40.85,66.52,77.18,37.23,32.66,0.93,22.95,,4.25,
71,06818,中国光大银行,68.09,42.06,15.97,74.87,35.79,12.77,3.04,0.16,4.24,,0.31,
72,00762,中国联通,39.68,25.57,6.28,40.33,26.87,7.31,5.78,0.0,9.79,,0.41,
73,06031,三一重工,72.17,30.03,7.39,83.49,34.72,13.63,18.86,-2.33,18.37,,1.69,
74,06936,顺丰控股,56.63,84.96,54.27,33.26,86.93,45.18,32.8,1.61,13.53,,1.45,
75,01038,长江基建集团,,,,,,,,,,,,
76,02423,贝壳-W,91.02,105.71,69.84,68.21,93.54,39.97,48.02,5.03,30.47,,2.2,
77,01113,长实集团,77.54,71.24,53.86,75.8,70.97,56.39,46.78,-0.26,12.38,,0.41,
78,00788,中国铁塔,,,,,,,,,,,,
79,00688,中国海外发展,60.78,,,39.85,,,14.35,4.06,,,,
80,06886,华泰证券,81.34,,,44.14,,,17.36,3.77,,,,
81,01898,中煤能源,,,,,,,,,,,,
82,01336,新华保险,110.23,84.74,,92.67,43.79,,49.24,4.28,,,,
83,09973,奇瑞汽车,,,,,,,,,,,,
84,00027,银河娱乐,,,,,,,,,,,,
85,01816,中广核电力,,,,,,,,,,,,
86,01766,中国中车,,,,,,,,,,,,
87,01988,民生银行,,,,,,,,,,,,
88,01377,鼎泰高科,,,,,,,,,,,,
89,02600,中国铝业,,,,,,,,,,,,
90,03606,福耀玻璃,,,,,,,,,,,,
91,01024,快手-W,,,,,,,,,,,,
92,00012,恒基地产,,,,,,,,,,,,
93,01776,广发证券,,,,,,,,,,,,
94,01972,太古地产,,,,,,,,,,,,
95,00358,江西铜业股份,,,,,,,,,,,,
96,00003,香港中华煤气,,,,,,,,,,,,
97,06099,招商证券,,,,,,,,,,,,
98,06869,长飞光纤光缆,,,,,,,,,,,,
99,01929,周大福,,,,,,,,,,,,
100,01171,兖矿能源,,,,,,,,,,,,
