排名,代码,名称,最新价,总市值,流通市值
1,688825,长鑫科技,53.52,3579465022841,241002645728
2,601398,工商银行,7.52,2680175053309,2027483838293
3,601939,建设银行,10.24,2678787906140,98239053885
4,601288,农业银行,6.44,2253890738142,2055932717404
5,600941,中国移动,96.22,2086743747726,86864324163
6,601857,中国石油,10.66,1951003623540,1726089349540
7,601988,中国银行,5.83,1878498360876,1228762951552
8,300750,宁德时代,393.93,1822578172242,1678173715815
9,600519,贵州茅台,1343.0,1678859590143,1678859590143
10,600938,中国海油,32.85,1561358988374,98221500000
11,601138,工业富联,65.6,1301772453830,1301772453830
12,688981,中芯国际,127.96,1095473175283,255864023770
13,300308,中际旭创,921.0,1077325604361,1022254535538
14,601628,中国人寿,37.33,1055121437650,777342374900
15,600036,招商银行,38.7,976008024759,798340149402
16,601088,中国神华,44.07,955853369777,726760042677
17,601318,中国平安,52.6,952461968937,560719423366
18,601899,紫金矿业,33.58,892916197007,691808213641
19,002594,比亚迪,90.41,824285831852,315224726535
20,688256,寒武纪,1105.38,694502482073,694502482073
21,600900,长江电力,28.02,685599460402,685599460402
22,688041,海光信息,287.66,668619095257,668619095257
23,000333,美的集团,84.34,643386636762,580642443069
24,600028,中国石化,5.05,610673846821,478500000644
25,601328,交通银行,6.91,610593748981,180160557422
26,300502,新易盛,428.2,597020712089,537066920256
27,601658,邮储银行,4.93,592068613716,357562056983
28,601728,中国电信,6.3,576494973804,489067290804
29,002371,北方华创,760.0,551523792000,551083484480
30,688347,华虹宏力,273.2,474746853026,111397300000
31,603259,药明康德,159.04,474536737931,393350490324
32,688235,百济神州,293.65,452892043401,33785977099
33,002475,立讯精密,57.35,443763965874,420093068570
34,600030,中信证券,27.7,432792340272,337290461980
35,601998,中信银行,7.6,422903233206,309798794581
36,603993,洛阳钼业,19.0,406491893344,331756001344
37,601166,兴业银行,18.1,383047757185,383047757185
38,002384,东山精密,200.19,366669511831,277527745727
39,688012,中微公司,380.95,364890042471,358929961626
40,600276,恒瑞医药,54.36,360798185151,346762563615
41,600183,生益科技,143.23,347906195654,345434788788
42,002415,海康威视,36.47,334242865429,329911037604
43,601211,国泰海通,18.02,316810664223,242353214912
44,300059,东方财富,19.83,313754223521,264795855238
45,601319,中国人保,6.98,308683454269,247774340949
46,600000,浦发银行,9.17,305414537211,305414537211
47,601601,中国太保,30.48,293228007548,208636863548
48,000858,五 粮 液,75.28,292207450616,292200328074
49,603986,兆易创新,413.17,289939995698,276200812371
50,601869,长飞光纤,345.79,286281307295,140507725598
51,688802,沐曦股份-U,715.29,286187529000,13253318718
52,002379,宏桥控股,21.34,278084062431,24250215889
53,300476,胜宏科技,279.39,274580248904,241726815684
54,000338,潍柴动力,31.31,270525307644,155184650521
55,688795,摩尔线程-U,572.49,269086453950,17303790770
56,688008,澜起科技,215.43,262940505864,246616620759
57,002916,深南电路,385.8,262794072351,256483485810
58,300394,天孚通信,240.05,261852563575,261267551403
59,688820,盛合晶微,138.0,257062825386,23860564734
60,300408,三环集团,127.97,255520075531,239279101589
61,600150,中国船舶,33.89,255043305450,255043305450
62,601816,京沪高铁,5.01,245117653644,245117653644
63,601225,陕西煤业,25.2,244314000000,244314000000
64,300274,阳光电源,117.53,243664538663,186582009995
65,002463,沪电股份,123.01,236715958686,236524917883
66,601919,中远海控,15.42,235434456120,193621800000
67,600309,万华化学,75.06,234973200248,234973200248
68,002938,鹏鼎控股,101.0,234071202458,233393452765
69,688808,联讯仪器,2248.0,230794667416,43377731712
70,002714,牧原股份,39.93,230515736030,130990337848
71,000651,格力电器,40.23,225344552960,222150441139
72,600188,兖矿能源,22.09,221714061122,131686266122
73,000725,京东方Ａ,5.93,219672865420,209727105314
74,000001,平安银行,11.25,218316579728,218313007346
75,600919,江苏银行,11.67,214159956483,214159956483
76,603288,海天味业,36.24,212041872395,201487900139
77,002142,宁波银行,32.04,211579048976,211446126198
78,688072,拓荆科技,703.03,204356046122,198741668226
79,600690,海尔智家,21.75,203963444888,136003367939
80,601066,中信建投,25.7,199347056283,166938745600
81,003816,中国广核,3.93,198460354217,154587307967
82,600406,国电南瑞,24.06,193244053113,192676718458
83,301666,大普微-UW,439.2,191586225312,11645977846
84,301377,鼎泰高科,449.57,190637880978,44444910098
85,601898,中煤能源,14.15,187610087110,129500805660
86,300760,迈瑞医疗,153.6,186132392602,185957705472
87,300433,蓝思科技,35.25,186075615668,175181925317
88,601668,中国建筑,4.5,185941756998,185941756998
89,300604,长川科技,287.11,185353103719,140532143703
90,601336,新华保险,58.83,183522926478,122686396372
91,601985,中国核电,8.81,181204098272,166361739678
92,600025,华能水电,9.69,180535303350,180535303350
93,601818,光大银行,3.03,179029219715,140612651150
94,688498,源杰科技,1429.0,177911038733,175612873776
95,001399,惠科股份,23.95,177404888552,10312073207
96,300033,同花顺,234.0,176117760000,102588153876
97,600930,华电新能,4.21,175617142856,45228852786
98,301308,江波龙,414.3,175274175200,116771238856
99,601688,华泰证券,19.39,175030888811,141678039675
100,002352,顺丰控股,33.23,174966187432,159474600057
