排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,长鑫科技,30.32,,,13.65,,,52.88,-1.2,125.43,57.14,43.28,57.14
2,601398,工商银行,12.89,61.15,67.45,0.26,71.21,65.7,7.6,1.06,7.29,88.61,0.69,55.07
3,601939,建设银行,44.31,66.32,84.4,29.15,69.52,90.43,10.3,0.59,7.88,96.36,0.76,70.0
4,601288,农业银行,17.89,69.78,25.31,-3.93,75.8,13.57,6.56,1.86,7.8,89.95,0.81,78.18
5,600941,中国移动,20.01,91.06,54.45,21.5,89.76,40.42,96.11,-0.11,15.35,40.95,1.47,31.72
6,601857,中国石油,12.4,98.89,27.89,25.2,109.4,28.93,10.56,-0.94,12.22,53.49,1.19,84.26
7,601988,中国银行,57.87,73.14,87.54,29.71,65.67,84.11,5.95,2.06,7.82,97.66,0.7,81.63
8,300750,宁德时代,40.11,83.9,41.94,27.45,65.41,45.2,396.3,0.6,21.57,16.68,4.83,32.19
9,600519,贵州茅台,85.74,113.04,50.85,69.13,101.74,37.09,1355.29,0.92,20.48,11.53,6.25,3.06
10,600938,中国海油,80.18,90.78,19.73,88.16,65.82,16.2,32.63,-0.67,12.44,90.64,1.85,77.08
11,601138,工业富联,69.98,46.07,38.55,79.32,34.88,34.58,65.23,-0.56,27.59,87.56,7.37,93.15
12,688981,中芯国际,84.37,7.59,48.6,72.56,5.99,59.31,129.44,1.16,219.63,92.54,7.4,93.97
13,300308,中际旭创,41.95,4.48,41.41,40.81,0.39,58.78,921.04,0.0,72.07,77.7,30.27,97.27
14,601628,中国人寿,16.49,64.45,21.49,9.02,82.26,16.2,37.46,0.35,7.31,4.93,1.77,15.45
15,600036,招商银行,1.9,85.39,61.97,-0.31,94.05,44.8,38.77,0.18,6.49,23.59,0.86,8.42
16,601088,中国神华,73.66,78.07,45.36,62.28,65.11,44.99,44.34,0.61,18.65,96.75,2.0,89.67
17,601318,中国平安,-0.78,87.08,9.21,-11.59,96.25,3.99,52.8,0.38,7.2,5.17,0.94,17.61
18,601899,紫金矿业,11.05,96.12,21.58,41.89,112.95,13.67,32.21,-4.08,13.88,12.78,4.34,81.87
19,002594,比亚迪,8.85,81.78,40.91,13.05,91.89,43.25,89.71,-0.77,29.69,28.18,3.53,29.23
20,688256,寒武纪,48.95,4.18,48.0,52.78,7.78,64.81,1105.5,0.01,208.45,78.68,51.24,89.07
21,600900,长江电力,38.23,71.13,88.71,26.3,74.84,87.1,28.24,0.79,19.15,51.29,3.03,73.54
22,688041,海光信息,82.24,9.57,44.51,86.67,15.11,57.96,286.0,-0.58,243.85,89.59,28.29,93.2
23,000333,美的集团,19.04,75.04,80.17,22.08,81.83,83.06,84.19,-0.18,14.53,51.48,2.76,39.95
24,601328,交通银行,8.58,77.66,66.51,0.09,86.74,54.29,6.93,0.29,6.35,84.74,0.53,48.33
25,600028,中国石化,3.06,85.44,2.75,20.19,105.02,-0.74,4.99,-1.19,16.97,84.88,0.72,32.25
26,300502,新易盛,76.63,13.21,46.55,73.74,7.45,62.19,429.9,0.4,55.81,57.89,29.41,96.65
27,601658,邮储银行,1.49,61.98,34.85,-5.85,78.87,29.85,4.95,0.41,6.76,57.13,0.58,5.81
28,601728,中国电信,49.6,102.8,60.71,25.44,92.77,38.98,6.43,2.06,18.58,72.97,1.26,66.92
29,002371,北方华创,88.95,23.81,56.35,100.54,29.39,65.7,738.6,-2.82,96.12,46.56,13.64,85.79
30,603259,药明康德,91.03,103.23,97.75,88.96,101.9,89.1,162.33,2.07,22.35,32.4,5.81,50.87
31,688347,华虹宏力,103.19,13.83,53.79,110.48,13.52,60.85,276.99,1.39,975.52,80.6,10.64,96.17
32,688235,百济神州,74.43,92.45,67.05,82.4,96.25,36.44,292.18,-0.5,105.25,90.53,13.64,84.34
33,600030,中信证券,20.18,47.1,81.15,-1.57,65.14,80.77,27.84,0.51,12.91,10.19,1.49,47.66
34,002475,立讯精密,59.07,8.23,30.44,50.95,7.37,47.48,56.06,-2.25,25.2,31.67,4.91,37.61
35,601998,中信银行,45.11,88.06,50.14,21.61,82.03,42.98,7.69,1.18,6.01,68.95,0.58,60.24
36,603993,洛阳钼业,-7.38,57.62,7.52,12.6,81.49,16.35,18.41,-3.11,16.31,21.34,4.43,89.81
37,601166,兴业银行,-6.73,80.83,45.93,-15.74,91.74,37.54,18.17,0.39,4.96,33.92,0.46,6.65
38,002384,东山精密,98.68,13.75,57.23,105.05,2.02,62.52,202.11,0.96,181.46,96.75,16.35,97.37
39,600276,恒瑞医药,63.12,75.24,37.4,79.48,83.43,27.32,53.76,-1.1,43.95,5.41,5.61,3.78
40,688012,中微公司,94.71,27.63,61.06,101.16,32.66,69.3,370.42,-2.76,130.02,71.3,14.6,77.77
41,600183,生益科技,98.45,28.65,54.24,110.23,13.54,52.8,141.74,-1.04,87.64,98.66,19.2,98.66
42,002415,海康威视,-8.02,77.1,82.85,17.36,96.92,92.46,35.66,-2.22,19.89,11.53,3.87,25.41
43,601211,国泰海通,51.62,36.86,48.03,24.26,53.21,40.02,18.15,0.72,14.53,59.43,0.98,31.91
44,300059,东方财富,-4.92,52.54,29.42,6.84,63.06,26.6,19.78,-0.25,23.88,5.26,3.27,11.58
45,601319,中国人保,11.37,70.84,8.16,-2.1,85.82,3.83,7.03,0.72,7.3,6.66,0.97,19.22
