排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
93,300274,阳光电源,6.45,-0.54,-17.6,5.73,3.01,-9.84,87.0,-0.97,16.42,26.13,3.6,32.05,102.186,115.842,0.0,-14.86,0.75,0.62,30.07,30.58,6.03,光伏设备,三周期共振超卖 / 估值+超卖双低
49,600276,恒瑞医药,10.84,-15.15,-3.82,27.84,-8.26,8.04,44.71,-2.19,38.41,1.8,4.6,0.05,48.148,51.685,0.0,-7.14,1.42,0.88,32.14,3.14,0.08,化学制药,三周期共振超卖 / 估值+超卖双低
83,601066,中信建投,-4.72,-1.71,41.86,0.48,4.45,54.75,24.25,-0.45,14.96,0.65,2.15,13.31,25.115,26.336,0.0,-3.44,0.69,0.62,3.22,0.08,9.59,证券Ⅱ,估值+超卖双低
102,002352,顺丰控股,-2.86,5.01,20.21,3.43,33.22,26.07,31.62,-0.69,15.3,1.61,1.62,0.14,32.547,32.854,0.0,-2.85,0.84,0.64,,2.81,0.25,,估值+超卖双低
45,601211,国泰海通,7.64,0.52,43.99,9.63,4.63,45.84,17.52,0.11,9.53,3.65,0.93,25.37,17.74,18.187,0.0,-1.24,0.58,0.47,6.52,6.36,44.21,证券Ⅱ,估值+超卖双低
19,002594,比亚迪,-0.71,7.31,29.03,1.01,42.59,37.48,85.88,-0.8,26.6,23.0,3.26,25.65,89.146,88.921,1.0,-3.66,0.78,0.57,15.61,40.08,0.58,乘用车,估值+超卖双低 / 多头回踩MA20
47,300059,东方财富,-0.04,4.99,21.01,-3.32,8.95,25.81,18.91,0.37,20.52,1.56,3.04,8.68,19.167,19.815,0.0,-1.34,0.62,0.52,21.89,2.73,15.12,证券Ⅱ,估值+超卖双低
17,601318,中国平安,5.97,92.4,27.53,11.62,105.82,18.17,56.26,1.01,6.39,0.47,0.99,28.17,54.863,52.675,1.0,2.55,0.61,0.68,29.45,0.74,49.09,保险Ⅱ,估值+超卖双低
90,688795,摩尔线程-U,2.68,-4.73,3.99,4.89,-5.38,15.39,387.15,-3.24,-245.44,72.58,14.94,0.54,524.074,598.785,0.0,-26.13,1.85,5.07,35.16,72.58,0.54,半导体,三周期共振超卖
99,301666,大普微-UW,-5.85,7.99,13.47,2.7,12.22,23.24,397.32,-3.02,143.59,11.88,47.53,4.95,429.048,503.441,0.0,-7.39,0.89,0.74,9.08,11.88,4.95,计算机设备,三周期共振超卖 / 估值+超卖双低
5,600941,中国移动,-4.96,84.6,82.23,21.02,105.51,65.84,97.11,-0.6,15.98,53.3,1.48,33.92,98.026,94.418,1.0,-0.93,0.77,0.65,6.72,53.3,33.92,通信服务,多头回踩MA20
84,601336,新华保险,5.18,40.94,11.06,19.63,55.84,7.61,59.93,-0.22,4.22,0.09,1.51,43.76,59.723,60.426,0.0,0.35,0.7,0.86,10.07,0.17,64.63,保险Ⅱ,估值+超卖双低
12,601628,中国人寿,6.83,30.35,29.41,9.14,46.6,25.61,38.15,0.24,4.35,0.14,1.62,6.16,37.957,37.927,1.0,0.51,0.7,0.75,9.99,0.25,10.74,保险Ⅱ,估值+超卖双低
33,600030,中信证券,0.11,17.83,73.62,14.13,26.65,80.67,27.33,-0.04,10.77,0.19,1.45,43.15,27.546,28.014,0.0,-0.78,0.64,0.65,19.65,0.33,61.82,证券Ⅱ,估值+超卖双低
64,601816,京沪高铁,9.89,51.37,74.57,10.47,71.0,77.06,4.8,-0.41,17.23,1.12,1.12,1.43,4.891,4.792,1.0,-1.86,1.03,0.88,5.99,1.49,1.9,铁路公路,估值+超卖双低 / 多头回踩MA20
96,601766,中国中车,10.47,99.35,63.99,34.16,106.54,49.16,6.16,-0.48,12.69,5.93,1.0,13.89,6.132,5.767,1.0,0.46,0.85,0.59,5.49,10.33,24.21,轨交设备Ⅱ,估值+超卖双低
28,688041,海光信息,6.03,-2.77,10.82,27.59,-2.22,31.98,235.8,-0.46,174.44,60.67,21.6,74.12,251.513,296.626,0.0,-6.25,1.05,0.78,39.74,60.67,74.12,半导体,三周期共振超卖
94,600406,国电南瑞,14.89,29.2,2.99,8.13,42.1,9.92,22.45,0.18,21.47,11.33,3.46,25.23,23.05,23.17,0.0,-2.6,0.79,0.55,5.63,0.74,1.49,电网设备,估值+超卖双低
27,601728,中国电信,16.64,75.15,63.78,31.28,89.63,58.54,6.28,-0.48,19.31,78.61,1.22,58.12,6.441,6.061,1.0,-2.5,1.09,0.67,4.99,78.51,57.77,通信服务,多头回踩MA20
44,002415,海康威视,28.29,21.18,66.84,24.5,36.68,87.52,33.75,0.3,18.82,6.69,3.67,17.73,34.703,34.5,1.0,-2.75,0.93,0.79,21.7,11.65,30.91,计算机设备,多头回踩MA20
20,600900,长江电力,17.57,44.94,83.91,10.33,64.28,86.46,28.05,0.65,18.96,48.93,3.18,83.21,28.177,27.709,1.0,-0.45,0.68,0.67,19.56,19.75,71.07,电力,多头回踩MA20
9,600519,贵州茅台,17.9,70.14,38.96,53.88,86.33,39.7,1290.88,-1.41,19.82,4.88,6.42,2.66,1305.169,1273.454,1.0,-1.09,1.28,0.9,41.69,8.51,4.63,白酒Ⅱ,估值+超卖双低 / 多头回踩MA20
