排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业
1,688825,长鑫科技,62.8,80.22,,72.74,78.7,,56.87,-2.6,47.19,15.15,28.66,75.76,57.1,,,-0.4,0.75,0.43,102.77,15.15,75.76,半导体
2,601398,工商银行,26.21,81.72,94.84,24.65,88.8,92.17,8.0,0.76,7.62,94.03,0.72,67.14,7.886,7.611,1.0,1.45,0.69,0.57,17.18,94.21,92.07,银行Ⅱ
3,601939,建设银行,26.0,83.46,98.99,18.88,92.19,104.26,10.82,1.31,8.17,97.34,0.79,73.49,10.677,10.227,1.0,1.34,0.75,0.57,8.46,99.26,99.42,银行Ⅱ
4,601288,农业银行,5.27,81.71,53.76,3.18,93.82,38.97,6.81,0.74,8.0,91.13,0.83,82.5,6.793,6.547,1.0,0.25,0.7,0.51,14.68,84.71,85.21,银行Ⅱ
5,600941,中国移动,-4.96,84.6,82.23,21.02,105.51,65.84,97.11,-0.6,15.98,53.3,1.48,33.92,98.026,94.418,1.0,-0.93,0.77,0.65,6.72,53.3,33.92,通信服务
6,601988,中国银行,40.07,84.67,97.57,41.06,99.08,103.35,6.43,0.63,8.32,99.57,0.75,93.08,6.248,5.967,1.0,2.91,0.56,0.51,9.39,99.26,99.09,银行Ⅱ
7,601857,中国石油,47.78,97.25,47.6,36.48,100.79,41.68,11.32,0.18,11.77,51.3,1.26,93.55,11.101,10.382,1.0,1.97,1.01,0.93,13.52,85.37,93.22,炼化及贸易
8,600938,中国海油,50.33,97.93,34.12,42.59,102.02,28.65,34.18,-0.61,11.74,86.68,1.9,79.74,33.618,31.152,1.0,1.67,0.9,0.86,13.39,86.68,79.74,油气开采Ⅱ
9,600519,贵州茅台,17.9,70.14,38.96,53.88,86.33,39.7,1290.88,-1.41,19.82,4.88,6.42,2.66,1305.169,1273.454,1.0,-1.09,1.28,0.9,41.69,8.51,4.63,白酒Ⅱ
10,300750,宁德时代,22.41,10.07,0.49,12.76,24.56,24.09,336.84,0.4,18.34,7.58,4.11,8.48,371.385,379.433,0.0,-9.3,1.27,1.5,129.57,12.48,13.64,电池
11,601138,工业富联,78.31,75.01,41.15,79.62,65.24,37.74,65.24,0.76,27.6,87.48,7.37,93.02,63.735,64.54,0.0,2.36,0.67,0.58,49.72,79.59,89.67,消费电子
12,601628,中国人寿,6.83,30.35,29.41,9.14,46.6,25.61,38.15,0.24,4.35,0.14,1.62,6.16,37.957,37.927,1.0,0.51,0.7,0.75,9.99,0.25,10.74,保险Ⅱ
13,300308,中际旭创,97.05,14.12,30.32,84.5,-1.01,35.52,908.9,0.72,52.34,58.13,26.86,96.59,887.894,1026.495,0.0,2.37,0.71,0.56,184.21,63.14,94.05,通信设备
14,600036,招商银行,64.63,95.04,98.49,68.33,99.17,76.24,41.0,0.24,6.82,32.43,0.9,16.79,39.801,38.356,1.0,3.01,0.62,0.53,17.74,56.53,29.26,银行Ⅱ
15,688981,中芯国际,-1.07,-0.27,34.95,13.89,1.28,47.92,120.51,-0.83,143.16,63.65,6.02,83.94,125.891,137.264,0.0,-4.27,0.77,0.45,26.47,61.24,84.63,半导体
16,601088,中国神华,26.27,91.16,78.3,6.43,101.7,73.1,47.33,2.18,19.02,97.34,2.28,98.86,46.802,43.926,1.0,1.13,0.99,1.0,13.94,95.37,98.02,煤炭开采
17,601318,中国平安,5.97,92.4,27.53,11.62,105.82,18.17,56.26,1.01,6.39,0.47,0.99,28.17,54.863,52.675,1.0,2.55,0.61,0.68,29.45,0.74,49.09,保险Ⅱ
18,601899,紫金矿业,79.29,95.47,40.53,43.86,94.73,28.84,34.4,1.59,13.52,11.38,4.53,84.59,33.547,30.811,1.0,2.54,1.01,0.76,68.03,19.83,86.03,工业金属
19,002594,比亚迪,-0.71,7.31,29.03,1.01,42.59,37.48,85.88,-0.8,26.6,23.0,3.26,25.65,89.146,88.921,1.0,-3.66,0.78,0.57,15.61,40.08,0.58,乘用车
20,600900,长江电力,17.57,44.94,83.91,10.33,64.28,86.46,28.05,0.65,18.96,48.93,3.18,83.21,28.177,27.709,1.0,-0.45,0.68,0.67,19.56,19.75,71.07,电力
21,600028,中国石化,83.46,102.64,24.14,67.93,97.43,13.0,5.61,0.36,18.87,88.34,0.8,42.29,5.307,5.06,1.0,5.71,0.98,0.93,12.75,89.5,41.07,炼化及贸易
