日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-09,1301393.0,1000445.0,18699.0,18731.0,1.87,1794,3642,116,61,12,33.0,-0.68,2.94,73.7,33.0,53.3,温和
