排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
60,002463,沪电股份,127.55,245452569144,245259738927,元件,6100788161.49,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
61,000338,潍柴动力,27.85,240630144295,138035532323,汽车零部件,3085515060.95,8.0,8.847564221,77.01,36.463711828511,21.463923593
62,688008,澜起科技,195.3,238371075501,223572510951,半导体,3693163431.0,10.72,26.6585396711,19.97,72.325559587892,65.3126948791
63,300408,三环集团,117.77,235153546107,220207078176,元件,6136462374.63,8.61,54.824030357,19.32,56.17646712233,44.3196613034
64,601816,京沪高铁,4.8,234843260976,234843260976,铁路公路,598630371.0,3.21,3.9425045373,67.71,7.206589578335,45.360774803
65,688820,盛合晶微,124.78,232436951824,21574791794,半导体,1246308889.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
66,300476,胜宏科技,233.51,229490081684,202031671607,元件,6290028922.89,11.8,28.773550864,28.57,33.300010849125,33.221347957
67,002142,宁波银行,34.66,228880456851,228734658209,银行Ⅱ,604176357.58,7.12,11.54467169,165.62,12.117519631736,0.0
68,000001,平安银行,11.7,227049242917,227046514395,银行Ⅱ,682946782.66,5.22,1.7755999135,256.96,3.321270607157,0.0
69,600919,江苏银行,12.33,226271830629,226271830629,银行Ⅱ,657669170.0,7.86,9.1107021147,218.76,8.089489422095,0.0
70,600188,兖矿能源,22.15,222316272243,132043947243,煤炭开采,1218918235.0,6.87,13.0051222512,71.5,47.747879557371,30.6006985281
71,000651,格力电器,38.87,217726641153,214286150560,白色家电,1365525371.87,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
72,003816,中国广核,4.3,217144943338,169141355838,电力,331580262.0,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
73,002938,鹏鼎控股,92.45,214256264032,213635888199,元件,2008319896.59,3.71,5.141159863,12.84,4.109207036209,23.9752902042
74,688498,源杰科技,1718.0,213891647686,211128703392,半导体,4491656861.0,22.1,351.4010703617,6.07,1212.19540823559,80.4246767203
75,688802,沐曦股份-U,532.0,212853200000,9857212540,半导体,868707498.0,4.53,44.6659638137,6.12,429.462930125319,57.2152440602
76,688836,宇树科技-W,513.93,207866358256,15462981940,自动化设备,1655846761.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
77,000725,京东方Ａ,5.55,205596020755,196287594349,光学光电子,4106974879.85,3.82,1.8307997684,52.48,61.621332999777,15.0316321123
78,603268,松发股份,197.7,201400339236,46113483878,航海装备Ⅱ,1063685764.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
79,603288,海天味业,34.36,201041907712,191035437328,调味发酵品Ⅱ,487399584.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
80,601898,中煤能源,15.13,200603577242,138469766052,煤炭开采,596654620.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
81,300760,迈瑞医疗,165.2,200189266001,200001386354,医疗器械,1868054816.99,12.01,5.9963299224,47.97,-5.365709111143,60.8335255872
82,600690,海尔智家,21.3,198155777893,131601771503,白色家电,423662870.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
83,601066,中信建投,24.25,188099848827,157520022599,证券Ⅱ,321662996.0,8.27,51.1077143242,76.39,69.437027116444,0.0
84,601336,新华保险,59.93,186954427738,124980379646,保险Ⅱ,1007182980.0,18.87,18.8703759227,227.93,54.017163321846,0.0
85,600031,三一重工,20.22,185922989716,171352166548,工程机械,1371106708.0,6.16,19.4868647877,56.9,9.131357029292,27.7819043049
86,601985,中国核电,9.03,185729058728,170516062349,电力,616594672.0,3.05,-6.2848823048,36.41,-35.740640009377,36.4732695406
87,300433,蓝思科技,35.12,185389379354,174447681192,消费电子,2047229075.28,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
88,688072,拓荆科技,631.18,184413924559,179373338752,半导体,1719912517.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
89,600989,宝丰能源,24.91,182673997600,182673997600,化学原料,2250617619.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
90,688795,摩尔线程-U,387.15,181971424212,21680400000,半导体,3515702664.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
91,600025,华能水电,9.75,181653169006,181653169006,电力,282628911.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
92,601668,中国建筑,4.39,181396514049,181396514049,房屋建设Ⅱ,797158139.0,4.61,-11.9615548688,230.0,-24.340999953882,10.2935341527
93,300274,阳光电源,87.0,180369393888,138114820638,光伏设备,3007495912.47,10.73,-28.9913921923,52.59,-32.012976909209,35.92153915
94,600406,国电南瑞,22.45,180312925702,179783554837,电网设备,563423730.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
95,601818,光大银行,3.03,179029219715,140612651150,银行Ⅱ,356348468.0,3.28,-4.3235535059,187.11,-24.006985622614,0.0
96,601766,中国中车,6.16,176785002782,149859235976,轨交设备Ⅱ,548815885.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
97,601688,华泰证券,19.32,174399008346,141166566608,证券Ⅱ,523359449.0,6.3,45.8621225486,116.92,54.86615652396,0.0
98,302132,中航成飞,65.15,174086753146,38182427860,航空装备Ⅱ,1096335513.26,4.93,-26.7359730193,7.09,-22.321204178495,11.0420778902
99,301666,大普微-UW,397.32,173317484155,10535473401,计算机设备,908128633.4,77.43,531.1701845514,13.34,477.083656706601,34.9035465253
100,601600,中国铝业,10.03,172064362410,132429499247,工业金属,2506284194.0,14.67,7.7352789894,118.71,67.906935233662,26.9404981068
