排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
31,09633,农夫山泉,43.14,1.41,4851.73,3.74,27.62,11.1
32,02513,智谱,1007.0,-10.81,4688.82,42.89,-90.14,-4.53
33,02475,立讯精密,58.85,-3.68,4553.71,1.11,23.69,4.29
34,00998,中信银行,8.0,-0.06,4451.61,1.42,5.58,0.53
35,00728,中国电信,4.84,-0.92,4428.95,3.07,13.01,0.82
36,02259,紫金黄金国际,159.4,-0.56,4266.08,22.23,21.6,5.83
37,06030,中信证券,26.08,-0.61,4074.81,2.17,9.04,1.14
38,00267,中信股份,13.02,-1.29,3787.55,2.65,5.82,0.44
39,03993,洛阳钼业,17.3,1.76,3701.22,8.07,11.71,3.58
40,00992,联想集团,29.64,-0.47,3676.74,28.16,58.88,6.5
41,00016,新鸿基地产,126.3,-1.48,3659.9,4.65,16.64,0.59
42,02328,中国财险,16.25,0.99,3614.45,3.02,8.56,1.09
43,06160,百济神州,221.4,-2.89,3414.62,6.72,66.64,10.05
44,03986,兆易创新,471.0,-6.36,3305.22,10.2,36.37,7.7
45,01276,恒瑞医药,46.46,-3.61,3083.64,5.69,35.05,4.15
46,06809,澜起科技,250.0,-8.09,3051.35,6.33,106.48,12.94
47,02601,中国太保,29.4,-0.2,2828.38,2.12,4.7,0.78
48,02378,保诚,110.0,0.27,2747.63,0.06,8.88,1.79
49,01919,中远海控,17.94,-0.06,2739.1,5.0,9.73,1.03
50,02338,潍柴动力,31.18,-6.7,2694.02,8.16,21.28,2.52
51,00001,长和,69.95,-1.2,2679.12,4.96,7.09,0.46
52,02611,国泰海通,15.18,1.0,2668.8,1.47,7.24,0.7
53,00669,创科实业,142.7,-0.35,2608.15,5.25,25.61,4.47
54,01109,华润置地,34.22,-3.28,2440.21,8.93,8.67,0.76
55,01378,中国宏桥,23.9,3.11,2346.84,9.81,7.49,1.53
56,01339,中国人民保险集团,5.29,0.28,2339.45,0.82,4.95,0.65
57,02476,胜宏科技,223.0,-4.54,2191.61,4.68,41.86,9.87
58,06951,三环集团,105.3,-7.39,2102.54,0.72,65.35,7.96
59,00066,港铁公司,33.68,-0.71,2096.52,1.19,9.18,1.03
60,09992,泡泡玛特,155.0,4.03,2064.26,30.47,13.83,7.77
61,02020,安踏体育,72.7,-1.89,2033.17,4.23,13.51,2.79
62,02269,药明生物,48.6,-4.71,2014.47,21.36,37.07,3.84
63,06690,海尔智家,21.28,-0.28,1995.56,2.11,9.52,1.41
64,00002,中电控股,78.95,-1.07,1994.63,2.08,18.4,1.81
65,00175,吉利汽车,18.47,-1.49,1992.01,6.83,10.5,1.83
66,02714,牧原股份,32.82,-2.61,1894.7,1.33,-135.54,2.08
67,01347,华虹宏力,108.8,-5.23,1890.65,35.76,235.64,3.38
68,03692,翰森制药,31.06,-6.11,1883.53,5.27,30.62,4.8
69,03288,海天味业,32.08,0.12,1877.02,0.4,22.96,3.94
70,06818,中国光大银行,3.085,1.31,1822.79,0.23,4.29,0.32
71,00762,中国联通,5.805,-0.09,1776.22,2.52,9.83,0.41
72,01801,信达生物,99.5,-2.83,1734.96,10.88,192.62,8.05
73,06936,顺丰控股,32.5,-0.37,1708.9,0.22,13.41,1.44
74,06031,三一重工,18.56,-2.57,1706.59,0.45,18.07,1.66
75,01038,长江基建集团,66.5,-0.08,1675.54,1.16,6.66,1.13
76,01113,长实集团,47.32,0.0,1656.1,1.41,12.52,0.41
77,00788,中国铁塔,9.35,0.0,1645.68,1.2,10.84,0.69
78,02423,贝壳-W,47.0,3.57,1614.81,8.0,29.82,2.16
79,00027,银河娱乐,35.88,-0.33,1571.27,4.53,14.67,1.86
80,09973,奇瑞汽车,26.5,-1.71,1539.28,0.63,7.59,2.47
81,01988,民生银行,3.5,0.0,1532.38,0.56,4.63,0.24
82,01898,中煤能源,11.53,3.04,1528.72,2.39,8.76,0.8
83,06886,华泰证券,16.81,-0.94,1517.42,1.22,7.73,0.75
84,00688,中国海外发展,13.83,-1.91,1513.68,3.01,10.77,0.35
85,01766,中国中车,5.24,0.0,1503.82,0.78,9.49,0.74
86,01336,新华保险,47.72,-0.25,1488.65,2.77,3.62,1.06
87,01377,鼎泰高科,348.0,0.29,1475.68,0.56,135.78,39.82
88,02600,中国铝业,8.575,2.08,1471.04,4.34,8.94,1.61
89,00012,恒基地产,30.18,-0.07,1461.13,4.8,21.38,0.45
90,01972,太古地产,25.26,-0.55,1454.34,0.54,44.07,0.54
91,03606,福耀玻璃,55.6,-3.14,1451.02,0.8,15.1,3.3
92,01024,快手-W,33.02,-4.07,1428.75,20.89,8.02,1.51
93,01816,中广核电力,2.815,-2.26,1421.54,0.95,13.36,1.0
94,00003,香港中华煤气,7.495,-0.07,1398.56,3.28,21.97,2.32
95,01776,广发证券,17.63,0.23,1379.52,0.49,7.88,0.88
96,01929,周大福,13.53,-0.07,1334.91,2.44,14.83,4.31
97,01308,海丰国际,48.72,-0.69,1321.06,3.9,13.38,5.95
98,00006,电能实业,61.5,-1.52,1310.63,1.8,7.32,1.27
99,01171,兖矿能源,12.98,1.72,1302.78,4.3,11.95,1.5
100,09987,百胜中国,378.8,-2.32,1296.37,3.07,17.09,3.11
