排名,代码,名称,最新价,总市值,流通市值
1,688825,C长鑫,53.97,3609561421576,243029013265
2,601398,工商银行,7.99,2847685994141,2154201578187
3,601939,建设银行,10.85,2838364138830,104091185025
4,601288,农业银行,6.9,2414882933724,2202785054361
5,600941,中国移动,97.41,2112208858823,87938617924
6,601857,中国石油,11.08,2027872434223,1794096622223
7,601988,中国银行,6.06,1952607215593,1277239019967
8,300750,宁德时代,395.3,1828916689481,1684010026811
9,600519,贵州茅台,1350.6,1688360210311,1688360210311
10,600938,中国海油,32.26,1533316315524,96457400000
11,601138,工业富联,56.7,1125160032503,1125160032503
12,601628,中国人寿,39.52,1117021141600,822945905600
13,688981,中芯国际,123.99,1061454335320,247925760451
14,300308,中际旭创,902.01,1055112343528,1001176779154
15,600036,招商银行,39.62,999210282712,817318778277
16,601318,中国平安,54.9,994109545526,585237573057
17,601088,中国神华,45.69,990990253350,753475524164
18,601899,紫金矿业,32.95,876164046795,678829083963
19,002594,比亚迪,95.77,873154010800,333912974895
20,600900,长江电力,29.09,711780453358,711780453358
21,688256,寒武纪,1106.0,694892023714,694892023714
22,000333,美的集团,87.6,668057117017,602887667556
23,688041,海光信息,277.0,643841651207,643841651207
24,600028,中国石化,5.26,636068204808,498398020473
25,601328,交通银行,7.18,634451970721,187200116105
26,601658,邮储银行,5.18,622092377089,375694007134
27,601728,中国电信,6.3,576494973804,489067290804
28,300502,新易盛,396.01,552139589431,496692833000
29,002371,北方华创,687.0,498548480400,498150465576
30,002475,立讯精密,57.48,444048965932,421045320254
31,601998,中信银行,7.82,435145168904,318766654424
32,600030,中信证券,28.43,421348146348,346179344191
33,603993,洛阳钼业,19.52,417616934636,340835639276
34,688347,华虹宏力,237.9,413405111036,97003725000
35,601166,兴业银行,18.9,399978044796,399978044796
36,688235,百济神州,257.05,396221781711,29574954583
37,603259,药明康德,128.43,383203931417,317643381994
38,600276,恒瑞医药,54.08,358939769186,344976442978
39,002415,海康威视,37.65,345057413858,340585428182
40,688012,中微公司,344.0,329497767712,324115781072
41,601319,XD中国人,7.37,325930810597,261618466017
42,601211,国泰海通,18.36,323665577988,247803271143
43,300059,东方财富,20.17,319133771479,269335975802
44,600000,浦发银行,9.51,316738522233,316738522233
45,002384,东山精密,171.48,314084059587,237726449060
46,601601,中国太保,32.36,311314249484,221505541484
47,000858,五 粮 液,78.0,302765424390,302758044498
48,688802,沐曦股份-U,688.87,275616887000,12763793238
49,002379,宏桥控股,20.77,270656325056,23602482850
50,688795,摩尔线程-U,570.48,268141697234,17243037535
51,603986,兆易创新,378.6,265680669872,253091046212
52,600150,中国船舶,35.18,264751356912,264751356912
53,600183,生益科技,105.64,256599947699,254777149253
54,601816,京沪高铁,5.13,250988735168,250988735168
55,688008,澜起科技,204.9,250088240503,234562250353
56,000338,潍柴动力,27.95,241494166357,138531171577
57,601225,陕西煤业,24.8,240436000000,240436000000
58,601919,中远海控,15.63,238640761943,196258672763
59,000651,格力电器,42.3,236939462844,233581000750
60,600309,万华化学,74.51,233251440853,233251440853
61,688820,盛合晶微,122.9,228934936521,21249734825
62,002714,牧原股份,39.26,226647825905,128792400594
63,000001,平安银行,11.63,225690828643,225687135594
64,603288,海天味业,38.44,224944150847,213749484911
65,601869,长飞光纤,271.5,224776236822,110320852251
66,300408,三环集团,111.68,222004391417,208819958315
67,600690,海尔智家,23.19,217467231584,145007728851
68,600919,江苏银行,11.83,217096168397,217096168397
69,300274,阳光电源,103.37,214307864899,164102787346
70,002142,宁波银行,31.88,210522474449,210390215455
71,002916,深南电路,308.0,209799311260,204761310600
72,003816,中国广核,4.13,208560067562,162454296312
73,000725,京东方Ａ,5.51,204114247633,194872908985
74,600188,兖矿能源,20.19,202644042284,120359697284
75,601066,中信建投,25.77,199890024919,167393442572
76,002463,沪电股份,103.75,199652716964,199491587923
77,601336,新华保险,63.14,196968172324,131674639928
78,600406,国电南瑞,24.35,195573262399,194999089545
79,601668,中国建筑,4.7,194205835087,194205835087
80,688072,拓荆科技,664.97,193292803990,187982372190
81,300760,迈瑞医疗,158.88,192632688679,192467118083
82,600031,三一重工,20.55,188957341180,174148715260
83,002938,鹏鼎控股,81.5,188879237627,188332340598
84,600025,华能水电,10.12,188546673881,188546673881
85,601818,光大银行,3.17,187301196863,147109605328
86,300476,胜宏科技,190.4,187122228395,164733117528
87,300394,天孚通信,171.01,186541999154,186125240431
88,601985,中国核电,9.06,186346098790,171082560895
89,002352,顺丰控股,34.99,184233129649,167921042912
90,601898,中煤能源,13.8,182969554920,126297605520
91,600930,华电新能,4.25,177285714285,45658580603
92,601688,华泰证券,19.62,177107067481,143358594040
93,300033,同花顺,234.96,176840294400,103009028353
94,601766,中国中车,6.16,176785002782,149859235976
95,301666,大普微-UW,403.0,175795193080,10686086229
96,300124,汇川技术,64.06,173449108653,154404760963
97,600887,伊利股份,27.1,171417274076,170565495439
98,001248,华润新能,13.18,171412817655,14002481965
99,600989,宝丰能源,23.29,170793954400,170793954400
100,601995,中金公司,35.32,170498712578,103259518981
