排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
43,300059,东方财富,70.56,63.47,26.6,20.17,0.9,24.35,7.3,3.34,13.98
44,600000,浦发银行,87.6,99.04,16.38,9.51,-2.06,6.3,75.16,0.42,32.68
45,002384,东山精密,0.95,-7.68,62.52,171.48,5.98,153.96,95.48,13.87,96.78
46,601601,中国太保,68.1,102.15,1.59,32.36,-1.34,5.77,1.87,0.97,12.54
47,000858,五 粮 液,89.57,74.19,13.07,78.0,-0.71,24.03,36.23,2.37,1.49
48,688802,沐曦股份-U,-0.96,18.05,68.52,688.87,2.51,-420.29,39.33,21.04,48.67
49,002379,宏桥控股,72.01,92.09,6.89,20.77,-1.1,13.73,73.52,5.18,84.05
50,688795,摩尔线程-U,25.95,4.92,32.97,570.48,5.64,-312.18,39.87,23.28,17.09
51,603986,兆易创新,19.94,-12.32,47.83,378.6,2.02,92.42,48.87,10.51,70.25
52,600150,中国船舶,114.28,37.85,37.7,35.18,1.59,23.42,26.81,1.77,25.66
53,600183,生益科技,12.23,-9.35,52.8,105.64,5.56,65.32,97.5,14.31,97.69
54,601816,京沪高铁,82.37,104.38,63.54,5.13,-1.54,18.8,6.5,1.19,10.29
55,688008,澜起科技,40.68,3.25,60.01,204.9,4.13,97.78,72.49,12.0,78.36
56,000338,潍柴动力,79.82,22.74,65.35,27.95,7.67,21.36,94.62,2.53,86.02
57,601225,陕西煤业,46.81,72.26,52.37,24.8,0.24,14.87,97.98,2.35,83.57
58,601919,中远海控,95.96,117.27,41.94,15.63,-0.45,9.53,58.91,1.01,34.41
59,000651,格力电器,96.87,108.65,85.86,42.3,-0.4,8.12,42.19,1.56,7.16
60,600309,万华化学,77.63,82.01,26.94,74.51,-2.68,17.72,63.33,2.09,9.47
61,688820,盛合晶微,12.72,-8.37,,122.9,4.17,232.28,17.14,15.83,17.14
62,002714,牧原股份,30.79,94.73,18.71,39.26,-1.65,23.17,68.33,2.63,1.92
63,000001,平安银行,103.2,106.76,72.1,11.63,0.17,5.24,35.32,0.49,12.16
64,603288,海天味业,89.2,105.67,55.91,38.44,-0.57,30.9,3.7,5.35,4.81
65,601869,长飞光纤,4.37,-19.51,52.15,271.5,3.37,194.25,93.84,15.79,95.64
66,300408,三环集团,86.45,2.3,68.3,111.68,6.06,77.18,98.27,9.91,98.27
67,600690,海尔智家,90.92,107.27,24.11,23.19,-0.34,11.62,9.08,1.74,4.04
68,600919,江苏银行,104.76,98.42,96.54,11.83,0.08,6.15,82.75,0.82,91.01
69,300274,阳光电源,10.91,-4.83,8.79,103.37,-0.33,17.97,31.62,4.4,40.75
70,002142,宁波银行,59.78,90.88,69.72,31.88,-3.1,6.99,31.28,0.91,27.92
71,002916,深南电路,20.37,-6.52,58.15,308.0,8.26,57.72,88.56,11.6,86.98
72,003816,中国广核,69.94,41.65,33.87,4.13,-0.72,21.99,90.83,1.66,69.82
73,000725,京东方Ａ,15.97,-1.1,52.36,5.51,2.8,34.3,54.2,1.5,63.09
74,600188,兖矿能源,18.88,22.85,46.98,20.19,-0.39,21.21,96.92,2.65,78.14
75,601066,中信建投,22.27,22.49,59.16,25.77,-0.27,17.75,7.21,2.32,19.54
76,002463,沪电股份,18.45,-1.77,61.58,103.75,7.46,46.41,94.04,11.89,97.16
77,601336,新华保险,15.98,82.89,2.69,63.14,0.69,5.34,2.84,1.59,49.21
78,600406,国电南瑞,91.39,81.22,18.36,24.35,0.12,23.51,29.31,3.66,37.53
79,601668,中国建筑,77.59,116.27,36.68,4.7,-0.42,5.12,62.18,0.39,1.49
80,688072,拓荆科技,17.93,39.85,69.21,664.97,3.58,117.56,71.8,26.67,97.02
81,300760,迈瑞医疗,90.23,97.62,23.46,158.88,-1.7,24.58,9.94,4.8,3.28
82,600031,三一重工,93.43,105.54,21.34,20.55,-1.34,22.44,50.41,2.09,25.85
83,002938,鹏鼎控股,9.79,-4.47,59.27,81.5,7.17,50.88,97.11,5.45,85.99
84,600025,华能水电,47.82,99.82,63.41,10.12,-0.2,22.08,79.05,2.66,75.83
85,601818,光大银行,88.65,104.21,32.03,3.17,-0.63,4.95,44.79,0.37,2.79
86,300476,胜宏科技,7.23,-8.13,17.47,190.4,5.57,39.99,75.4,10.75,87.31
87,300394,天孚通信,11.25,-10.44,37.98,171.01,6.81,85.89,89.62,31.19,93.13
88,601985,中国核电,73.85,67.54,81.84,9.06,-0.11,22.64,88.23,1.55,35.51
89,002352,顺丰控股,92.4,97.11,33.81,34.99,-0.37,16.15,2.64,1.84,3.17
90,601898,中煤能源,41.92,31.56,12.17,13.8,-1.64,10.3,49.69,1.12,85.54
91,600930,华电新能,60.1,1.49,3.83,4.25,0.71,27.69,2.36,1.61,2.36
92,601688,华泰证券,-3.53,42.26,12.41,19.62,-0.41,10.1,18.02,0.99,37.87
93,300033,同花顺,90.17,47.34,32.12,234.96,4.02,52.94,52.38,25.3,95.58
94,601766,中国中车,72.56,102.18,18.78,6.16,-2.69,13.09,8.84,1.01,14.08
95,301666,大普微-UW,4.05,-14.21,,403.0,3.07,13542.04,19.18,219.18,19.18
96,300124,汇川技术,99.54,12.91,19.65,64.06,0.87,36.59,27.49,4.77,2.59
97,600887,伊利股份,72.88,98.0,46.74,27.1,-2.13,14.18,6.58,2.88,5.05
98,001248,华润新能,45.84,4.46,,13.18,0.84,31.9,36.36,1.85,36.36
99,600989,宝丰能源,49.3,73.55,15.45,23.29,-2.47,13.58,8.74,3.28,64.65
100,601995,中金公司,30.82,55.48,54.83,35.32,0.34,15.05,2.72,1.66,11.76
