排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,688825,C长鑫,80.69,,,53.97,2.08,128.02,100.0,44.17,100.0
2,601398,工商银行,86.49,98.16,65.7,7.99,-1.96,7.67,95.24,0.72,67.76
3,601939,建设银行,96.19,93.88,90.43,10.85,-1.09,8.3,97.89,0.8,74.39
4,601288,农业银行,82.88,95.2,13.57,6.9,-2.95,8.21,93.8,0.85,87.03
5,600941,中国移动,83.56,90.04,40.42,97.41,-1.31,15.55,44.17,1.48,34.42
6,601857,中国石油,82.89,112.34,28.93,11.08,-1.69,12.82,56.32,1.25,91.98
7,601988,中国银行,85.94,88.2,84.11,6.06,-1.3,7.96,98.89,0.71,84.72
8,300750,宁德时代,88.62,47.75,45.2,395.3,-1.64,21.52,16.3,4.82,31.78
9,600519,贵州茅台,92.58,107.48,37.09,1350.6,-0.82,20.41,10.72,6.23,2.69
10,600938,中国海油,55.06,66.54,16.2,32.26,-0.89,12.3,90.37,1.83,75.43
11,601138,工业富联,19.88,-3.73,34.58,56.7,5.39,27.68,87.91,6.39,89.28
12,601628,中国人寿,18.48,95.18,16.2,39.52,-0.55,7.72,6.68,1.87,28.02
13,688981,中芯国际,-4.29,9.0,59.31,123.99,0.81,210.37,89.5,7.09,93.11
14,300308,中际旭创,22.16,-3.51,58.78,902.01,4.4,70.58,76.45,29.65,97.36
15,600036,招商银行,78.28,107.2,44.8,39.62,-2.29,6.63,27.29,0.88,11.97
16,601318,中国平安,85.05,99.49,3.99,54.9,-1.61,7.49,9.61,0.98,24.56
17,601088,中国神华,56.03,72.19,44.99,45.69,-0.02,19.22,98.51,2.06,95.05
18,601899,紫金矿业,81.72,100.94,13.67,32.95,0.76,14.2,15.19,4.44,83.42
19,002594,比亚迪,93.55,105.22,43.25,95.77,-0.08,31.7,31.14,3.77,32.77
20,600900,长江电力,70.8,99.04,87.1,29.09,-1.36,19.73,57.28,3.12,81.36
21,688256,寒武纪,17.78,-5.43,64.81,1106.0,6.1,255.76,81.69,53.99,91.53
22,000333,美的集团,77.78,99.94,83.06,87.6,-1.52,15.12,55.84,2.88,46.13
23,688041,海光信息,7.87,15.01,57.96,277.0,1.31,236.18,86.99,27.4,92.3
24,600028,中国石化,87.12,120.06,-0.74,5.26,-0.19,17.89,86.35,0.76,37.19
25,601328,交通银行,84.63,104.45,54.29,7.18,-1.91,6.58,90.73,0.54,55.02
26,601658,邮储银行,88.3,107.29,29.85,5.18,-0.77,7.08,73.23,0.6,17.95
27,601728,中国电信,77.62,94.95,38.98,6.3,-2.93,18.2,65.5,1.23,61.65
28,300502,新易盛,11.07,5.2,62.19,396.01,6.71,51.41,50.94,27.09,95.05
29,002371,北方华创,19.85,20.98,65.7,687.0,2.83,89.41,44.35,12.69,81.69
30,002475,立讯精密,26.4,1.29,47.48,57.48,-1.49,25.79,34.79,5.03,40.03
31,601998,中信银行,86.44,98.42,42.98,7.82,-1.39,6.11,72.18,0.59,62.95
32,600030,中信证券,72.62,69.44,80.77,28.43,-0.21,12.51,6.78,1.45,42.86
33,603993,洛阳钼业,53.51,55.05,16.35,19.52,2.95,17.29,26.19,4.7,93.95
34,688347,华虹宏力,-9.67,21.12,60.85,237.9,3.43,837.85,79.25,9.14,95.3
35,601166,兴业银行,92.89,100.04,37.54,18.9,-1.05,5.16,45.56,0.48,12.97
36,688235,百济神州,16.0,76.28,36.44,257.05,-0.95,125.27,94.02,12.0,75.91
37,603259,药明康德,76.12,89.11,89.1,128.43,2.35,19.04,20.7,4.55,34.05
38,600276,恒瑞医药,42.48,80.65,27.32,54.08,-1.04,44.21,5.67,5.64,3.84
39,002415,海康威视,75.92,103.42,92.46,37.65,5.7,21.0,20.04,4.09,28.98
40,688012,中微公司,11.4,31.17,69.3,344.0,-0.72,120.74,66.98,13.55,75.78
41,601319,XD中国人,57.26,103.22,3.83,7.37,-0.61,7.65,11.02,1.02,28.25
42,601211,国泰海通,13.55,71.81,40.02,18.36,-3.52,14.74,60.69,0.99,33.97
