排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,25.59,40.51,4.1,22.01,57.25,2.21,442.0,0.45,15.08,,3.07,
2,03750,宁德时代,12.61,36.15,48.09,34.52,37.11,59.83,621.0,-2.74,29.82,,6.58,
3,00005,汇丰控股,74.24,66.49,94.06,52.97,66.37,98.71,163.2,1.05,14.86,,2.07,
4,01398,工商银行,91.17,93.62,85.23,94.91,87.97,74.53,7.47,0.2,6.41,,0.6,
5,00939,建设银行,92.25,99.38,89.65,102.04,94.1,78.46,9.18,0.05,6.28,,0.6,
6,09988,阿里巴巴-W,12.2,79.97,18.19,18.29,98.55,8.33,114.2,1.51,25.77,,1.8,
7,01288,农业银行,94.76,88.44,80.1,100.1,81.61,64.03,6.25,0.24,6.64,,0.68,
8,00857,中国石油股份,89.5,101.14,35.33,99.41,92.66,34.14,10.06,-0.79,10.37,,1.0,
9,03988,中国银行,103.89,100.15,94.78,109.16,87.05,85.64,5.54,1.09,6.51,,0.58,
10,00941,中国移动,21.17,67.2,38.36,52.32,87.69,44.58,80.15,-2.67,11.57,,1.04,
11,03968,招商银行,95.9,82.19,58.05,114.96,80.81,47.73,49.38,-0.28,7.38,,0.97,
12,00883,中国海洋石油,93.01,113.83,28.43,106.13,108.49,20.49,25.12,-1.1,8.54,,1.26,
13,02318,中国平安,98.78,80.28,11.04,90.78,79.49,10.69,56.4,-0.35,5.64,,0.86,
14,02899,紫金矿业,69.44,100.62,27.93,88.73,111.9,6.76,37.04,-3.64,12.81,,4.24,
15,01088,中国神华,95.25,106.45,44.97,109.64,102.46,33.61,45.22,-0.92,16.62,,1.75,
16,01211,比亚迪股份,104.58,99.67,57.55,106.52,95.53,42.81,93.6,0.86,27.69,,3.25,
17,02628,中国人寿,94.09,41.51,25.13,99.92,30.49,30.51,28.12,-1.88,4.92,,1.17,
18,01299,友邦保险,93.54,45.38,10.72,98.36,46.03,21.62,74.35,-0.34,12.35,,2.41,
19,00300,美的集团,96.66,98.41,92.69,100.84,94.15,72.59,98.65,0.31,15.19,,2.85,
20,01810,小米集团-W,85.92,68.16,26.16,96.84,70.63,14.57,27.76,-0.22,19.12,,2.31,
21,03328,交通银行,97.83,96.64,83.48,110.05,87.4,73.22,7.54,-0.26,6.16,,0.5,
22,09999,网易,79.12,41.38,51.04,53.1,50.6,49.67,199.0,2.1,17.27,,3.32,
23,02359,药明康德,31.81,94.56,95.47,22.02,99.62,90.73,204.2,3.29,24.28,,6.31,
24,01658,邮储银行,89.35,73.87,38.87,113.12,65.83,25.35,4.95,-0.9,6.03,,0.51,
25,00981,中芯国际,6.68,22.7,41.25,19.26,28.0,49.79,67.85,1.65,71.52,,2.95,
26,00386,中国石油化工股份,111.55,105.29,22.95,114.07,92.74,3.72,4.7,0.75,14.03,,0.59,
27,02388,中银香港,69.27,87.41,84.88,75.31,91.09,81.56,50.4,0.1,13.28,,1.49,
28,00388,香港交易所,88.12,108.72,55.79,93.26,111.24,28.5,417.8,0.0,26.75,,8.73,
29,02888,渣打集团,45.88,86.65,98.93,10.48,83.23,96.49,236.4,2.16,12.23,,1.43,
30,02513,智谱,3.5,7.78,24.52,-3.33,5.43,38.69,1059.0,5.16,-94.8,,-4.76,
31,09633,农夫山泉,81.26,62.04,12.67,64.75,57.81,1.66,43.04,-0.23,27.55,,11.08,
32,03690,美团-W,-5.64,49.95,45.98,0.78,80.89,52.21,77.2,-6.65,-10.72,,2.81,
33,02475,立讯精密,23.74,56.7,,13.68,64.98,,59.4,0.93,22.84,,4.06,
34,00728,中国电信,110.06,116.79,31.96,102.26,100.84,17.04,4.94,2.07,13.27,,0.83,
35,00998,中信银行,98.23,106.36,54.42,115.19,103.79,35.36,7.92,-1.06,5.52,,0.52,
36,02259,紫金黄金国际,94.12,112.49,18.55,94.56,111.6,-4.64,159.5,0.06,21.61,,5.83,
37,06030,中信证券,8.78,-5.76,36.13,10.7,5.36,42.72,25.98,-0.38,9.0,,1.13,
38,00992,联想集团,7.27,66.12,94.33,2.36,69.88,94.09,30.8,3.91,61.19,,6.75,
39,00267,中信股份,95.85,104.7,54.11,106.6,94.41,33.54,12.92,-0.77,5.78,,0.43,
40,00016,新鸿基地产,90.2,94.66,45.29,104.51,88.54,41.26,125.0,-1.03,16.46,,0.58,
41,03993,洛阳钼业,34.83,55.58,5.14,37.87,58.06,4.68,16.86,-2.54,11.41,,3.49,
42,02328,中国财险,97.81,83.88,50.62,104.19,77.77,24.95,16.16,-0.55,8.52,,1.08,
43,03986,兆易创新,16.59,0.81,20.52,5.05,-1.24,40.94,494.2,4.93,38.16,,8.08,
44,06160,百济神州,44.58,93.03,69.51,50.03,100.0,31.63,223.2,0.81,67.18,,10.13,
45,06809,澜起科技,7.28,1.58,36.51,-2.13,3.76,55.4,262.4,4.96,111.76,,13.58,
46,01276,恒瑞医药,-1.63,-0.6,-2.76,-2.94,9.32,6.2,46.5,0.09,35.08,,4.16,
47,02601,中国太保,95.74,64.23,5.45,94.08,60.48,4.43,29.32,-0.27,4.69,,0.78,
48,02378,保诚,107.35,48.69,37.56,92.19,43.34,37.63,111.8,1.64,9.02,,1.82,
49,02338,潍柴动力,-6.61,29.59,47.14,-6.54,40.17,61.07,31.5,1.03,21.5,,2.54,
50,00001,长和,48.38,61.79,83.97,50.57,72.04,89.31,69.9,-0.07,7.08,,0.46,
51,01919,中远海控,95.02,106.53,82.82,109.73,112.58,59.13,17.49,-2.51,9.49,,1.0,
52,02611,国泰海通,111.17,37.18,33.63,116.84,24.64,23.02,15.16,-0.13,7.23,,0.7,
53,00669,创科实业,35.94,72.44,94.28,48.21,84.23,98.06,140.0,-1.89,25.13,,4.38,
54,01109,华润置地,32.59,84.39,49.75,58.98,85.95,40.61,34.28,0.18,8.69,,0.76,
55,01339,中国人民保险集团,109.38,76.1,7.59,105.04,71.24,-1.33,5.31,0.38,4.97,,0.65,
