排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
35,00998,中信银行,7.915,-1.06,4404.31,2.2,5.52,0.52
36,02259,紫金黄金国际,159.5,0.06,4268.76,17.27,21.61,5.83
37,06030,中信证券,25.98,-0.38,4059.19,2.32,9.0,1.13
38,00992,联想集团,30.8,3.91,3820.64,47.54,61.19,6.75
39,00267,中信股份,12.92,-0.77,3758.46,0.86,5.78,0.43
40,00016,新鸿基地产,125.0,-1.03,3622.23,4.17,16.46,0.58
41,03993,洛阳钼业,16.86,-2.54,3607.08,5.47,11.41,3.49
42,02328,中国财险,16.16,-0.55,3594.43,1.88,8.52,1.08
43,03986,兆易创新,494.2,4.93,3468.02,15.44,38.16,8.08
44,06160,百济神州,223.2,0.81,3442.38,6.7,67.18,10.13
45,06809,澜起科技,262.4,4.96,3202.69,7.28,111.76,13.58
46,01276,恒瑞医药,46.5,0.09,3086.3,4.54,35.08,4.16
47,02601,中国太保,29.32,-0.27,2820.68,1.83,4.69,0.78
48,02378,保诚,111.8,1.64,2792.59,0.06,9.02,1.82
49,02338,潍柴动力,31.5,1.03,2721.67,5.43,21.5,2.54
50,00001,长和,69.9,-0.07,2677.2,2.12,7.08,0.46
51,01919,中远海控,17.49,-2.51,2670.39,4.41,9.49,1.0
52,02611,国泰海通,15.16,-0.13,2665.29,1.51,7.23,0.7
53,00669,创科实业,140.0,-1.89,2558.81,5.46,25.13,4.38
54,01109,华润置地,34.28,0.18,2444.49,3.4,8.69,0.76
55,01339,中国人民保险集团,5.31,0.38,2348.29,1.23,4.97,0.65
56,01378,中国宏桥,23.48,-1.76,2305.59,6.74,7.36,1.5
57,02476,胜宏科技,228.0,2.24,2240.75,6.93,42.8,10.09
58,06951,三环集团,108.4,2.94,2164.44,0.76,67.27,8.19
59,02269,药明生物,52.2,7.41,2163.69,30.56,39.82,4.12
60,00066,港铁公司,33.42,-0.77,2080.34,1.77,9.11,1.02
61,09992,泡泡玛特,155.2,0.13,2066.92,18.54,13.84,7.79
62,00175,吉利汽车,18.98,2.76,2047.02,7.9,10.79,1.88
63,06690,海尔智家,21.56,1.32,2021.82,1.93,9.64,1.43
64,02020,安踏体育,71.9,-1.1,2010.79,4.31,13.37,2.76
65,00002,中电控股,78.8,-0.19,1990.84,1.77,18.36,1.8
66,02714,牧原股份,33.36,1.65,1925.87,1.04,-137.77,2.11
67,01347,华虹宏力,110.4,1.47,1918.45,22.72,239.11,3.43
68,03692,翰森制药,31.58,1.67,1915.06,3.51,31.14,4.88
69,03288,海天味业,32.36,0.87,1893.4,0.32,23.16,3.98
70,06818,中国光大银行,3.04,-1.46,1796.2,0.16,4.23,0.31
71,06031,三一重工,19.31,4.04,1775.56,0.91,18.8,1.73
72,00762,中国联通,5.78,-0.43,1768.57,2.05,9.79,0.41
73,01801,信达生物,100.1,0.6,1745.43,12.22,193.78,8.1
74,06936,顺丰控股,32.28,-0.68,1697.33,0.27,13.31,1.43
75,01038,长江基建集团,65.8,-1.05,1657.9,0.96,6.59,1.12
76,01113,长实集团,46.9,-0.89,1641.4,1.63,12.41,0.41
77,00788,中国铁塔,9.26,-0.96,1629.84,1.23,10.73,0.69
78,02423,贝壳-W,45.72,-2.72,1570.83,6.59,29.01,2.1
79,01898,中煤能源,11.64,0.95,1543.31,2.45,8.85,0.81
80,09973,奇瑞汽车,26.34,-0.6,1529.99,0.81,7.54,2.46
81,01988,民生银行,3.475,-0.71,1521.44,0.65,4.6,0.23
82,00027,银河娱乐,34.74,-0.69,1521.35,4.06,14.2,1.8
83,01766,中国中车,5.28,0.76,1515.3,0.91,9.56,0.75
84,06886,华泰证券,16.73,-0.48,1510.19,0.66,7.69,0.75
85,00688,中国海外发展,13.79,-0.29,1509.3,2.4,10.74,0.35
86,01377,鼎泰高科,352.8,1.38,1496.03,0.12,137.65,40.36
87,01336,新华保险,47.22,-1.05,1473.05,1.66,3.58,1.05
88,03606,福耀玻璃,55.95,0.63,1460.15,2.39,15.19,3.32
89,02600,中国铝业,8.48,-1.11,1454.74,2.77,8.84,1.59
90,01024,快手-W,33.26,0.73,1439.14,14.3,8.08,1.52
91,01972,太古地产,24.96,-1.19,1437.07,0.57,43.55,0.53
92,00012,恒基地产,29.6,-1.92,1433.05,2.77,20.97,0.44
93,01816,中广核电力,2.835,0.71,1431.64,0.94,13.45,1.0
94,00003,香港中华煤气,7.465,-0.4,1392.96,3.32,21.89,2.32
95,01776,广发证券,17.45,-1.02,1365.44,0.54,7.8,0.88
96,06869,长飞光纤光缆,162.5,15.41,1345.35,76.75,34.11,7.14
97,01929,周大福,13.61,0.59,1342.81,2.58,14.91,4.33
98,01171,兖矿能源,13.05,0.54,1309.81,3.07,12.01,1.51
99,01308,海丰国际,47.62,-2.26,1291.23,3.9,13.07,5.81
100,00006,电能实业,60.55,-1.54,1290.38,1.52,7.21,1.25
