排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
87,688498,源杰科技,1538.35,191525154958,189051129722,半导体,5742181907.0,7.38,320.9399426311,1.79,1153.0720107745,77.8078616274
88,603268,松发股份,187.3,190805683049,43687686042,航海装备Ⅱ,759800640.0,32.06,251.874251691,36.09,457.668942986394,23.6588177372
89,601336,新华保险,59.8,186548886680,124709272532,保险Ⅱ,1148901469.0,18.87,18.8703759227,227.93,54.017163321846,0.0
90,600406,国电南瑞,23.01,184810709150,184268133488,电网设备,637989671.0,5.73,14.5359559071,30.73,4.08163089096,25.3392957491
91,601668,中国建筑,4.46,184288941380,184288941380,房屋建设Ⅱ,832412030.0,2.77,-7.8455814387,138.81,-7.531783889271,7.9268484254
92,601985,中国核电,8.92,183466578500,168438901014,电力,628310471.0,1.73,-6.6485477301,20.64,-34.191281406826,39.5018012149
93,600989,宝丰能源,24.49,179593986400,179593986400,化学原料,1573839047.0,18.61,32.3321115262,97.28,70.137377080532,43.5632332124
94,601818,光大银行,3.03,179029219715,140612651150,银行Ⅱ,317403910.0,1.995,-3.853593665,114.59,-8.063222079589,0.0
95,300604,长川科技,277.11,178897281779,135639299845,半导体,4295581037.79,18.52,59.7153807171,9.64,125.672896733861,55.482024293
96,600025,华能水电,9.56,178113261097,178113261097,电力,259904674.0,5.91,1.4544203223,43.76,-5.049088925195,57.1891827428
97,601766,中国中车,6.2,177932957346,150832347898,轨交设备Ⅱ,502915605.0,4.54,9.956998576,79.91,10.280413688099,22.2659912397
98,002352,顺丰控股,33.67,177282922986,161586210771,物流,665367336.39,2.52,6.1448842808,25.26,13.048580765259,13.7376175143
99,600031,三一重工,19.1,175624584747,161860849707,工程机械,884804107.0,2.77,14.0257616271,24.81,0.459301668704,27.4803199453
100,601688,华泰证券,19.41,175211426086,141824174837,证券Ⅱ,1114302762.0,2.61,41.4811446142,48.0,31.794540183204,0.0
101,301377,鼎泰高科,,,,,,,,,,
102,600487,亨通光电,,,,,,,,,,
