排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,58.6,3978008205912,263878083701,半导体,13290594174.0,35.76,719.1338353865,247.62,1688.29946417967,79.1575472751
2,601398,工商银行,7.86,2801353180720,2119151990557,银行Ⅱ,1881891591.0,2.2075,8.2698074013,869.41,3.309330291364,0.0
3,601939,建设银行,10.69,2796508077797,102556199808,银行Ⅱ,961808005.0,2.4625,11.1464197401,862.91,3.527252222529,0.0
4,601288,农业银行,6.79,2376384799998,2167668191176,银行Ⅱ,1458561562.0,2.6475,10.4894093446,751.85,4.523779733356,0.0
5,600941,中国移动,97.86,2122310778970,88344863465,通信服务,649275084.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601857,中国石油,11.23,2055325580896,1818384933896,炼化及贸易,1110042827.0,3.0,-2.2140451706,483.32,1.858798735511,22.924076194
7,601988,中国银行,6.19,1994494829129,1304638536897,银行Ⅱ,1411406150.0,2.115,8.4381764274,566.31,4.170038996395,0.0
8,300750,宁德时代,368.5,1704922337652,1569839855502,电池,9706623341.77,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
9,600938,中国海油,34.19,1625049126713,102228100000,油气开采Ⅱ,1060948654.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
10,600519,贵州茅台,1297.4,1621855869137,1621855869137,白酒Ⅱ,2086008422.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
11,601138,工业富联,64.04,1270815669867,1270815669867,消费电子,10314637513.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,38.27,1081690260350,796916493100,保险Ⅱ,1360320866.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,688981,中芯国际,125.88,1077666171496,251704933668,半导体,3765222746.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
14,601088,中国神华,47.63,1033067755900,785468137797,煤炭开采,1079822770.0,2.4,1.1669181576,106.67,-10.728931291321,32.8891856187
15,601318,中国平安,55.85,1011311805421,595364634886,保险Ⅱ,2770723801.0,9.0,15.010118462,925.85,36.060370038356,0.0
16,300308,中际旭创,858.35,1004041729102,952715520921,通信设备,28048631280.57,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
17,600036,招商银行,39.35,992400924399,811748963281,银行Ⅱ,1893074628.0,3.37,3.8077157288,378.52,1.517996030682,0.0
18,601899,紫金矿业,34.65,921368261652,713852132301,工业金属,6839817324.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,92.32,841699679201,321884158320,乘用车,2300830571.46,1.65,-11.8191365639,40.85,-55.384405326715,18.806213978
20,600900,长江电力,28.05,686333506934,686333506934,电力,1886753422.0,3.01,6.4427781703,67.61,30.50157685081,55.6463177522
21,600028,中国石化,5.46,660253307652,517348515548,炼化及贸易,1752090729.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
22,688256,寒武纪,1046.63,658177470393,658177470393,半导体,11636724830.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
23,000333,美的集团,86.23,657831259473,593681012589,白色家电,1459282370.06,5.56,2.4546350219,126.75,2.031220956812,25.5711317621
24,601328,交通银行,7.1,627382867983,185114320940,银行Ⅱ,820642837.0,2.2675,4.8874559315,261.62,3.113668611067,0.0
25,601658,邮储银行,4.99,599274316925,361913725019,银行Ⅱ,444056837.0,4.8,7.2645809882,515.03,4.621353701146,0.0
26,601728,中国电信,6.3,576494973804,489067290804,通信服务,573840203.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
27,688041,海光信息,245.49,570601757960,570601757960,半导体,5727992320.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
28,300502,新易盛,399.0,556308416916,500443019244,通信设备,17548222495.9,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
29,002371,北方华创,697.51,506175473892,505754514749,半导体,4000825250.03,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
30,601998,中信银行,8.72,485225814942,355453353783,银行Ⅱ,500734434.0,4.805,3.0507963718,376.02,3.081309282307,0.0
31,603259,药明康德,157.4,469643376197,389294310720,医疗服务,4626900106.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
32,002475,立讯精密,56.6,437960741897,414599402971,消费电子,6242839362.36,8.76,40.1605518581,78.43,18.036983291456,11.7785360877
33,600030,中信证券,27.93,436385922881,340091068704,证券Ⅱ,2717858329.0,7.81,50.0035284024,233.43,69.601525447949,0.0
34,688347,华虹宏力,248.01,430973524960,101126077500,半导体,3405557797.0,0.86,19.4147741706,3.99,436.692371841556,19.4457765387
35,688235,百济神州,271.7,419038883678,31260514142,化学制药,1035931348.0,9.9,26.8363500983,32.71,627.147475232556,89.4529871532
36,603993,洛阳钼业,19.51,417402991534,340661030854,工业金属,3629095914.0,18.29,42.7839090612,161.52,86.272667882062,23.0090744347
37,601166,兴业银行,17.43,368868641312,368868641312,银行Ⅱ,4214260533.0,4.79,-0.2543953358,411.31,-4.659140956399,0.0
38,002384,东山精密,195.62,358299065410,271192255453,元件,11142433062.12,12.88,63.9481879305,29.57,290.089113632119,20.1513507952
39,600183,生益科技,145.65,353784384536,351271221022,元件,14474844442.0,18.17,50.0454791459,32.87,130.423998654866,30.6922750301
40,688012,中微公司,367.0,351528141716,345786312946,半导体,4616962307.0,11.56,34.8886347323,28.25,300.216524117415,39.7417373409
41,601869,长飞光纤,422.36,349674001415,171621050301,通信设备,9189036932.0,19.22,53.637732146,29.25,888.878405244955,53.3612070059
42,002415,海康威视,35.1,321686991405,317517889221,计算机设备,1614844726.52,9.17,11.9673178084,78.96,39.565445501572,49.9672613158
43,601319,中国人保,7.14,315759292763,253453982003,保险Ⅱ,371439482.0,2.8,-5.142762263,88.14,-31.403222040626,0.0
44,601211,国泰海通,17.92,315052558428,241008302510,证券Ⅱ,942004267.0,6.12,97.5628794336,202.6,28.736487658757,0.0
45,600276,恒瑞医药,47.32,314072298038,301854387606,化学制药,2522685032.0,8.04,-1.9390022608,44.65,0.344554541292,86.3263460861
46,300059,东方财富,19.42,307267121573,260079742049,证券Ⅱ,3513704072.24,8.46,53.220189051,80.64,44.848976215289,74.3927594104
47,601601,中国太保,31.77,305638248025,217466967025,保险Ⅱ,1052124817.0,9.7,5.8056021068,307.75,10.36399497938,0.0
48,600000,浦发银行,9.0,299752544700,299752544700,银行Ⅱ,528817735.0,3.96,3.5534844687,309.51,4.082456199348,0.0
49,300394,天孚通信,263.58,287519678013,286877321955,通信设备,9104490089.29,19.6,15.1492291388,12.04,33.922353315318,60.8695979509
50,603986,兆易创新,396.82,278466464392,265270969250,半导体,14208865489.0,23.13,178.6722977786,68.57,1091.4990564908,63.1304509177
51,000858,五 粮 液,71.51,277573788438,277567022590,白酒Ⅱ,1643217892.52,6.5,33.6669636086,80.63,82.567785670964,81.4343854062
52,688802,沐曦股份-U,674.9,270027490000,12504948766,半导体,645282889.0,-0.75,75.3713191255,-0.99,57.489357581365,60.0519659997
53,601225,陕西煤业,27.07,262443650000,262443650000,煤炭开采,723615997.0,10.9,1.1692536077,112.72,47.574576296288,33.3593436248
54,600150,中国船舶,34.78,261741108397,261741108397,航海装备Ⅱ,2314521986.0,3.3,54.8968342488,48.32,251.640663443622,17.4752695769
55,688008,澜起科技,213.0,259974598473,243834842973,半导体,8457061770.0,5.39,19.514563386,8.47,61.304640339934,69.7882209522
56,601919,中远海控,16.88,257725915649,211954343969,航运港口,1656061104.0,2.51,-10.6340561751,58.77,-49.746292864805,17.2411179857
57,688795,摩尔线程-U,533.88,250938664492,16136784601,半导体,522546788.0,-0.1,147.4213793771,-0.12,95.73226709201,56.9463084205
58,002916,深南电路,362.4,246854774028,240926944680,元件,3340281560.2,12.43,46.3282888807,22.51,65.546280171141,31.0149106719
59,600309,万华化学,78.04,244302005693,244302005693,化学制品,3678448502.0,8.96,31.2585013331,100.63,64.354204430483,17.0841909951
60,002379,宏桥控股,18.5,241075686737,21022914431,工业金属,698220478.72,30.26,11.9504272706,156.45,77.024139178251,25.3784505634
61,002714,牧原股份,41.68,240618479282,136731211658,养殖业,2178936350.54,-7.48,-22.3016379839,-60.78,-157.717224941595,-1.5756373647
62,000338,潍柴动力,27.64,238815697964,136994689889,汽车零部件,5513740208.34,8.0,8.847564221,77.01,36.463711828511,21.463923593
63,601816,京沪高铁,4.86,237778801738,237778801738,铁路公路,540049536.0,1.51,3.2863316356,31.43,6.029549131113,45.8188688007
64,688820,盛合晶微,127.55,237596836072,22053732115,半导体,1885100905.0,2.8,7.2006133293,4.49,3.326089767472,30.1400071353
65,300476,胜宏科技,241.6,237440810821,209031098712,元件,14311950838.65,11.8,28.773550864,28.57,33.300010849125,33.221347957
66,688836,宇树科技-W,585.0,236611638900,17601316200,自动化设备,3362608198.0,9.99,48.5389986228,2.74,955.594582876599,56.0089333697
67,002463,沪电股份,121.7,234195042453,234011056271,元件,7336668585.52,17.38,61.1682833526,29.23,73.722061163793,38.7155693432
68,688808,联讯仪器,2279.02,233979387426,43976298099,通用设备,2191826119.0,31.1,208.7055946128,5.67,902.997918255574,70.7942535034
69,600188,兖矿能源,23.02,231048333500,137230323500,煤炭开采,1131355306.0,3.84,1.8306135938,39.55,42.143942805573,25.9181721671
70,000001,平安银行,11.65,226078947007,226076230145,银行Ⅱ,973220511.51,5.22,1.7755999135,256.96,3.321270607157,0.0
71,300408,三环集团,112.24,224111692409,209867049796,元件,7096186932.63,8.61,54.824030357,19.32,56.17646712233,44.3196613034
72,002142,宁波银行,33.86,223597584217,223455150807,银行Ⅱ,783022165.88,7.12,11.54467169,165.62,12.117519631736,0.0
73,600919,江苏银行,12.04,220949946535,220949946535,银行Ⅱ,606539077.0,7.86,9.1107021147,218.76,8.089489422095,0.0
74,000725,京东方Ａ,5.92,219302422139,209373433973,光学光电子,6122550807.11,1.26,0.7951342048,17.07,5.775757856859,15.5957217124
75,000651,格力电器,39.0,218454823899,215002826649,白色家电,1919618302.4,8.68,-8.1402149704,132.78,-7.873884093798,28.8127471778
76,003816,中国广核,4.24,214114987756,166781217756,电力,577139858.53,4.6,-2.7578083082,61.05,2.66222662087,45.5425165845
77,301666,大普微-UW,475.86,207577917070,12618066980,计算机设备,4033829220.62,77.43,531.1701845514,13.34,477.083656706601,34.9035465253
78,002938,鹏鼎控股,89.18,206677919160,206079486313,元件,2261176343.49,3.71,5.141159863,12.84,4.109207036209,23.9752902042
79,601898,中煤能源,15.36,203653069824,140574726144,煤炭开采,777712225.0,4.95,-1.7610159657,81.49,5.825484910589,26.9192171517
80,300274,阳光电源,97.69,202532024011,155085480783,光伏设备,6025872209.95,4.81,-18.258672181,22.91,-40.115703122625,33.2629317483
81,300433,蓝思科技,38.23,201806263460,189895639293,消费电子,4788590119.41,1.05,-12.4203656668,5.77,-49.521477587713,16.4258831472
82,603288,海天味业,34.12,199637656901,189701080373,调味发酵品Ⅱ,889598868.0,10.07,6.0061732024,41.9,7.125124059512,41.0363120571
83,300760,迈瑞医疗,164.3,199098646513,198911790424,医疗器械,1100537028.35,5.96,1.3941290693,23.3,-11.372013981418,61.8700838989
84,601066,中信建投,25.58,198416252907,166159265075,证券Ⅱ,389814563.0,8.27,51.1077143242,76.39,69.437027116444,0.0
85,600690,海尔智家,21.12,198055538208,132063960040,白色家电,771117439.0,8.36,-2.7981796409,103.16,-14.266944821157,27.2293255339
86,688072,拓荆科技,669.29,194548537201,189203606001,半导体,2355365029.0,18.11,49.060715147,13.43,1324.09901284204,41.0042896167
