日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-08-28,1307205.0,1003134.0,20999.0,21177.0,2.09,3013,2390,144,95,15,55.8,0.22,3.08,83.9,55.8,69.8,偏热
