排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
32,517520,黄金股ETF永赢,2.068,-0.62,158.9,158.9,10.24,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(59.39亿)
33,159928,消费ETF汇添富,0.664,-1.04,154.38,154.38,2.86,中证主要消费指数,指数型-股票,消费,
34,510210,上证指数ETF富国,0.997,-2.16,148.05,148.05,14.87,上证综合指数,指数型-股票,其他,
35,515220,煤炭ETF国泰,1.273,0.32,143.91,143.91,7.72,中证煤炭指数,指数型-股票,煤炭,
36,159206,卫星ETF永赢,1.37,-7.93,142.31,142.31,18.65,国证商用卫星通信产业指数,指数型-股票,通信,
37,512690,酒ETF鹏华,0.425,-1.85,137.05,137.05,3.96,中证酒指数,指数型-股票,白酒,
38,512070,证券保险ETF易方达,0.773,-0.51,135.33,135.33,3.84,沪深300非银行金融指数,指数型-股票,证券,
39,159870,化工ETF鹏华,0.802,-1.96,135.19,135.19,3.37,细分化工,指数型-股票,化工,
40,513630,港股低波红利ETF摩根,1.585,0.25,117.26,117.26,2.02,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.109,-7.74,102.33,102.33,6.52,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.028,-0.96,99.99,99.99,4.49,中证全指电力公用事业指数,指数型-股票,电力,
43,512800,银行ETF华宝,0.815,1.62,97.55,97.55,11.89,中证银行指数,指数型-股票,银行,
44,516650,有色金属ETF华夏,1.825,-3.03,96.02,96.02,1.74,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.678,-4.24,93.35,93.35,7.67,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.596,-4.03,90.78,90.78,2.49,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(66.3亿)
47,159869,游戏ETF华夏,1.07,-3.52,88.49,88.49,6.01,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.952,-3.55,81.49,81.49,4.28,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.024,0.29,73.06,73.06,1.0,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.61亿)
50,512710,军工龙头ETF富国,0.607,-4.26,69.55,69.55,4.4,中证军工龙头指数,指数型-股票,军工,
51,516150,稀土ETF嘉实,1.763,-4.13,67.89,67.89,1.49,中证稀土产业指数,指数型-股票,有色金属,
52,159263,价值ETF易方达,1.15,0.79,66.62,66.62,2.89,国证价值100指数,指数型-股票,价值,
53,159363,创业板人工智能ETF华宝,1.223,-7.56,65.78,65.78,17.63,创业板人工智能指数,指数型-股票,人工智能,
54,159865,养殖ETF国泰,0.531,-3.1,64.69,64.69,2.8,中证畜牧养殖指数,指数型-股票,农业,
55,512660,军工ETF国泰,1.108,-5.22,64.14,64.14,5.16,中证军工指数,指数型-股票,军工,
56,588220,科创100ETF鹏华,1.785,-7.61,62.94,62.94,14.94,上证科创板100指数,指数型-股票,科创板,
57,563300,中证2000ETF华泰柏瑞,1.387,-5.07,62.71,62.71,9.67,中证2000指数,指数型-股票,中证2000,
58,512950,央企改革ETF华夏,1.502,-2.28,60.72,60.72,0.15,中证央企结构调整指数,指数型-股票,央企国企,
59,515980,人工智能ETF华富,1.014,-7.65,60.44,60.44,3.66,中证人工智能产业指数,指数型-股票,人工智能,
60,159851,金融科技ETF华宝,0.596,-4.33,58.84,58.84,2.09,中证金融科技主题指数,指数型-股票,其他,
61,159796,电池ETF汇添富,0.865,-3.89,57.27,57.27,2.47,中证电池主题指数,指数型-股票,新能源,
