排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
12,159995,芯片ETF华夏,1.264,0.08,293.83,293.83,8.47,国证半导体芯片指数,指数型-股票,半导体,半导体ETF鹏华(68.9亿)
13,159949,创业板50ETF华安,1.748,-0.96,258.94,258.94,16.89,创业板50指数,指数型-股票,创业板,
14,512170,医疗ETF华宝,0.353,0.0,258.27,258.27,6.16,中证医疗指数,指数型-股票,医药,
15,512400,有色金属ETF南方,1.933,-0.77,255.68,255.68,9.41,有色金属,指数型-股票,有色金属,
16,159326,电网设备ETF华夏,1.749,-0.57,219.68,219.68,8.47,中证电网设备主题指数,指数型-股票,其他,
17,159819,人工智能ETF易方达,1.877,-1.37,218.47,218.47,5.41,中证人工智能主题指数,指数型-股票,人工智能,人工智能ETF华夏(86.66亿)
18,512100,中证1000ETF南方,3.213,-0.37,214.67,214.67,34.2,中证1000指数,指数型-股票,中证1000,中证1000ETF华夏(78.69亿)；中证1000ETF广发(61.36亿)
19,510050,上证50ETF华夏,3.047,-0.16,210.85,210.85,13.73,上证50指数,指数型-股票,上证50,
20,512480,半导体ETF国联安,1.132,0.0,209.22,209.22,15.15,中证全指半导体产品与设备指数,指数型-股票,半导体,
21,510880,红利ETF华泰柏瑞,3.34,1.09,207.52,207.52,6.76,上证红利指数,指数型-股票,红利,
22,515450,红利低波50ETF南方,1.392,0.22,197.13,197.13,2.81,标普中国A股大盘红利低波50指数,指数型-股票,红利,
23,159530,机器人ETF易方达,1.471,2.51,188.41,188.41,12.42,国证机器人产业指数,指数型-股票,机器人,
24,562500,机器人ETF华夏,1.037,1.37,187.92,187.92,7.65,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(65.37亿)
25,515050,通信ETF华夏,1.101,-1.43,187.23,187.23,11.85,中证5G通信主题指数,指数型-股票,通信,
26,159781,科创创业ETF易方达,1.18,-0.76,185.48,185.48,4.09,中证科创创业50指数,指数型-股票,科创板,科创创业50ETF华夏(61.06亿)
27,515180,红利ETF易方达,1.42,0.64,183.57,183.57,2.96,中证红利指数,指数型-股票,红利,中证红利ETF招商(116.99亿)
28,159992,创新药ETF银华,0.919,-0.86,179.81,179.81,10.01,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(119.62亿)
29,510180,上证180ETF华安,4.039,-0.12,178.47,178.47,0.61,上证180指数,指数型-股票,上证180,
30,159201,自由现金流ETF华夏,1.185,0.25,165.9,165.9,2.95,国证自由现金流指数,指数型-股票,货币市场,
31,512010,医药ETF易方达,0.401,0.0,164.01,164.01,3.9,沪深300医药卫生指数,指数型-股票,医药,
32,517520,黄金股ETF永赢,2.081,0.34,161.29,161.29,6.83,中证沪深港黄金产业股票指数,指数型-股票,黄金,
33,159928,消费ETF汇添富,0.671,0.6,156.82,156.82,3.22,中证主要消费指数,指数型-股票,消费,
34,510210,上证指数ETF富国,1.019,0.1,156.08,156.08,10.33,上证综合指数,指数型-股票,其他,
35,159206,卫星ETF永赢,1.488,0.74,154.72,154.72,5.72,国证商用卫星通信产业指数,指数型-股票,通信,
36,512070,证券保险ETF易方达,0.777,-1.15,143.62,143.62,12.79,沪深300非银行金融指数,指数型-股票,证券,
37,515220,煤炭ETF国泰,1.269,1.12,143.56,143.56,7.9,中证煤炭指数,指数型-股票,煤炭,
38,512690,酒ETF鹏华,0.433,0.7,139.84,139.84,4.3,中证酒指数,指数型-股票,白酒,
39,159870,化工ETF鹏华,0.818,0.25,138.93,138.93,3.37,细分化工,指数型-股票,化工,
40,513630,港股低波红利ETF摩根,1.581,-0.32,117.27,117.27,3.04,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.202,-0.25,110.58,110.58,5.03,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,159611,电力ETF广发,1.038,-0.76,101.46,101.46,4.04,中证全指电力公用事业指数,指数型-股票,电力,
43,516650,有色金属ETF华夏,1.882,-0.74,99.4,99.4,1.79,细分有色,指数型-股票,有色金属,
44,159852,软件ETF嘉实,0.708,-0.7,96.43,96.43,9.17,中证软件服务指数,指数型-股票,计算机,
45,512800,银行ETF华宝,0.802,0.75,96.14,96.14,10.06,中证银行指数,指数型-股票,银行,
46,560860,工业有色ETF万家,1.663,-0.95,94.98,94.98,2.63,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.31亿)
47,159869,游戏ETF华夏,1.109,-1.33,90.74,90.74,5.39,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.987,-1.3,84.97,84.97,2.84,国证新能源车电池指数,指数型-股票,新能源,
49,512710,军工龙头ETF富国,0.634,-0.31,72.79,72.79,2.22,中证军工龙头指数,指数型-股票,军工,
50,159307,红利低波100ETF博时,1.021,0.2,72.66,72.66,0.55,中证红利低波动100指数,指数型-股票,红利,
51,159363,创业板人工智能ETF华宝,1.323,-1.27,72.5,72.5,13.93,创业板人工智能指数,指数型-股票,人工智能,
52,516150,稀土ETF嘉实,1.839,-0.16,71.45,71.45,1.82,中证稀土产业指数,指数型-股票,有色金属,
53,563300,中证2000ETF华泰柏瑞,1.461,-0.48,69.12,69.12,7.43,中证2000指数,指数型-股票,中证2000,
54,512660,军工ETF国泰,1.169,-0.26,68.07,68.07,2.39,中证军工指数,指数型-股票,军工,
55,159865,养殖ETF国泰,0.548,2.24,66.81,66.81,2.98,中证畜牧养殖指数,指数型-股票,农业,
56,588220,科创100ETF鹏华,1.932,1.26,66.77,66.77,6.48,上证科创板100指数,指数型-股票,科创板,
57,159263,价值ETF易方达,1.141,0.53,65.8,65.8,2.28,国证价值100指数,指数型-股票,价值,
58,515980,人工智能ETF华富,1.098,-1.52,65.38,65.38,2.45,中证人工智能产业指数,指数型-股票,人工智能,
59,512950,央企改革ETF华夏,1.537,-0.13,62.15,62.15,0.11,中证央企结构调整指数,指数型-股票,央企国企,
60,159851,金融科技ETF华宝,0.623,-1.27,62.08,62.08,2.79,中证金融科技主题指数,指数型-股票,其他,
61,561980,半导体设备ETF招商,0.765,1.59,61.62,61.62,4.01,中证半导体产业指数,指数型-股票,半导体,
62,159967,创业板成长ETF华夏,0.856,-1.5,60.92,60.92,7.8,创业板动量成长指数,指数型-股票,成长,
