排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
1,510300,沪深300ETF华泰柏瑞,4.787,-0.29,1103.12,1103.12,31.43,沪深300指数,指数型-股票,沪深300,沪深300ETF易方达(525.55亿)；沪深300ETF华夏(426.11亿)；沪深300ETF嘉实(308.37亿)；沪深300ETF天弘(84.91亿)
2,588000,科创50ETF华夏,1.888,0.0,887.94,887.94,60.63,上证科创板50成份指数,指数型-股票,科创板,科创50ETF易方达(428.28亿)；科创50ETF工银(113.17亿)；科创50ETF广发(76.76亿)
3,159915,创业板ETF易方达,3.723,-0.88,637.17,637.17,43.3,创业板指数(价格),指数型-股票,创业板,创业板ETF广发(117.72亿)；创业板ETF天弘(67.72亿)
4,512880,证券ETF国泰,1.077,-1.46,636.96,636.96,22.29,中证全指证券公司指数,指数型-股票,证券,券商ETF华宝(388.5亿)；证券ETF天弘(120.29亿)；券商ETF银华(95.96亿)；证券ETF南方(80.38亿)
5,588200,科创芯片ETF嘉实,1.275,0.0,534.37,534.37,39.59,上证科创板芯片指数,指数型-股票,半导体,科创芯片ETF汇添富(79.91亿)
6,159516,半导体设备ETF国泰,0.795,1.79,457.56,457.56,49.07,中证半导体材料设备主题指数,指数型-股票,半导体,半导体设备ETF易方达(221.44亿)；半导体设备ETF广发(140.5亿)；半导体设备ETF华夏(95.16亿)
7,588170,科创半导体ETF华夏,1.104,2.51,431.06,431.06,79.63,上证科创板半导体材料设备主题指数,指数型-股票,半导体,科创半导体设备ETF华泰柏瑞(120.19亿)
8,563360,A500ETF华泰柏瑞,1.329,-0.3,427.51,427.51,41.6,中证A500指数,指数型-股票,中证A500,A500ETF南方(357.67亿)；A500ETF易方达(291.89亿)；中证A500ETF国泰(270.47亿)；A500ETF华夏(211.54亿)
9,515880,通信ETF国泰,0.709,-1.39,425.1,425.1,37.44,中证全指通信设备指数,指数型-股票,通信,
10,510500,中证500ETF南方,8.185,-0.15,420.85,420.85,25.06,中证500指数,指数型-股票,中证500,中证500ETF嘉实(90.75亿)；中证500ETF华夏(85.1亿)
11,512890,红利低波ETF华泰柏瑞,1.161,0.43,324.62,324.62,7.01,中证红利低波动指数,指数型-股票,红利,红利低波ETF易方达(125.14亿)
