排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,510300,沪深300ETF华泰柏瑞,96.11,38.09,45.24,92.81,26.58,49.14,4.79,-0.23,14.57,81.1,1.48,57.88
2,588000,科创50ETF华夏,103.91,17.9,48.42,101.72,7.55,56.79,1.89,0.11,84.35,93.23,8.36,96.89
3,159915,创业板ETF易方达,93.19,37.37,41.27,100.84,24.59,50.07,3.72,-0.96,44.78,56.44,6.12,73.84
4,512880,证券ETF国泰,9.57,20.22,28.23,23.14,35.51,30.68,1.08,-1.46,14.98,8.67,1.28,16.84
5,588200,科创芯片ETF嘉实,105.1,19.92,51.31,104.34,8.08,58.91,1.28,0.39,130.98,89.86,,
6,159516,半导体设备ETF国泰,108.83,27.59,58.98,104.65,16.18,62.77,0.8,2.43,124.35,98.1,,
7,588170,科创半导体ETF华夏,104.97,28.0,58.32,104.97,16.12,62.23,1.1,2.14,46.08,83.63,,
8,563360,A500ETF华泰柏瑞,92.65,40.89,43.98,92.59,28.51,50.09,1.33,-0.3,16.65,90.78,,
9,515880,通信ETF国泰,102.05,32.81,41.23,107.71,19.99,47.85,0.71,-1.25,52.43,96.06,,
10,510500,中证500ETF南方,98.17,42.87,46.47,96.67,29.05,47.83,8.19,-0.09,28.93,74.64,2.58,83.36
11,512890,红利低波ETF华泰柏瑞,37.4,76.72,60.92,9.14,80.54,46.65,1.16,0.43,7.72,68.24,0.85,58.0
12,159995,芯片ETF华夏,100.1,16.43,43.06,105.2,5.7,53.97,1.26,-0.24,,,,
13,159949,创业板50ETF华安,94.57,33.93,35.37,100.94,21.91,46.66,1.75,-0.96,,,,
14,512170,医疗ETF华宝,64.42,106.11,44.89,71.59,106.86,20.43,0.35,-0.85,30.06,32.49,3.66,18.44
15,512400,有色金属ETF南方,39.92,68.19,8.94,47.12,62.04,3.66,1.93,-0.92,15.98,86.12,,
16,159326,电网设备ETF华夏,82.77,28.37,30.53,94.96,19.52,39.81,1.75,-0.57,12.68,87.7,,
17,159819,人工智能ETF易方达,89.9,27.66,48.84,97.06,19.91,61.04,1.88,-1.37,51.76,78.45,,
18,512100,中证1000ETF南方,92.83,51.63,36.21,98.47,37.33,32.23,3.21,-0.47,33.53,72.59,2.54,56.32
19,510050,上证50ETF华夏,52.33,64.38,39.98,59.61,62.41,37.31,3.05,-0.07,11.65,80.31,1.25,59.52
20,512480,半导体ETF国联安,98.83,17.82,45.78,104.7,6.55,56.06,1.13,-0.18,98.14,93.79,,
21,510880,红利ETF华泰柏瑞,86.53,113.2,75.9,64.24,105.67,52.15,3.34,1.09,8.56,74.13,0.84,61.44
22,515450,红利低波50ETF南方,15.55,66.04,59.35,3.22,73.86,66.16,1.39,0.22,8.34,75.28,0.85,58.0
23,159530,机器人ETF易方达,92.9,34.31,28.95,73.62,19.87,21.54,1.47,2.51,,,,
24,562500,机器人ETF华夏,91.7,34.92,30.82,70.74,22.43,30.53,1.04,1.37,55.92,66.68,,
25,515050,通信ETF华夏,99.42,31.71,45.46,106.23,19.52,52.09,1.1,-1.52,52.25,96.29,,
26,159781,科创创业ETF易方达,99.25,22.09,43.47,102.75,11.29,55.73,1.18,-0.76,46.21,71.72,,
27,515180,红利ETF易方达,49.84,106.29,52.82,37.77,102.65,39.06,1.42,0.64,8.34,56.66,0.83,46.8
28,159992,创新药ETF银华,74.95,98.46,81.51,82.07,96.57,46.78,0.92,-0.86,30.99,47.23,,
29,510180,上证180ETF华安,64.75,62.97,39.17,67.64,53.45,36.29,4.04,-0.1,12.22,70.75,1.24,46.88
30,159201,自由现金流ETF华夏,59.47,109.87,17.63,45.86,102.27,11.78,1.19,0.25,,,,
31,512010,医药ETF易方达,60.82,100.59,77.69,60.55,101.65,43.6,0.4,-0.25,24.48,8.58,,
32,517520,黄金股ETF永赢,43.3,97.17,7.64,41.53,96.04,-6.0,2.08,0.34,21.65,54.59,,
33,159928,消费ETF汇添富,22.29,90.35,31.73,20.69,95.99,24.44,0.67,0.45,19.9,19.82,3.47,2.04
34,510210,上证指数ETF富国,101.34,73.73,38.0,94.08,55.03,25.12,1.02,0.2,15.58,77.67,,
35,159206,卫星ETF永赢,99.61,43.95,11.93,99.4,33.21,14.25,1.49,0.74,,,,
36,512070,证券保险ETF易方达,24.08,38.06,8.57,17.14,56.49,10.48,0.78,-0.76,9.45,1.24,,
37,515220,煤炭ETF国泰,87.85,104.22,41.74,81.1,82.28,29.77,1.27,1.2,18.79,87.48,1.78,96.96
38,512690,酒ETF鹏华,5.51,94.19,25.37,22.46,102.12,20.54,0.43,0.0,19.24,16.42,,
