排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
41,512760,芯片ETF国泰,104.47,5.68,40.63,103.49,2.74,56.85,1.14,-1.3,93.44,84.61,,
42,159611,电力ETF广发,41.34,44.55,15.65,29.04,30.27,21.83,1.07,0.47,15.62,69.1,,
43,512800,银行ETF华宝,-3.11,77.43,65.95,-3.52,87.13,55.3,0.8,-0.37,6.6,67.52,0.66,35.96
44,516650,有色金属ETF华夏,80.73,74.22,4.57,107.1,66.54,-0.24,1.87,-4.68,20.64,27.99,,
45,560860,工业有色ETF万家,84.95,55.45,13.42,108.81,47.81,13.51,1.65,-4.62,65.02,41.42,,
46,159852,软件ETF嘉实,72.98,89.62,5.46,83.19,73.88,-3.49,0.73,-0.27,58.47,54.9,,
47,159869,游戏ETF华夏,75.92,94.82,3.31,90.91,81.27,-4.78,1.13,-1.73,20.58,20.95,,
48,159755,电池ETF广发,96.96,32.56,6.52,104.67,23.67,13.31,0.98,-0.71,26.0,38.16,3.55,52.28
49,563300,中证2000ETF华泰柏瑞,107.58,42.21,29.88,115.05,27.26,31.23,1.41,-0.21,39.97,69.05,,
50,512710,军工龙头ETF富国,75.42,42.18,-8.3,108.9,34.9,-10.35,0.62,-3.13,,,,
51,159307,红利低波100ETF博时,2.87,85.11,56.8,0.19,91.22,50.43,1.03,-0.19,8.58,76.78,,
52,159363,创业板人工智能ETF华宝,100.94,25.4,42.29,103.59,16.24,55.09,1.23,1.07,,,,
53,516150,稀土ETF嘉实,79.95,31.59,14.77,98.37,22.45,14.92,1.79,-2.46,31.4,36.32,,
54,512660,军工ETF国泰,94.0,40.43,-1.25,111.99,32.21,-2.15,1.15,-2.05,48.16,18.95,3.43,64.92
55,159263,价值ETF易方达,14.19,98.14,49.87,15.64,98.61,47.21,1.15,-0.26,,,,
56,159851,金融科技ETF华宝,66.56,65.77,4.52,80.13,58.68,-3.75,0.64,-0.47,33.72,14.51,,
57,159865,养殖ETF国泰,81.04,106.17,21.82,88.26,94.0,8.92,0.54,-1.28,23.51,55.8,,
58,515980,人工智能ETF华富,91.32,17.45,42.59,96.8,14.48,59.7,1.05,0.0,53.09,85.66,,
59,512950,央企改革ETF华夏,93.6,43.37,37.89,106.97,37.36,42.73,1.52,-0.65,15.86,84.11,,
60,159796,电池ETF汇添富,99.86,29.72,12.1,105.84,19.09,22.56,0.89,0.8,,,,
61,159967,创业板成长ETF华夏,99.4,14.73,37.33,101.53,6.28,53.08,0.8,0.25,,,,
