排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
78,01988,民生银行,18.69,99.28,29.69,3.52,-2.23,4.65,,0.24,
79,01801,信达生物,26.28,62.08,49.6,86.8,0.93,167.67,,7.02,
80,06886,华泰证券,6.02,43.96,20.68,16.71,0.06,7.67,,0.75,
81,03606,福耀玻璃,59.11,97.23,38.32,57.35,-1.55,14.89,,3.38,
82,01766,中国中车,71.62,75.15,29.75,5.17,-2.08,9.84,,0.75,
83,01336,新华保险,25.22,47.15,4.24,47.58,-2.18,3.6,,1.06,
84,01816,中广核电力,61.23,73.58,9.52,2.93,-1.35,13.91,,1.04,
85,02057,中通快递-W,80.37,93.56,67.67,191.9,-0.21,14.22,,2.1,
86,00027,银河娱乐,68.67,101.92,16.62,33.24,-1.07,13.64,,1.75,
87,00688,中国海外发展,7.34,27.04,32.26,13.21,-1.42,10.3,,0.34,
88,02600,中国铝业,45.59,30.83,-8.81,8.34,0.91,8.68,,1.56,
89,01377,鼎泰高科,61.78,23.07,,334.0,9.72,203.82,,41.77,
90,01972,太古地产,83.42,110.33,40.33,24.08,0.92,-90.66,,0.52,
91,01898,中煤能源,-3.06,28.09,-2.84,10.47,-0.48,8.61,,0.75,
92,00012,恒基地产,39.9,80.99,14.2,27.96,-0.64,23.91,,0.42,
93,01776,广发证券,18.76,44.49,43.14,16.97,1.31,7.59,,0.85,
94,09987,百胜中国,85.32,100.18,39.25,381.4,-0.88,17.26,,3.13,
95,09903,天数智芯,34.7,8.15,47.22,484.0,13.03,-117.34,,42.56,
96,00003,香港中华煤气,-0.34,82.84,25.08,6.91,-0.79,22.64,,2.17,
97,06099,招商证券,32.53,-3.32,38.55,14.63,0.41,8.55,,0.9,
98,06618,京东健康,77.7,105.82,2.11,39.52,-0.7,21.18,,1.91,
99,00006,电能实业,12.7,83.21,40.81,58.2,-1.02,19.87,,1.37,
100,00763,中兴通讯,81.13,39.15,20.69,25.68,1.66,24.37,,1.42,
