排名,代码,名称,日线J,周线J,月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%
1,00700,腾讯控股,109.47,97.58,19.24,486.4,-0.82,16.84,,3.48,
2,03750,宁德时代,86.31,24.21,54.08,647.0,3.52,31.07,,6.85,
3,00005,汇丰控股,76.01,97.86,98.26,166.5,-1.01,17.38,,1.85,
4,01398,工商银行,42.33,89.05,75.4,7.26,-3.14,6.23,,0.58,
5,09988,阿里巴巴-W,96.69,99.36,28.92,126.0,0.64,20.61,,1.99,
6,00939,建设银行,52.0,88.17,79.29,8.91,-3.1,6.1,,0.58,
7,01288,农业银行,34.86,80.34,66.87,6.0,-2.99,6.37,,0.66,
8,00941,中国移动,47.33,85.17,53.12,82.55,-1.26,11.78,,1.08,
9,00857,中国石油股份,4.22,66.84,27.84,9.64,-1.73,9.94,,0.96,
10,03988,中国银行,38.35,77.18,82.01,5.33,-2.92,6.26,,0.55,
11,03968,招商银行,49.37,95.32,57.45,49.3,-3.14,7.37,,0.97,
12,00883,中国海洋石油,48.05,59.52,17.46,23.56,-0.76,8.01,,1.18,
13,02318,中国平安,59.59,99.21,14.66,57.55,-1.54,7.03,,0.9,
14,01088,中国神华,-6.78,47.71,23.45,42.06,-1.36,15.46,,1.63,
15,02899,紫金矿业,52.0,99.34,13.06,33.14,0.67,12.76,,3.94,
16,01211,比亚迪股份,74.94,106.82,57.27,93.45,-1.53,27.64,,3.24,
17,01299,友邦保险,43.94,90.75,22.84,77.95,-0.76,16.62,,2.43,
18,02628,中国人寿,64.72,40.87,26.41,28.32,-2.34,4.96,,1.18,
19,00300,美的集团,45.02,103.05,85.29,96.5,-1.28,14.86,,2.79,
20,01810,小米集团-W,20.78,79.34,27.48,28.14,0.64,18.36,,2.42,
21,09999,网易,100.96,65.65,59.33,205.8,-1.06,17.27,,3.53,
22,03328,交通银行,43.97,73.6,74.28,7.36,-3.03,6.02,,0.49,
23,01658,邮储银行,41.06,73.74,38.5,4.94,-2.18,6.01,,0.51,
24,03690,美团-W,86.63,114.21,72.73,92.45,-1.07,-12.82,,3.36,
25,00981,中芯国际,16.94,-4.13,36.26,65.1,4.66,102.89,,3.07,
26,02359,药明康德,92.88,99.15,97.08,181.8,11.6,21.62,,5.62,
27,02388,中银香港,69.98,96.54,86.33,50.7,-1.84,13.36,,1.5,
28,00386,中国石油化工股份,45.84,94.5,6.22,4.33,-1.25,12.82,,0.55,
29,00388,香港交易所,86.31,111.51,46.44,407.6,-0.34,27.39,,9.37,
30,02888,渣打集团,87.95,94.53,97.11,234.4,-1.01,12.15,,1.41,
31,02513,智谱,32.05,-7.9,23.68,1028.0,9.36,-92.47,,-4.64,
32,09633,农夫山泉,59.05,60.72,10.7,42.72,-2.02,27.35,,10.99,
33,00998,中信银行,55.92,96.15,42.19,7.58,-1.81,5.3,,0.5,
34,00728,中国电信,26.75,45.61,18.01,4.62,-2.12,11.91,,0.8,
35,06030,中信证券,-1.71,56.62,46.21,26.96,-0.81,10.6,,1.21,
36,01276,恒瑞医药,43.84,61.79,11.78,57.55,1.5,41.94,,5.29,
37,03993,洛阳钼业,41.6,46.69,6.9,17.11,2.15,13.54,,3.64,
38,00016,新鸿基地产,69.26,80.33,42.52,123.0,0.65,16.2,,0.57,
39,02328,中国财险,64.2,84.17,47.83,16.01,-0.93,8.44,,1.07,
40,00267,中信股份,39.61,51.29,33.32,11.99,-1.48,5.36,,0.4,
41,06809,澜起科技,7.42,-3.51,36.51,262.4,5.47,111.59,,13.56,
42,03986,兆易创新,20.47,-15.75,17.0,447.6,5.42,97.39,,10.96,
43,02259,紫金黄金国际,30.56,90.49,0.36,116.5,-0.43,25.02,,4.78,
44,00992,联想集团,75.24,68.16,99.7,25.06,1.29,20.75,,5.2,
45,06160,百济神州,22.74,97.96,49.73,194.1,1.68,74.71,,8.81,
46,02378,保诚,77.6,103.35,46.89,116.1,-1.19,9.38,,1.89,
47,02601,中国太保,30.49,69.25,9.91,30.12,-1.76,4.81,,0.8,
48,02338,潍柴动力,89.15,26.05,53.07,33.56,0.36,22.85,,2.7,
49,00001,长和,80.05,106.86,98.03,73.85,1.16,23.89,,0.5,
50,02611,国泰海通,-1.54,41.89,24.24,14.46,-1.77,10.29,,0.69,
51,00669,创科实业,86.63,85.06,100.02,132.0,-1.35,25.87,,4.46,
52,01109,华润置地,25.58,48.19,45.03,33.48,1.15,8.48,,0.74,
53,01339,中国人民保险集团,49.34,91.0,8.89,5.37,0.56,5.03,,0.66,
54,01347,华虹宏力,18.19,-8.59,43.42,134.3,5.91,415.32,,4.42,
55,01919,中远海控,1.27,100.77,61.07,15.16,-1.88,8.23,,0.87,
56,01378,中国宏桥,38.65,55.74,-3.52,23.44,2.09,9.18,,1.59,
57,09992,泡泡玛特,7.38,33.15,6.31,160.4,0.31,15.1,,8.73,
58,02020,安踏体育,7.11,85.63,43.61,75.35,-2.14,14.01,,2.89,
59,00175,吉利汽车,50.01,80.45,33.82,19.21,-1.89,12.03,,1.92,
60,00762,中国联通,15.32,37.61,13.08,6.61,-1.42,9.13,,0.5,
61,00066,港铁公司,21.49,84.17,26.98,32.26,-0.8,13.69,,1.05,
62,01024,快手-W,101.92,63.43,-1.62,45.44,0.93,10.05,,2.13,
63,06690,海尔智家,-1.48,69.04,15.26,20.98,-1.04,9.38,,1.39,
64,00002,中电控股,15.02,94.47,90.34,76.75,-1.03,18.52,,1.8,
65,06031,三一重工,61.31,79.26,23.81,20.84,-0.86,20.27,,1.87,
66,03692,翰森制药,14.17,60.99,4.85,31.44,-0.19,31.04,,4.87,
67,02476,胜宏科技,28.96,-3.36,-1.61,191.7,4.18,36.08,,8.51,
68,03288,海天味业,37.19,87.36,36.61,32.12,-1.83,23.04,,3.96,
69,06818,中国光大银行,22.83,48.09,22.66,3.12,-1.73,4.36,,0.32,
70,02714,牧原股份,19.35,75.89,7.48,31.6,-3.66,16.71,,1.86,
71,00788,中国铁塔,62.33,103.07,18.81,9.88,-1.25,13.49,,0.77,
72,06936,顺丰控股,48.25,108.73,56.28,33.04,-2.48,13.62,,1.46,
73,02269,药明生物,75.85,103.13,69.57,40.52,4.43,30.91,,3.2,
74,01113,长实集团,21.3,91.92,58.95,47.7,0.0,15.4,,0.42,
75,09973,奇瑞汽车,106.95,83.37,31.13,26.9,-2.18,7.53,,2.5,
76,01038,长江基建集团,10.24,98.89,58.81,61.65,-0.8,18.78,,1.21,
77,02423,贝壳-W,107.81,88.0,55.57,44.86,0.76,40.72,,2.17,
