排名,代码,名称,最新价,涨跌幅%,总市值(亿港元),成交额(亿港元),PE_TTM,PB_MRQ
1,00700,腾讯控股,486.8,-0.73,44262.37,102.13,16.84,3.48
2,03750,宁德时代,647.0,3.52,29934.43,12.47,31.07,6.85
3,00005,汇丰控股,166.5,-1.01,28610.63,35.84,17.38,1.85
4,01398,工商银行,7.26,-3.14,25875.09,12.27,6.23,0.58
5,09988,阿里巴巴-W,126.1,0.72,24181.59,133.86,20.61,1.99
6,00939,建设银行,8.915,-3.1,23321.67,17.61,6.1,0.58
7,01288,农业银行,6.0,-3.07,20998.98,3.74,6.37,0.66
8,00941,中国移动,82.5,-1.32,17889.05,10.29,11.78,1.08
9,00857,中国石油股份,9.64,-1.73,17643.22,6.78,9.94,0.96
10,03988,中国银行,5.325,-2.92,17157.81,6.88,6.26,0.55
11,03968,招商银行,49.32,-3.1,12438.43,5.63,7.37,0.97
12,00883,中国海洋石油,23.56,-0.76,11198.06,9.29,8.01,1.18
13,02318,中国平安,57.55,-1.54,10420.95,7.56,7.03,0.9
14,01088,中国神华,42.06,-1.36,9122.58,3.09,15.46,1.63
15,02899,紫金矿业,33.14,0.67,8812.16,8.97,12.76,3.94
16,01211,比亚迪股份,93.45,-1.53,8520.02,10.1,27.64,3.24
17,01299,友邦保险,77.95,-0.76,8065.21,8.57,16.62,2.43
18,02628,中国人寿,28.32,-2.34,8004.56,9.11,4.96,1.18
19,00300,美的集团,96.5,-1.28,7360.81,4.21,14.86,2.79
20,01810,小米集团-W,28.14,0.64,7271.97,34.79,18.36,2.42
21,09999,网易,206.2,-0.87,6616.46,5.7,17.27,3.53
22,03328,交通银行,7.355,-3.1,6499.16,1.58,6.02,0.49
23,01658,邮储银行,4.935,-2.28,5926.69,2.03,6.01,0.51
24,03690,美团-W,92.4,-1.12,5705.48,31.25,-12.82,3.36
25,00981,中芯国际,65.1,4.66,5573.08,57.78,102.89,3.07
26,02359,药明康德,181.8,11.6,5387.84,30.81,21.62,5.62
27,02388,中银香港,50.7,-1.84,5360.4,4.53,13.36,1.5
28,00386,中国石油化工股份,4.33,-1.25,5236.07,2.86,12.82,0.55
29,00388,香港交易所,407.6,-0.34,5167.7,8.88,27.39,9.37
30,02888,渣打集团,234.2,-1.1,5131.43,1.62,12.15,1.41
31,02513,智谱,1033.0,9.89,4809.89,57.16,-92.47,-4.64
32,09633,农夫山泉,42.72,-2.02,4804.49,1.62,27.35,10.99
33,00998,中信银行,7.6,-1.62,4229.03,0.56,5.3,0.5
34,00728,中国电信,4.615,-2.12,4223.05,3.54,11.91,0.8
35,06030,中信证券,26.96,-0.81,3995.62,1.48,10.6,1.21
36,01276,恒瑞医药,57.45,1.32,3813.07,0.8,41.94,5.29
37,03993,洛阳钼业,17.11,2.15,3660.57,4.04,13.54,3.64
38,00016,新鸿基地产,123.0,0.65,3564.27,2.57,16.2,0.57
39,02328,中国财险,16.02,-0.87,3563.29,4.58,8.44,1.07
40,00267,中信股份,11.99,-1.48,3487.92,0.65,5.36,0.4
41,06809,澜起科技,262.0,5.31,3197.81,11.37,111.59,13.56
42,03986,兆易创新,447.6,5.42,3141.01,23.84,97.39,10.96
43,02259,紫金黄金国际,116.5,-0.43,3117.94,2.69,25.02,4.78
44,00992,联想集团,25.06,1.29,3108.61,13.93,20.75,5.2
45,06160,百济神州,194.1,1.68,2991.89,4.18,74.71,8.81
46,02378,保诚,116.0,-1.28,2904.83,0.06,9.38,1.89
47,02601,中国太保,30.1,-1.83,2895.72,1.67,4.81,0.8
48,02338,潍柴动力,33.48,0.12,2892.75,4.66,22.85,2.7
49,00001,长和,73.85,1.16,2828.49,3.34,23.89,0.5
50,02611,国泰海通,14.45,-1.83,2547.37,0.68,10.29,0.69
51,00669,创科实业,132.0,-1.35,2412.59,8.55,25.87,4.46
52,01109,华润置地,33.46,1.09,2386.01,2.96,8.48,0.74
53,01339,中国人民保险集团,5.37,0.56,2374.83,2.59,5.03,0.66
54,01347,华虹宏力,134.3,5.91,2333.77,45.52,415.32,4.42
55,01919,中远海控,15.17,-1.81,2316.17,1.84,8.23,0.87
56,01378,中国宏桥,23.44,2.09,2301.67,6.94,9.18,1.59
57,09992,泡泡玛特,160.4,0.31,2136.17,11.04,15.1,8.73
58,02020,安踏体育,75.35,-2.14,2107.28,5.18,14.01,2.89
59,00175,吉利汽车,19.22,-1.84,2072.9,9.08,12.03,1.92
60,00762,中国联通,6.61,-1.42,2022.54,1.28,9.13,0.5
61,00066,港铁公司,32.28,-0.74,2009.37,0.62,13.69,1.05
62,01024,快手-W,45.48,1.02,1967.77,13.96,10.05,2.13
63,06690,海尔智家,20.98,-1.04,1967.43,0.86,9.38,1.39
64,00002,中电控股,76.75,-1.03,1939.05,1.66,18.52,1.8
65,06031,三一重工,20.82,-0.95,1914.4,0.56,20.27,1.87
66,03692,翰森制药,31.48,-0.06,1908.99,2.07,31.04,4.87
67,02476,胜宏科技,192.2,4.46,1888.91,8.25,36.08,8.51
68,03288,海天味业,32.18,-1.65,1883.12,0.32,23.04,3.96
69,06818,中国光大银行,3.13,-1.57,1849.38,0.19,4.36,0.32
70,02714,牧原股份,31.56,-3.78,1821.96,1.21,16.71,1.86
71,00788,中国铁塔,9.87,-1.3,1737.2,0.97,13.49,0.77
72,06936,顺丰控股,33.02,-2.54,1736.24,0.33,13.62,1.46
73,02269,药明生物,40.54,4.48,1679.8,16.45,30.91,3.2
74,01113,长实集团,47.72,0.04,1670.09,0.52,15.4,0.42
75,09973,奇瑞汽车,26.9,-2.18,1562.51,0.51,7.53,2.5
76,01038,长江基建集团,61.6,-0.88,1552.08,0.46,18.78,1.21
77,02423,贝壳-W,44.8,0.63,1551.17,1.39,40.72,2.17
78,01988,民生银行,3.515,-2.23,1538.95,0.31,4.65,0.24
79,01801,信达生物,86.75,0.87,1510.25,6.75,167.67,7.02
80,06886,华泰证券,16.68,-0.12,1505.68,0.66,7.67,0.75
81,03606,福耀玻璃,57.35,-1.55,1496.69,0.87,14.89,3.38
82,01766,中国中车,5.18,-1.99,1486.6,0.69,9.84,0.75
83,01336,新华保险,47.56,-2.22,1483.66,3.54,3.6,1.06
84,01816,中广核电力,2.93,-1.35,1479.62,0.58,13.91,1.04
85,02057,中通快递-W,191.7,-0.31,1463.5,0.94,14.22,2.1
86,00027,银河娱乐,33.24,-1.07,1455.66,2.02,13.64,1.75
87,00688,中国海外发展,13.22,-1.34,1446.91,1.14,10.3,0.34
88,02600,中国铝业,8.33,0.85,1429.01,2.05,8.68,1.56
89,01377,鼎泰高科,334.8,9.99,1419.7,1.19,203.82,41.77
90,01972,太古地产,24.14,1.17,1389.86,0.38,-90.66,0.52
91,01898,中煤能源,10.46,-0.57,1386.86,0.85,8.61,0.75
92,00012,恒基地产,27.92,-0.78,1351.72,0.84,23.91,0.42
93,01776,广发证券,16.99,1.43,1329.44,0.73,7.59,0.85
94,09987,百胜中国,381.6,-0.83,1309.46,3.35,17.26,3.13
95,09903,天数智芯,484.4,13.12,1303.88,9.36,-117.34,42.56
96,00003,香港中华煤气,6.9,-0.86,1287.53,0.7,22.64,2.17
97,06099,招商证券,14.63,0.41,1272.3,0.3,8.55,0.9
98,06618,京东健康,39.52,-0.7,1260.5,1.63,21.18,1.91
99,00006,电能实业,58.15,-1.11,1239.24,0.87,19.87,1.37
100,00763,中兴通讯,25.7,1.74,1229.37,2.57,24.37,1.42
