日期,总市值_亿,流通市值_亿,活跃市值_亿,成交额_亿,加权换手率%,上涨家数,下跌家数,平盘家数,涨停家数,跌停家数,上涨占比%,中位涨跌幅%,平均换手率%,量能温度,宽度温度,综合温度,温度档位
2026-09-03,1299260.0,996103.0,17780.0,17803.0,1.78,1846,3570,134,59,23,34.1,-0.68,2.95,69.0,34.1,51.5,温和
