排名,代码,名称,最新价,总市值,流通市值,行业,成交额,ROE%,营收同比%,净利润(亿),净利同比%,毛利率%
1,688825,长鑫科技,55.55,3770961703727,250143814839,半导体,11162534383.0,81.06,873.6417332025,776.05,3427.75691436574,84.7418874692
2,601398,工商银行,8.1,2886890682421,2183858921566,银行Ⅱ,2704794753.0,4.315,9.0769670235,1736.82,3.318798593719,0.0
3,601939,建设银行,10.95,2864524176976,105050550786,银行Ⅱ,1334099925.0,4.76,10.7174470481,1695.64,4.620054789111,0.0
4,601288,农业银行,6.89,2411383103385,2199592612254,银行Ⅱ,2477371719.0,5.07,11.0651273055,1463.81,4.925094975271,0.0
5,600941,中国移动,100.53,2180589962357,90755253670,通信服务,703744875.0,5.6,-1.054491889,789.34,-6.293108565323,29.5120205935
6,601988,中国银行,6.54,2107269173264,1378406467093,银行Ⅱ,1928691794.0,4.33,8.4801658344,1235.94,5.104982524173,0.0
7,601857,中国石油,11.21,2051665161340,1815146492340,炼化及贸易,1057475188.0,6.3,5.3426812439,1039.34,22.029798875204,21.8708980937
8,600519,贵州茅台,1298.88,1623705989907,1623705989907,白酒Ⅱ,2305193119.0,16.75,1.3000994756,445.17,-1.951594855028,89.5552128279
9,300750,宁德时代,349.5,1617056258295,1488938680245,电池,9235577474.46,12.08,54.8003691485,432.84,41.983941749454,23.9283938867
10,600938,中国海油,33.43,1588926361685,99955700000,油气开采Ⅱ,1304862618.0,10.21,16.8837424377,858.18,23.420534134871,53.4636940575
11,601138,工业富联,63.2,1254146632349,1254146632349,消费电子,5807397036.0,13.36,54.634987688,237.4,95.985786599041,7.1506831245
12,601628,中国人寿,39.27,1109954965350,817740023100,保险Ⅱ,1939517357.0,21.07,81.5399084582,1344.89,228.574918765728,0.0
13,688981,中芯国际,123.87,1060469880031,247685812945,半导体,2746936129.0,2.9,19.435688378,44.67,94.163023835373,23.1558234006
14,601318,中国平安,58.0,1050243235710,618283774814,保险Ⅱ,6309518752.0,9.0,15.010118462,925.85,36.060370038356,0.0
15,601088,中国神华,47.78,1036321171045,787941793490,煤炭开采,1050924465.0,5.83,7.9322551775,287.15,4.103977087336,35.4841606017
16,600036,招商银行,41.07,1035779058833,847230747699,银行Ⅱ,3160615628.0,6.71,4.8314692679,764.45,2.021887094622,0.0
17,300308,中际旭创,813.0,957640538133,902378783439,通信设备,17690932641.85,37.62,182.4913813287,136.51,241.696005716117,46.2521843492
18,601899,紫金矿业,33.31,885736704059,686245729493,工业金属,5656819216.0,19.6,15.7816890732,391.7,68.170288138556,37.7472369593
19,002594,比亚迪,87.31,796022519400,304455970118,乘用车,1780039740.65,4.86,-7.1281672659,123.25,-20.535238859941,18.8473478975
20,600900,长江电力,28.44,695876111843,695876111843,电力,2111883535.0,6.55,3.3562259885,147.56,13.015444431533,57.8922527476
21,688256,寒武纪,1099.99,691733120260,691733120260,半导体,7167392161.0,18.05,108.1331369113,23.11,122.613513635372,55.2505731603
22,000333,美的集团,87.25,665633155163,600724085923,白色家电,1302253142.7,11.33,3.4561222865,264.46,1.661997971068,25.2557645483
23,600028,中国石化,5.45,659044052510,516400990794,炼化及贸易,1042079931.0,3.06,1.9523055217,256.27,19.289670902574,19.2430394532
24,601658,邮储银行,5.45,654518041531,395276513297,银行Ⅱ,1555668618.0,4.8,7.2645809882,515.03,4.621353701146,0.0
25,601328,交通银行,7.32,646822900512,190850257645,银行Ⅱ,1679485991.0,4.045,6.7295003299,478.74,4.037726008345,0.0
26,601728,中国电信,6.4,585645687674,496830263674,通信服务,424335303.0,4.2,-3.8643498262,195.88,-14.898970046109,29.7628442917
27,688041,海光信息,246.2,572252038004,572252038004,半导体,2556543419.0,7.56,66.5195709856,17.98,49.691219941746,55.2090490096
28,300502,新易盛,384.76,536454201736,482582596703,通信设备,10115420961.7,34.86,100.3392340098,75.29,90.984424978074,48.4397325072
29,601998,中信银行,8.78,488564524678,357899133740,银行Ⅱ,477318823.0,4.805,3.0507963718,376.02,3.081309282307,0.0
30,002371,北方华创,655.84,475936004928,475540194339,半导体,3656788831.16,8.58,24.9038763685,33.7,5.051223129423,40.0682862059
31,603259,药明康德,156.63,469481005708,387389884931,医疗服务,4691160558.0,13.19,38.9349828598,110.8,29.427935686791,53.9094753581
32,600030,中信证券,27.86,435292223826,339238710136,证券Ⅱ,3290081010.0,7.81,50.0035284024,233.43,69.601525447949,0.0
