排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
5,600941,中国移动,100.69,106.77,99.09,104.63,99.81,65.84,100.53,-0.27,16.55,73.21,1.53,42.09,97.578,94.16,1.0,3.03,0.73,0.64,7.04,73.21,42.09,通信服务,三周期共振超买
6,601988,中国银行,81.87,97.34,102.86,99.62,98.72,103.35,6.54,-2.1,8.46,99.9,0.77,94.16,6.122,5.94,1.0,6.83,0.94,1.01,19.29,99.83,99.75,银行Ⅱ,三周期共振超买 / 高位+估值顶区
71,003816,中国广核,100.97,102.49,51.8,106.83,80.59,39.72,4.4,1.62,22.39,92.84,1.8,84.27,4.029,3.999,1.0,9.21,1.11,1.42,6.88,92.48,88.02,电力,高位+估值顶区
16,600036,招商银行,98.45,96.43,103.39,103.56,83.92,76.24,41.07,0.49,6.83,32.68,0.9,16.86,39.336,38.138,1.0,4.41,0.95,0.91,31.61,56.86,29.34,银行Ⅱ,三周期共振超买
87,601985,中国核电,105.44,77.5,90.55,101.1,44.59,76.49,9.12,1.33,25.77,99.81,1.58,42.04,8.847,8.864,0.0,3.09,2.03,2.1,17.27,100.0,40.17,电力,高位+估值顶区
65,000001,平安银行,80.78,100.09,108.95,95.92,100.39,101.59,11.88,-0.25,5.3,37.29,0.49,14.87,11.457,11.028,1.0,3.69,1.08,0.98,13.24,64.88,25.87,银行Ⅱ,三周期共振超买
105,600547,山东黄金,82.56,109.75,27.24,85.95,108.07,14.97,37.5,-1.03,31.58,10.93,5.22,82.23,33.654,28.405,1.0,11.43,0.83,1.03,,18.51,72.64,,高位+估值顶区
21,688256,寒武纪,96.93,11.57,40.23,100.11,0.43,48.54,1099.99,-0.72,207.6,78.43,51.03,88.58,1082.832,1238.378,0.0,1.58,0.66,0.5,71.67,73.47,85.95,半导体,高位+估值顶区
24,601658,邮储银行,87.34,71.98,88.83,101.09,52.83,63.66,5.45,-1.98,7.3,78.76,0.63,29.99,5.068,5.016,1.0,7.54,0.92,1.6,15.56,88.1,40.5,银行Ⅱ,高位+估值顶区
27,688041,海光信息,83.01,-1.06,15.03,83.02,-4.13,31.98,246.2,-0.41,182.14,64.47,22.55,77.06,261.602,300.023,0.0,-5.89,0.51,0.46,25.57,64.47,77.06,半导体,高位+估值顶区
