排名,代码,名称,日线J,周线J,月线J,昨日日线J,昨日周线J,昨日月线J,最新价,涨跌幅,PE_TTM,PE历史分位%,PB_MRQ,PB历史分位%,MA20,MA60,双均线多头,价距MA20%,量比,量比30,成交额(亿),PE5年分位%,PB5年分位%,行业,入选标签
95,300274,阳光电源,-5.65,0.73,-17.54,-8.17,7.13,-9.84,87.08,0.79,16.43,26.27,3.6,32.21,107.859,119.927,0.0,-19.26,0.47,0.7,35.49,30.58,6.03,光伏设备,三周期共振超卖 / 估值+超卖双低
47,600276,恒瑞医药,14.6,-8.63,-1.4,0.51,2.39,8.04,45.96,0.86,39.48,2.19,4.73,0.1,49.92,51.818,0.0,-7.93,0.78,0.6,23.0,3.8,0.17,化学制药,三周期共振超卖 / 估值+超卖双低
92,600406,国电南瑞,5.71,39.81,4.05,8.75,53.27,9.92,22.59,0.0,21.6,12.3,3.48,25.94,23.352,23.186,1.0,-3.26,0.66,0.47,5.57,0.74,1.65,电网设备,估值+超卖双低 / 多头回踩MA20
19,002594,比亚迪,-9.25,42.01,32.28,-9.45,82.62,37.48,87.31,0.59,27.04,23.56,3.32,26.22,89.915,89.155,1.0,-2.9,0.6,0.61,17.8,40.99,0.99,乘用车,估值+超卖双低 / 多头回踩MA20
75,000651,格力电器,5.57,70.19,90.74,-0.59,79.54,92.37,38.74,0.68,7.79,29.41,1.46,3.66,38.763,37.644,1.0,-0.06,0.67,0.68,12.48,50.25,6.36,白色家电,估值+超卖双低 / 多头回踩MA20
49,000858,五 粮 液,10.39,28.88,6.88,22.59,40.38,9.21,70.68,-0.2,20.97,23.33,2.32,0.33,72.643,73.233,0.0,-2.7,0.66,0.57,12.74,32.31,0.58,白酒Ⅱ,估值+超卖双低
36,603993,洛阳钼业,17.74,52.87,8.05,28.02,61.27,11.57,18.61,0.81,14.31,12.21,4.44,89.69,19.03,18.851,1.0,-2.21,0.6,0.5,22.52,21.24,86.36,工业金属,估值+超卖双低 / 多头回踩MA20
101,002352,顺丰控股,12.13,29.91,23.72,15.23,65.86,26.07,32.05,0.28,15.51,2.28,1.64,0.48,32.871,32.976,0.0,-2.5,0.54,0.7,,3.97,0.83,,估值+超卖双低
79,603288,海天味业,11.15,15.67,27.23,4.58,32.4,34.53,34.12,0.74,27.28,0.86,5.11,2.85,35.306,35.198,1.0,-3.36,0.52,0.74,4.43,1.49,4.96,调味发酵品Ⅱ,估值+超卖双低 / 多头回踩MA20
18,601899,紫金矿业,21.36,94.4,36.32,22.21,107.97,28.84,33.31,1.09,13.09,8.79,4.39,82.19,33.607,30.484,1.0,-0.88,0.75,0.61,56.57,15.29,82.98,工业金属,多头回踩MA20
74,600188,兖矿能源,30.23,95.39,60.4,49.7,108.42,62.34,21.75,-0.91,20.42,95.06,2.84,86.03,22.035,20.233,1.0,-1.29,0.69,0.67,8.42,91.4,75.7,煤炭开采,多头回踩MA20
50,300394,天孚通信,18.32,78.45,39.94,16.39,74.66,43.35,248.81,-0.48,116.87,94.63,43.44,95.68,257.518,256.008,1.0,-3.38,0.67,0.51,63.19,90.66,92.48,通信设备,多头回踩MA20
