排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
27,159530,机器人ETF易方达,1.328,-1.12,169.35,169.35,4.05,国证机器人产业指数,指数型-股票,机器人,
28,159781,科创创业ETF易方达,1.067,-1.66,169.32,169.32,2.76,中证科创创业50指数,指数型-股票,科创板,
29,159201,自由现金流ETF华夏,1.193,-0.17,163.66,163.66,3.5,国证自由现金流指数,指数型-股票,货币市场,
30,159992,创新药ETF银华,0.849,0.12,161.73,161.73,5.85,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(107.78亿)
31,159928,消费ETF汇添富,0.674,1.2,155.51,155.51,3.08,中证主要消费指数,指数型-股票,消费,
32,510210,上证指数ETF富国,1.017,0.0,154.68,154.68,7.57,上证综合指数,指数型-股票,其他,
33,512010,医药ETF易方达,0.378,0.53,151.94,151.94,2.34,沪深300医药卫生指数,指数型-股票,医药,
34,517520,黄金股ETF永赢,2.199,-0.63,149.74,149.74,6.26,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(62.77亿)
35,515220,煤炭ETF国泰,1.342,-2.61,141.56,141.56,19.32,中证煤炭指数,指数型-股票,煤炭,
36,512690,酒ETF鹏华,0.429,2.39,137.9,137.9,6.42,中证酒指数,指数型-股票,白酒,
37,159870,化工ETF鹏华,0.825,-0.72,136.7,136.7,4.41,细分化工,指数型-股票,化工,
38,512070,证券保险ETF易方达,0.818,1.49,135.73,135.73,6.79,沪深300非银行金融指数,指数型-股票,证券,
39,159206,卫星ETF永赢,1.376,-1.36,131.27,131.27,4.23,国证商用卫星通信产业指数,指数型-股票,通信,
40,513630,港股低波红利ETF摩根,1.593,0.44,120.21,120.21,3.53,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.091,-2.5,103.27,103.27,2.73,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.846,2.05,101.96,101.96,10.49,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.049,1.35,100.21,100.21,4.48,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.888,-0.84,99.51,99.51,1.52,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.695,0.14,97.39,97.39,4.41,中证软件服务指数,指数型-股票,计算机,
46,159869,游戏ETF华夏,1.102,0.27,89.27,89.27,4.35,中证动漫游戏指数,指数型-股票,传媒,
47,560860,工业有色ETF万家,1.642,-0.79,87.42,87.42,2.4,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.4亿)
48,159755,电池ETF广发,0.922,-1.39,74.02,74.02,2.97,国证新能源车电池指数,指数型-股票,新能源,
49,159307,红利低波100ETF博时,1.039,0.97,73.97,73.97,0.97,中证红利低波动100指数,指数型-股票,红利,
50,512710,军工龙头ETF富国,0.631,0.64,73.96,73.96,2.34,中证军工龙头指数,指数型-股票,军工,
51,159263,价值ETF易方达,1.168,0.69,72.72,72.72,2.85,国证价值100指数,指数型-股票,价值,
52,159363,创业板人工智能ETF华宝,1.232,-1.12,70.87,70.87,8.99,创业板人工智能指数,指数型-股票,人工智能,
53,563300,中证2000ETF华泰柏瑞,1.451,-0.14,70.79,70.79,6.12,中证2000指数,指数型-股票,中证2000,
54,159865,养殖ETF国泰,0.557,1.64,68.5,68.5,3.07,中证畜牧养殖指数,指数型-股票,农业,
55,512660,军工ETF国泰,1.141,-0.09,66.91,66.91,2.11,中证军工指数,指数型-股票,军工,
56,516150,稀土ETF嘉实,1.729,-1.76,66.67,66.67,1.19,中证稀土产业指数,指数型-股票,有色金属,
57,159851,金融科技ETF华宝,0.648,1.57,65.72,65.72,2.92,中证金融科技主题指数,指数型-股票,其他,
58,515980,人工智能ETF华富,1.038,-0.57,64.76,64.76,1.95,中证人工智能产业指数,指数型-股票,人工智能,
59,588220,科创100ETF鹏华,1.76,-3.3,63.29,63.29,5.2,上证科创板100指数,指数型-股票,科创板,
60,512950,央企改革ETF华夏,1.516,-0.46,61.29,61.29,0.13,中证央企结构调整指数,指数型-股票,央企国企,
61,159259,成长ETF易方达,1.324,-3.43,60.26,60.26,5.62,国证成长100指数,指数型-股票,成长,
62,159967,创业板成长ETF华夏,0.771,-2.03,57.54,57.54,5.98,创业板动量成长指数,指数型-股票,成长,
